,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableCurrent,9703000.000,8902000.000,10300000.000,8876000.000,9805000.000,6936000.000,7229000.000,3290000.000,5677000.000,6925000.000,3378000.000,6867000.000,2837000.000,5993000.000,3421000.000,6232000.000,6539000.000,6597000.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,1279000.000
AccountsReceivableNetCurrent,53330000.000,50405000.000,64429000.000,66060000.000,57003000.000,52114000.000,68348000.000,65831000.000,61122000.000,66284000.000,90040000.000,87820000.000,86852000.000,80804000.000,98185000.000,83502000.000,79893000.000,77830000.000
AccountsReceivableRelatedParties,,,,,,,,,,,,,,,,,,1475000.000
AccruedEmployeeBenefitsCurrentAndNoncurrent,,,5029000.000,305000.000,2389000.000,3527000.000,6652000.000,573000.000,3285000.000,4852000.000,6061000.000,1302000.000,4318000.000,6000000.000,7177000.000,,,
AccruedLiabilitiesCurrent,,,25891000.000,18242000.000,17806000.000,21940000.000,24409000.000,20990000.000,25576000.000,31223000.000,33472000.000,27392000.000,42013000.000,46794000.000,37212000.000,26059000.000,25057000.000,28925000.000
AccruedLiabilitiesCurrentAndNoncurrent,19175000.000,21131000.000,,,,,,,,,,,,,,,,
AccruedPayrollTaxesCurrentAndNoncurrent,,,5734000.000,5504000.000,5116000.000,5813000.000,5556000.000,7193000.000,8006000.000,8532000.000,9213000.000,8849000.000,9005000.000,11186000.000,11453000.000,,,
AccruedProfessionalFeesCurrentAndNoncurrent,,,3128000.000,919000.000,965000.000,1194000.000,1333000.000,1522000.000,1577000.000,2660000.000,3066000.000,1515000.000,1612000.000,1728000.000,2109000.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,28113000.000,,,,38943000.000,,,,51027000.000,,,,63151000.000,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,617000.000,,,,1825000.000,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,5176000.000,2249000.000,617000.000,2236000.000,-67000.000,1159000.000,1825000.000,1005000.000,699000.000,1793000.000,1726000.000,1568000.000,1656000.000,-2653000.000,-5591000.000,-9956000.000,-8848000.000,-10075000.000
AcquiredFiniteLivedIntangibleAssetAmount,,,11000000.000,,,,11000000.000,,,,11000000.000,,,,,,,
