,2012-03-31,2012-06-30,2012-09-30,2013-03-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentPeriodIncreaseDecrease,,,,,4983.000,,,,,,,,
AmortizationOfDebtDiscountPremium,,,,,,348075.000,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,106.000,,,0.000,-156254.000,,,,36688.000,,,,5263.000
ComprehensiveIncomeNetOfTax,,,,,-569108.000,-7630691.000,-561412.000,-639816.000,-1182027.000,-649129.000,523322.000,-293977.000,-751941.000
CostOfGoodsSold,,,,0.000,6065.000,7225.000,16109.000,2388.000,67188.000,12181.000,115917.000,126427.000,-47557.000
CurrentFederalTaxExpenseBenefit,,,,,,,,,,,,,204457.000
CurrentIncomeTaxExpenseBenefit,,,,0.000,,,,,,,,,
DebtInstrumentConvertibleBeneficialConversionFeature,,,,,-20198.000,,,,0.000,,,,
Depreciation,,,,,4983.000,7581.000,14907.000,20093.000,20814.000,15889.000,18640.000,12304.000,20908.000
DepreciationAndAmortization,,,,,,,,,20799.000,,,,20908.000
EarningsPerShareBasicAndDiluted,0.000,,,-0.002,-0.040,-0.060,0.000,0.040,-0.010,0.000,0.000,0.000,0.000
EffectOfExchangeRateOnCashAndCashEquivalents,,,,0.000,11591.000,,,,10793.000,,,,-1324.000
FeesAndCommissions,,,,,,,,,670908.000,124876.000,-383993.000,130665.000,357772.000
ForeignCurrencyTransactionGainLossBeforeTax,,,,,5208.000,-5419.000,401.000,-27601.000,-8658.000,,,,0.000
ForeignCurrencyTransactionGainLossRealized,,,,,27479.000,,,,-319.000,2738.000,1541.000,-1764.000,-910.000
GainsLossesOnExtinguishmentOfDebt,,,,,,-1804704.000,0.000,,,0.000,0.000,,
GeneralAndAdministrativeExpense,2415.000,6208.000,3200.000,2464.000,58684.000,39999.000,180068.000,94398.000,63309.000,72805.000,38878.000,22893.000,40208.000
GrossProfit,,,,0.000,4351.000,19568.000,1430.000,2985.000,73332.000,36236.000,347433.000,-91266.000,38883.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,2415.000,6208.000,3200.000,-8264.000,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,-620139.000,-7617050.000,-554381.000,-643783.000,-1089827.000,-677307.000,540051.000,-380276.000,-737645.000
IncomeTaxExpenseBenefit,,,,,,,-910.000,,0.000,11637.000,-105.000,-332.000,0.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,,,,,,,,,-72231.000
IncomeTaxesPaid,,,,0.000,,,,,,,,,
IncomeTaxesPaidNet,,,,,,,,,0.000,,,,0.000
IncreaseDecreaseInAccountsPayable,-10979.000,,,7464.000,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,35387.000,,,,8891.000,,,,34319.000
IncreaseDecreaseInAccountsPayableRelatedParties,,,,,44991.000,,,,61348.000,,,,62192.000
IncreaseDecreaseInAccountsReceivable,,,,,370.000,,,,-2566.000,,,,-9835.000
IncreaseDecreaseInDividendsReceivable,,,,,,,,,141400.000,,,,0.000
IncreaseDecreaseInDueToOfficersAndStockholders,,,,0.000,,,,,,,,,
IncreaseDecreaseInInventories,,,,,1060.000,,,,54.000,,,,522.000
IncreaseDecreaseInOtherReceivables,,,,,,,,,1445.000,,,,-1066.000
IncreaseDecreaseInPrepaidExpense,,,,,34361.000,,,,9675.000,,,,1201.000
IncreaseDecreaseInPrepaidRent,,,,800.000,,,,,,,,,
InterestExpense,,,,,24430.000,,,,,,,,
InterestExpenseDebt,,,,,,350726.000,,,,,,,
InterestExpenseDebtExcludingAmortization,,,,,,2651.000,,,,,,,
InterestExpenseRelatedParty,,,,,,351162.000,-2095.000,,2364.000,1324.000,328.000,-7998.000,0.000
InterestIncomeExpenseNet,,,,0.000,,,,,,,,,
InterestPaid,,,,,,,,,0.000,,,,0.000
InterestPaidNet,,,,0.000,,,,,,,,,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,,,,,,,465250.000,,,,0.000
LeaseAndRentalExpense,,,,1200.000,38650.000,34906.000,24580.000,24033.000,27746.000,32123.000,31789.000,14872.000,18704.000
