,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,7930044.000,7006495.000,5610181.000,6003094.000,4635569.000,4576667.000,3556688.000,4737918.000,3944680.000,3193816.000,3512339.000,3155036.000,3155401.000,2505155.000,2353133.000,2603628.000,2293119.000,2323086.000,1840135.000,2042246.000,2427697.000,2858812.000,2623010.000,2215111.000
AccountsReceivableNetCurrent,10178401.000,4533990.000,11104038.000,10293481.000,8235138.000,10509641.000,11551651.000,9842360.000,8466808.000,8096385.000,7558152.000,8347212.000,6456312.000,7027781.000,6480499.000,7736618.000,7449913.000,6598667.000,6376470.000,6397660.000,5057503.000,4882354.000,4665959.000,5316935.000
AccountsReceivableNetNoncurrent,79730.000,81514.000,51892.000,31118.000,31581.000,32734.000,73199.000,18906.000,19521.000,19975.000,20431.000,,,,,,,,,,,,,
AccruedIncomeTaxes,,,,,,,,,,,360475.000,293267.000,266779.000,352106.000,332364.000,345406.000,429592.000,,,,,,219017.000,265901.000
AccruedIncomeTaxesCurrent,,,,,,,,,,,,,,,,,,311529.000,324226.000,335102.000,313379.000,318950.000,,
AccruedLiabilitiesCurrent,7851494.000,6153088.000,5703166.000,5510409.000,5947702.000,5316391.000,5361810.000,5038255.000,5637004.000,6839797.000,7079381.000,7804406.000,6292007.000,6526610.000,5505142.000,5241921.000,6002767.000,6042517.000,6058390.000,5245395.000,5431055.000,5223591.000,4491164.000,4085696.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,,,5920070.000,5581167.000,6008337.000,6048106.000,6333993.000,5515828.000,5701351.000,5611804.000,4811573.000,4406241.000
AccruedProfessionalFeesCurrent,,,,,58762.000,140662.000,219000.000,,,,,,,,,,,,,,,,,
AccruedProfessionalFeesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,,,,183948.000,180450.000,116700.000
AccruedRentCurrent,,,,,,,,1120909.000,1146175.000,1494539.000,1499942.000,1490004.000,1480065.000,1470126.000,1407740.000,1400828.000,1393916.000,1387005.000,1361379.000,1263383.000,1159038.000,1199018.000,,
AccruedRentCurrentAndNoncurrent,,,,,,,,,,,,,,,354680.000,,,,284793.000,,,,965412.000,723770.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,9204540.000,9280998.000,9251911.000,9515081.000,9697173.000,9884096.000,9590204.000,9726867.000,9827701.000,9925112.000,10001869.000,10072125.000,9918215.000,10007621.000,10053095.000,10150489.000,10152746.000,10243562.000,10334556.000,10317294.000
AdditionalPaidInCapital,,,,,,,,,,,,,444969310.000,445842292.000,446241703.000,447145927.000,447573961.000,447881991.000,448517472.000,,,,,
AdditionalPaidInCapitalCommonStock,355736551.000,355954708.000,356729118.000,358001453.000,365133838.000,365272941.000,366053627.000,367048042.000,367133231.000,431831756.000,441888155.000,442139537.000,,,,,,,,448794778.000,449081382.000,449363321.000,449939406.000,450191422.000
