,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-12-31
AmortizationOfDebtDiscountPremium,,,,,,,,,,,10200.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-6073.000,,,,-23612.000,,,,94.000,,-42652.000
DebtInstrumentConvertibleBeneficialConversionFeature,,,,,,,,,,,40800.000
EarningsPerShareBasic,0.000,0.000,0.000,-0.010,-0.020,-0.030,-0.040,-0.020,-0.030,-0.020,-0.040
GeneralAndAdministrativeExpense,6073.000,21944.000,1933.000,-743.000,37471.000,73835.000,109253.000,72666.000,69940.000,59610.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,-39067.000,-76010.000,-111575.000,-73902.000,-71940.000,-65423.000,-107373.000
IncomeTaxesPaid,0.000,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,-1883.000,,,,2000.000,,51250.000
IncreaseDecreaseInOtherReceivables,,,,,-430.000,,,,,,
InterestExpense,,,,,,,,,,,3271.000
InterestPaid,0.000,,,,,,,,,,
LeaseAndRentalExpense,,,,,,,,,,,2850.000
NetCashProvidedByUsedInFinancingActivities,0.000,,,,17768.000,,,,70034.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,0.000,,,,17768.000,,,,70034.000,,
NetCashProvidedByUsedInOperatingActivities,-6073.000,,,,-41380.000,,,,-69940.000,,-42652.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-6073.000,,,,-41380.000,,,,-69940.000,,-42652.000
NetIncomeLoss,-6073.000,-21944.000,-1933.000,743.000,-39067.000,-76010.000,-111575.000,-73902.000,-71940.000,-65423.000,-107373.000
NonoperatingIncomeExpense,,,,,-1596.000,-2175.000,-2322.000,-1236.000,-2000.000,-5813.000,-13471.000
OperatingExpenses,,,,,37471.000,73835.000,109253.000,72666.000,69940.000,59610.000,93902.000
OperatingIncomeLoss,,,,,-37471.000,-73835.000,-109253.000,-72666.000,-69940.000,-59610.000,-93902.000
OtherExpenses,6073.000,21944.000,1933.000,,,,,,,,
OtherGeneralExpense,,,,,,,,,,,1844.000
PaymentsForRent,,,,,,,,,,,2250.000
ProceedsFromIssuanceOfCommonStock,0.000,,,,,,,,75000.000,,
ProceedsFromLoans,0.000,,,,-32232.000,,,,-4966.000,,
ProceedsFromNotesPayable,,,,,50000.000,,,,,,
ProfessionalFees,,,,,,,,,,,5227.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,,,,,,,102188.000,,
WeightedAverageNumberOfSharesOutstandingBasic,2590000.000,2590000.000,2590000.000,-5180000.000,2590000.000,2606667.000,2640000.000,-5205000.000,2650000.000,2653333.000,2710000.000
