,2011-09-30,2011-12-31,2012-03-31
AccountsPayableCurrent,12822.000,86991.000,119128.000
AccountsReceivableNetCurrent,164655.000,375140.000,395664.000
AccruedLiabilitiesCurrent,79398.000,37557.000,39266.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,2618182.000,2693557.000,2704024.000
AdditionalPaidInCapitalCommonStock,6769227.000,6781827.000,6781827.000
Assets,11246991.000,11404966.000,4450923.000
AssetsCurrent,7718520.000,7970346.000,1093011.000
CashAndCashEquivalentsAtCarryingValue,12253.000,7874.000,432630.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,20290000.000,20290000.000,20290000.000
CommonStockSharesOutstanding,20290000.000,20290000.000,20290000.000
CommonStockValue,20290.000,20290.000,20290.000
DeferredCostsCurrent,947351.000,953749.000,
DeferredTaxAssetsNetCurrent,336982.000,334046.000,242098.000
DueToRelatedPartiesNoncurrent,355975.000,,
IntangibleAssetsNetExcludingGoodwill,2285919.000,2229571.000,2169327.000
Liabilities,448195.000,577403.000,642869.000
LiabilitiesAndStockholdersEquity,11246991.000,11404966.000,4450923.000
LiabilitiesCurrent,448195.000,577403.000,642869.000
LoansPayable,,452855.000,484475.000
OtherReceivablesNetCurrent,2588.000,2605.000,2619.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000
PrepaidExpenseCurrent,,,20000.000
PropertyPlantAndEquipmentNet,1242552.000,1205049.000,1188585.000
RetainedEarningsAccumulatedDeficit,234621.000,175413.000,-6854563.000
RetainedEarningsAppropriated,1156476.000,1156476.000,1156476.000
ShortTermInvestments,6254691.000,6296932.000,
StockholdersEquity,10798796.000,10827563.000,3808054.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,10798796.000,10827563.000,3808054.000
