,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AmortizationOfIntangibleAssets,,,,,,,,,5044.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,-4040.000,,,,-282818.000,,
DebtConversionOriginalDebtAmount1,,,,,,,,,0.000,,
DeferredFederalIncomeTaxExpenseBenefit,,,,,513.000,,,,,,
Depreciation,,,,,,,,,108.000,,
DepreciationDepletionAndAmortization,,,,,,,,,5152.000,5152.000,5152.000
DistributionAndServicingFees,1652.000,3348.000,,,,,,,,,
EarningsPerShareBasicAndDiluted,,,-0.010,,-0.000,0.000,0.000,-0.010,-0.010,0.000,0.000
EffectiveIncomeTaxRateContinuingOperations,,,,,0.150,0.150,,,,,
ExtinguishmentOfDebtAmount,,,,,,-188.000,,,,,
ExtraordinaryItemGainOrLossNetOfTaxAttributableToReportingEntity,,,,,,,0.000,,,,
ExtraordinaryItemNetOfTax,,,-13000.000,,,,,,,,
FairValueAssumptionsExpectedDividendRate,,,,,,,,,0.000,,
FairValueAssumptionsExpectedVolatilityRate,,,,,,,,,1.140,,
FairValueAssumptionsRiskFreeInterestRate,,,,,,,,,0.003,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisInstrumentsClassifiedInShareholdersEquityIssues,,,,,,,,,656518.000,,
FranchiseRevenue,400.000,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,0.000,,,,
GeneralAndAdministrativeExpense,4368.000,26377.000,2832.000,5268.000,3417.000,5285.000,,,,,
IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciple,,,-2832.000,,-3417.000,-5285.000,-12636.000,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-2832.000,,-3417.000,-5285.000,-12636.000,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.000,-0.020,,,,,,,,,
IncomeTaxExpenseBenefit,,,,,,,0.000,,,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,,-1277.000,,,,,
IncomeTaxesPaid,,,,,,,,,0.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-7085.000,,,,-623.000,,,,36976.000,,
IncreaseDecreaseInPrepaidExpense,,,,,,,,,-45000.000,,
InterestExpense,,,,,,,41.000,,,0.000,0.000
InterestIncomeExpenseNet,,,,,,,,,0.000,,
InterestPaid,,,,,,,,,0.000,,
LegalFees,,,,,,,,,59887.000,1788.000,0.000
NetCashProvidedByUsedInFinancingActivities,,,,,,,,,0.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,,,,0.000,,
NetCashProvidedByUsedInInvestingActivities,,,,,,,,,0.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,,,0.000,,
NetCashProvidedByUsedInOperatingActivities,-11453.000,,,,-4040.000,,,,-282818.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-11453.000,,,,-4040.000,,,,-282818.000,,
NetIncomeLoss,,,-15832.000,,-3417.000,-5097.000,-12636.000,-884770.000,-399946.000,92368.000,-21701.000
NoninterestExpenseDistributionAndServicingFees,,,495.000,,962.000,940.000,0.000,,,,
NonoperatingIncomeExpense,,,,,,,,,0.000,661867.000,226904.000
OperatingExpenses,,,,,,,,,399946.000,569499.000,248605.000
OperatingIncomeLoss,-4368.000,-26377.000,,,,,-12595.000,,-399946.000,-569499.000,-248605.000
OtherCostOfOperatingRevenue,316.000,394.000,,,,,,,,,
OtherGeneralAndAdministrativeExpense,,,137.000,,66.000,45.000,45.000,,,,
OtherNoncashExpense,,,,,,,,,0.000,,
OtherNonoperatingIncomeExpense,,,,,,,,,0.000,,
OtherSignificantNoncashTransactionValueOfConsiderationGiven1,,,,,,,,,0.000,,
PaymentsToAcquireIntangibleAssets,,,,,,,,,0.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,,,,,,,,0.000,,
ProceedsFromContributedCapital,,,,,,,,,0.000,,
ProceedsFromIssuanceOfCommonStock,,,,,,,,,0.000,,
ProceedsFromIssuanceOrSaleOfEquity,,,,,,,,,0.000,,
ProceedsFromRelatedPartyDebt,,,,,,,,,0.000,,
ProfessionalFees,2000.000,22635.000,2200.000,4900.000,2389.000,4300.000,12550.000,411237.000,167750.000,314387.000,81566.000
ResearchAndDevelopmentExpense,,,,,,,,,115250.000,179075.000,155346.000
Revenues,,,,,,,0.000,,0.000,0.000,0.000
SalesRevenueNet,,,,,,,0.000,,0.000,0.000,0.000
SellingGeneralAndAdministrativeExpense,,,,,,,12595.000,,51907.000,69097.000,6541.000
ShareBasedCompensation,,,,,,,,,30000.000,197602.000,54001.000
StockIssuedDuringPeriodValueIssuedForServices,,,,,,,,,40000.000,,
StockIssuedDuringPeriodValueOther,,,,,,,,,0.000,,
TaxesExcludingIncomeAndExciseTaxes,,,,,,,0.000,,,,
UnrealizedGainLossOnDerivatives,,,,,,,,,,661867.000,226904.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,,,-513.000,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,84000000.000,,77054511.000,80258214.000,81747177.000
WeightedAverageNumberOfSharesOutstandingBasic,1000000.000,1114286.000,1200000.000,-2185324.000,1200000.000,84000000.000,,,,,
