,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndOtherReceivablesNetCurrent,,,,,,,,,,,,,,,,,,,844700000.000,,1088100000.000,914900000.000,871500000.000,,1191400000.000
AccountsPayableCurrent,269100000.000,309800000.000,274600000.000,325700000.000,239300000.000,267500000.000,277700000.000,368400000.000,257100000.000,276400000.000,296900000.000,342600000.000,435000000.000,288500000.000,315000000.000,363300000.000,291900000.000,777100000.000,777600000.000,815400000.000,584400000.000,620500000.000,663500000.000,861500000.000,582300000.000
AccountsReceivableNetCurrent,425200000.000,344900000.000,314000000.000,349400000.000,386900000.000,297300000.000,298600000.000,285300000.000,389000000.000,327300000.000,299000000.000,406000000.000,605800000.000,404900000.000,339000000.000,352100000.000,437300000.000,667500000.000,,1028600000.000,,,,1241700000.000,
AccruedEnvironmentalLossContingenciesNoncurrent,,,,,,,,,,,,,,,,,,,611500000.000,628200000.000,617600000.000,617900000.000,608300000.000,633600000.000,630700000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,3639100000.000,3687000000.000,3741100000.000,3797800000.000,3855500000.000,3915700000.000,3972400000.000,4036000000.000,4098400000.000,4140300000.000,4202000000.000,4257100000.000,4323800000.000,4384400000.000,4449200000.000,4485100000.000,4560800000.000,7857400000.000,7930600000.000,7919100000.000,8005900000.000,8049100000.000,8141500000.000,8214600000.000,8312800000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,,,,,,,11200000.000,4600000.000,4300000.000,4400000.000,3700000.000,2900000.000,2700000.000
AdditionalPaidInCapital,,,,,,,,,,,,,,,,,,,4350600000.000,,4321100000.000,4310900000.000,4308800000.000,,4297700000.000
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,,,,,,,4347200000.000,,,,4309800000.000,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,61700000.000,,,,58000000.000,,,,61000000.000,,,,74500000.000,,,128700000.000,113300000.000,114300000.000,109400000.000,109300000.000,108000000.000,123100000.000
AmountOfRestrictedNetAssetsForConsolidatedAndUnconsolidatedSubsidiaries,,,,,,,,,,,,,,,,,,,,6200000000.000,,,,6300000000.000,
AssetRetirementObligation,,,,55500000.000,,,,44300000.000,,,,42300000.000,,,,43600000.000,,,,571200000.000,,,,557700000.000,
Assets,13188600000.000,13076300000.000,13249500000.000,13862100000.000,13821300000.000,13887600000.000,13834700000.000,14285000000.000,14295300000.000,14317000000.000,14372800000.000,14769400000.000,14800800000.000,14619800000.000,14724900000.000,15163400000.000,15135600000.000,28614500000.000,28769600000.000,29355200000.000,29104600000.000,29175300000.000,29443500000.000,30123200000.000,30016600000.000
AssetsCurrent,1459800000.000,1171900000.000,1132400000.000,1426200000.000,1279800000.000,1236900000.000,1084800000.000,1313900000.000,1313800000.000,1271100000.000,1238200000.000,1551100000.000,1545000000.000,1285500000.000,1274500000.000,1535400000.000,1326400000.000,2276800000.000,2181900000.000,2206800000.000,1896400000.000,1765900000.000,1817700000.000,2168700000.000,1855300000.000
AssetsHeldForSaleLongLived,,,,0.000,,,,0.000,,,,0.000,,,,,,,,,,,,,
AssetsHeldForSaleNotPartOfDisposalGroup,,,,,,,,,,,,,,,,,,,140200000.000,,0.000,0.000,0.000,,
AssetsHeldForSaleNotPartOfDisposalGroupCurrent,,,,,,,,,,,,,,,,,,,,96800000.000,,,,0.000,
AssetsNeededForImmediateSettlementAggregateFairValue,,,,,,,,,,,,,,,,,,,19600000.000,18000000.000,20400000.000,1300000.000,200000.000,,
AssetsNoncurrent,,,,,,,,,,,,,,,,,,,,,,,,27954500000.000,28161300000.000
CapitalLeaseObligations,,,,132400000.000,,,,120000000.000,,,,104300000.000,,,,84500000.000,,,,59900000.000,,,,29600000.000,
CapitalLeaseObligationsCurrent,,,,12400000.000,,,,15800000.000,,,,19800000.000,,,,24600000.000,,,,30300000.000,,,,2700000.000,
CapitalLeaseObligationsNoncurrent,,,,120000000.000,,,,104200000.000,,,,84500000.000,,,,59900000.000,,,,29600000.000,,,,26900000.000,
CapitalLeasedAssetsGross,,,,140300000.000,,,,140300000.000,,,,140300000.000,,,,140300000.000,,,,140300000.000,,,,140300000.000,
CapitalLeasesBalanceSheetAssetsByMajorClassNet,63400000.000,62000000.000,60600000.000,59200000.000,57700000.000,56300000.000,54900000.000,53500000.000,52100000.000,50700000.000,49200000.000,47800000.000,46400000.000,45000000.000,43600000.000,42000000.000,40700000.000,39300000.000,37900000.000,36400000.000,35000000.000,33600000.000,32200000.000,30800000.000,
CapitalLeasesFutureMinimumPaymentsDue,,,,295200000.000,,,,256300000.000,,,,215900000.000,,,,174000000.000,,,,130500000.000,,,,85300000.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,38900000.000,,,,40400000.000,,,,41900000.000,,,,43500000.000,,,,45100000.000,,,,13900000.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,45100000.000,,,,13900000.000,,,,14700000.000,,,,15500000.000,,,,16400000.000,,,,17200000.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,43500000.000,,,,45100000.000,,,,13900000.000,,,,14700000.000,,,,15500000.000,,,,16400000.000,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,41900000.000,,,,43500000.000,,,,45100000.000,,,,13900000.000,,,,14700000.000,,,,15500000.000,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,40400000.000,,,,41900000.000,,,,43500000.000,,,,45100000.000,,,,13900000.000,,,,14700000.000,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,85400000.000,,,,71500000.000,,,,56800000.000,,,,41300000.000,,,,24900000.000,,,,7600000.000,
CapitalLeasesFutureMinimumPaymentsExecutoryCosts,,,,74900000.000,,,,68400000.000,,,,61700000.000,,,,54700000.000,,,,47400000.000,,,,39900000.000,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,87900000.000,,,,67900000.000,,,,49900000.000,,,,34800000.000,,,,23200000.000,,,,15800000.000,
CapitalLeasesFutureMinimumPaymentsNetMinimumPayments,,,,220300000.000,,,,,,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,132400000.000,,,,120000000.000,,,,104300000.000,,,,84500000.000,,,,59900000.000,,,,29600000.000,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,81100000.000,,,,86800000.000,,,,92500000.000,,,,98300000.000,,,,103900000.000,,,,109500000.000,
CapitalizationLongtermDebtAndEquity,,,,8608000000.000,,,,8619300000.000,,8609000000.000,8599400000.000,8626600000.000,8701200000.000,8985000000.000,8998300000.000,8636500000.000,8710200000.000,17085800000.000,17438400000.000,17809300000.000,17804500000.000,17766000000.000,18010000000.000,18118400000.000,
CashAndCashEquivalentsAtCarryingValue,236000000.000,10600000.000,15100000.000,14100000.000,18100000.000,13100000.000,13000000.000,35600000.000,24700000.000,21000000.000,18500000.000,26000000.000,27600000.000,33400000.000,88700000.000,61900000.000,65200000.000,214400000.000,22200000.000,49800000.000,34700000.000,32100000.000,25000000.000,37500000.000,45700000.000
CollateralAlreadyPostedAggregateFairValue,1500000.000,5900000.000,12800000.000,11900000.000,16100000.000,7900000.000,400000.000,2900000.000,200000.000,3000000.000,2600000.000,0.000,0.000,200000.000,1800000.000,11200000.000,9400000.000,26300000.000,,42300000.000,,,,16400000.000,
CommercialPaper,281500000.000,542400000.000,496700000.000,669900000.000,557300000.000,559500000.000,453200000.000,394600000.000,316700000.000,335900000.000,361800000.000,537400000.000,422200000.000,410100000.000,475800000.000,617600000.000,563000000.000,826300000.000,661500000.000,1095000000.000,896400000.000,927800000.000,789400000.000,860200000.000,670400000.000
CommonStockParOrStatedValuePerShare,,,,,,,,,,,,,,,,,,,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,,,,325000000.000,,,,325000000.000,,,,325000000.000,,,,325000000.000,,,325000000.000,325000000.000,325000000.000,325000000.000,325000000.000,325000000.000,325000000.000
CommonStockSharesOutstanding,,,,230486804.000,,,,229039456.000,,,,225962959.000,,,,225517339.000,,,315684451.000,315683496.000,315647207.000,315619968.000,315617299.000,315614941.000,315579222.000
CommonStockValue,3904700000.000,3947600000.000,3940700000.000,3963300000.000,4051500000.000,4081100000.000,4147200000.000,4135100000.000,4203600000.000,4195400000.000,4198100000.000,4233000000.000,4322000000.000,4367100000.000,4398300000.000,4419700000.000,4510600000.000,8456700000.000,3200000.000,3200000.000,3200000.000,3200000.000,3200000.000,3200000.000,3200000.000
ConstructionInProgressGross,871700000.000,1032900000.000,1200000000.000,921300000.000,547300000.000,604700000.000,269400000.000,315900000.000,337100000.000,369200000.000,427400000.000,149600000.000,175400000.000,183900000.000,209600000.000,191800000.000,255800000.000,899600000.000,936400000.000,822900000.000,706600000.000,723700000.000,756200000.000,,
