,2011-09-30,2011-12-31,2012-03-31,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,504228.000,695809.000,595976.000,861698.000,897279.000,1065266.000,1014469.000,1009018.000,839524.000,977124.000,786091.000,836136.000,850267.000,944889.000,792891.000,941106.000,1068824.000,1114495.000,1165255.000,1318737.000,1499584.000
AccountsReceivableGrossCurrent,,,,,,,,60000.000,,,,0.000,,,,7061.000,,,,950.000,
AccountsReceivableNetCurrent,,26735.000,26735.000,0.000,,120000.000,30000.000,60000.000,0.000,0.000,0.000,0.000,,,,7061.000,,950.000,950.000,950.000,
AccruedLiabilitiesCurrent,43131.000,145356.000,115068.000,183855.000,214677.000,374909.000,466242.000,431045.000,596479.000,627457.000,695345.000,673012.000,709563.000,850611.000,1112466.000,1411333.000,1520552.000,1674716.000,1968516.000,2278042.000,2458162.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,456800.000,,,,475327.000,,,,478676.000,,,,478992.000,
AdditionalPaidInCapital,30792798.000,30922930.000,31022508.000,35491603.000,35770894.000,36178957.000,36524648.000,37126602.000,37547704.000,38290933.000,38625792.000,39509115.000,39733324.000,39791443.000,39939048.000,38166818.000,36102610.000,36111807.000,35735456.000,34582771.000,29792890.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,0.000,,,,0.000,,,,,,,,,
Assets,4680713.000,3346796.000,4785739.000,2413327.000,2606475.000,2187785.000,2244205.000,2330366.000,2124272.000,2472810.000,2066685.000,2210521.000,1971439.000,1888042.000,1992914.000,1946961.000,1687964.000,1656771.000,1693744.000,1386367.000,1407732.000
AssetsCurrent,2021514.000,669789.000,2193468.000,648948.000,901899.000,542945.000,657534.000,801109.000,643302.000,1034977.000,671989.000,858962.000,661323.000,619370.000,645684.000,611173.000,392729.000,401773.000,478983.000,361843.000,423045.000
Cash,,,,,,,,,,,43641.000,223529.000,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,1379288.000,250723.000,1004933.000,90192.000,237162.000,5394.000,238485.000,236597.000,96320.000,443788.000,,223529.000,69955.000,42235.000,55061.000,127493.000,1785.000,27860.000,1927.000,3550.000,100001.000
ClassOfWarrantOrRightOutstanding,,,,59066992.000,,,,,,,,,,,,,,,,,
CommitmentsAndContingencies,,,,,,,,,,,,,0.000,,,,,,,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,175000000.000,175000000.000,175000000.000,275000000.000,275000000.000,,321415000.000,321415000.000,321415000.000,321415000.000,746415000.000,746915000.000,746915000.000,746915000.000,746915000.000,746915000.000,746915000.000,746915000.000,1246912000.000,1996000000.000,1996000000.000
CommonStockSharesIssued,108041084.000,108041084.000,108041084.000,152229665.000,157654565.000,,162295047.000,166712054.000,167953254.000,168643254.000,173701088.000,194355277.000,196834654.000,198039192.000,198039192.000,431247207.000,667513791.000,673176881.000,736525000.000,883671222.000,1413320059.000
CommonStockSharesOutstanding,108041084.000,108041084.000,108041084.000,152229665.000,157654565.000,,162295047.000,166712054.000,167953254.000,168643254.000,173701088.000,194355277.000,196834654.000,198039192.000,198039192.000,431247207.000,667513791.000,673176881.000,736525000.000,883671222.000,1413320059.000
CommonStockValue,1080411.000,1080411.000,1080411.000,1522297.000,1576546.000,1617950.000,1622950.000,1667120.000,1679532.000,1686432.000,1737011.000,1943553.000,1968347.000,1980392.000,1980392.000,4312472.000,6675138.000,6731769.000,7365250.000,8836712.000,14133200.000
ConvertibleDebt,,,,,,1129473.000,1129473.000,1129473.000,2951629.000,2951629.000,2951629.000,2951629.000,4496602.000,4496602.000,4496602.000,4496602.000,6174760.000,6174760.000,6174760.000,6174760.000,6415305.000
ConvertibleDebtCurrent,,,390365.000,608622.000,971653.000,1477028.000,2076070.000,2307111.000,2854080.000,3500134.000,3946854.000,3920100.000,4447674.000,4705738.000,5441346.000,5825031.000,6107633.000,6193715.000,6241726.000,6211861.000,6131274.000
ConvertibleDebtNoncurrent,,,,,,1798943.000,2335785.000,2951629.000,3481426.000,4502742.000,4643678.000,4496602.000,4835182.000,5240464.000,5995519.000,6174760.000,6431595.000,6469587.000,6429796.000,6415305.000,6457122.000
ConvertibleNotesPayableCurrent,,,,,,,,,,,,,,,,,,500000.000,850000.000,,
DebtDefaultLongtermDebtAmount,,,,,,566319.000,1588733.000,1324212.000,1334738.000,1334738.000,1624211.000,1862160.000,2292760.000,3282497.000,3660275.000,4313199.000,4750976.000,4882276.000,5473032.000,5991570.000,5998875.000
DebtInstrumentCarryingAmount,,,,,,862000.000,1372000.000,2122000.000,511376.000,1506376.000,1856376.000,2506376.000,410000.000,820750.000,1520250.000,1970250.000,300000.000,300000.000,300000.000,320000.000,60000.000
DebtInstrumentConvertibleConversionPrice1,,,,0.099,,,,,,,,,,,,,,,,,
DebtInstrumentFaceAmount,,,,1003158.000,854737.000,45369.000,72211.000,111685.000,18421.000,44737.000,72515.000,128071.000,27778.000,53889.000,109444.000,145263.000,,,,,
DebtInstrumentInterestRateStatedPercentage,,,,,,,,,,,,,,,,,,0.100,0.100,0.200,0.100
DebtInstrumentUnamortizedDiscount,,,,,,,259715.000,644518.000,627346.000,1002608.000,696824.000,576502.000,387508.000,534726.000,554173.000,349729.000,323962.000,275872.000,188070.000,203444.000,325848.000
DeferredFinanceCostsCurrentNet,,,690487.000,165649.000,284050.000,125152.000,45076.000,82227.000,96836.000,139386.000,109849.000,107636.000,78609.000,84315.000,98456.000,80427.000,,,,,
DeferredIncomeTaxLiabilities,,,,-668736.000,,,,,,,,,,,,,,,,,
DeferredTaxAssetsDerivativeInstruments,,,,783315.000,,,,878000.000,,,,1550000.000,,,,1843000.000,,,,2460000.000,
DeferredTaxAssetsGross,,,,15448302.000,,,,,,,,,,,,,,,,,
DeferredTaxAssetsInProcessResearchAndDevelopment,,,,549326.000,,,,538000.000,,,,607000.000,,,,663000.000,,,,711000.000,
DeferredTaxAssetsInventory,,,,,,,,0.000,,,,0.000,,,,,,,,78000.000,
DeferredTaxAssetsLiabilitiesNet,,,,0.000,,,,0.000,,,,0.000,,,,,,,,,
DeferredTaxAssetsNet,,,,668736.000,,,,,,,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,13123326.000,,,,12181000.000,,,,12686000.000,,,,13766000.000,,,,14730000.000,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,,564000.000,,,,-766000.000,,,,,,,,,
