,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AmortizationOfAboveAndBelowMarketLeases,,,128000.000,,,,61000.000,,,,-3000.000
AmortizationOfFinancingCosts,136879.000,159670.000,169000.000,185000.000,196000.000,196000.000,221000.000,250000.000,200000.000,286000.000,323000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,3251904.000,3251904.000,,,,,,,,,
AssetManagementCosts,186162.000,225719.000,,,,,,,,,
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,,,1373000.000,,,,-4828000.000,,,,
BusinessAcquisitionsProFormaRevenue,,,11407000.000,,,,16274000.000,,,,
BusinessCombinationAcquisitionRelatedCosts,343803.000,401200.000,209000.000,882000.000,1802000.000,66000.000,,87000.000,252000.000,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,,,,,-2400000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-10877000.000,,,,60000.000,,,,36929000.000
CommonStockDividendsPerShareDeclared,0.180,0.235,0.235,0.235,0.235,0.235,0.235,0.235,0.235,0.235,0.235
DepreciationAndAmortization,3415807.000,4057809.000,4406000.000,4494000.000,5888000.000,6836000.000,6551000.000,6520000.000,7763000.000,9344000.000,10498000.000
DirectCostsOfLeasedAndRentedPropertyOrEquipment,2267612.000,2782296.000,4116000.000,4127000.000,5521000.000,6656000.000,6157000.000,6236000.000,7385000.000,8527000.000,9612000.000
DividendsCommonStock,,,3571000.000,,,,5701000.000,,,,8462000.000
DividendsPreferredStock,,,,,,,,,,,2340000.000
DividendsPreferredStockCash,,,,,,,,,,,1800000.000
EarningsPerShareBasic,,,,,,,,0.560,-0.080,,
EarningsPerShareBasicAndDiluted,-0.240,-0.220,-0.060,-0.150,-0.200,-0.120,-0.560,,,,-0.110
EarningsPerShareDiluted,,,,,,,,0.480,-0.080,,
FairValueInputsDiscountRate,,,0.080,,,,0.080,,,,
FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnobservableInputUnrealizedGainsIncludedInEarnings,,,100000.000,,,,100000.000,,,,
FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnobservableInputUnrealizedLossesIncludedInEarnings,,,100000.000,,,,100000.000,,,,
GainsLossesOnExtinguishmentOfDebt,-1654826.000,,,,,,,,,,
GainsLossesOnSalesOfInvestmentRealEstate,,,,,,,,15934000.000,,,
GeneralAndAdministrativeExpense,364303.000,407075.000,408000.000,495000.000,411000.000,507000.000,699000.000,929000.000,1122000.000,3679000.000,2193000.000
IncomeLossAttributableToNoncontrollingInterest,-69044.000,87296.000,121000.000,134000.000,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-210000.000,,,,4437000.000,,,,-1528000.000
IncreaseDecreaseInAccountsReceivable,,,1188000.000,,,,278000.000,,,,2169000.000
IncreaseDecreaseInDeferredLeasingFees,,,568000.000,,,,159000.000,,,,474000.000
IncreaseDecreaseInDeferredRevenue,,,-686000.000,,,,-569000.000,,,,-1468000.000
IncreaseDecreaseInPrepaidExpensesOther,,,-510000.000,,,,17000.000,,,,-988000.000
IncreaseDecreaseInRestrictedCash,,,-1866000.000,,,,-407000.000,,,,6622000.000
InterestExpense,1785288.000,1866999.000,2178000.000,2288000.000,2994000.000,3893000.000,3961000.000,3389000.000,3521000.000,3890000.000,4395000.000
InterestExpenseLesseeAssetsUnderCapitalLease,,,2009000.000,2103000.000,2798000.000,3697000.000,3740000.000,3139000.000,3321000.000,3604000.000,4072000.000
InterestIncomeExpenseNet,-3576993.000,-2026669.000,,,,,,,,,
InterestPaid,,,2097000.000,,,,3732000.000,,,,4114000.000
