,2012-06-30,2012-09-30,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2017-03-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentPeriodIncreaseDecrease,,,,,,,,,,,,,0.000,,
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,,,128693.000
AmortizationOfDebtDiscountPremium,,,,,,,,,18887.000,,,,0.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,,,,,24379305.000
AssetImpairmentCharges,,,,,,,,,,,2261144.000,,0.000,,
CashPeriodIncreaseDecrease,,,,,44197.000,,,,5446.000,,,,-5219.000,,
ConversionOfStockAmountConverted1,,,,,,,,,,,,,,,229170.000
CostOfGoodsSold,,,4619.000,,,,,,,,,,,,
CostOfRevenue,,,,18231.000,0.000,,,,24685.000,1943.000,18447.000,4694.000,0.000,0.000,
CostsAndExpenses,4605.000,12712.000,,,,,,,,,,,,,
DebtConversionConvertedInstrumentAmount1,,,,,,,,,33400.000,,,,0.000,,
DebtConversionOriginalDebtAmount1,,,,,,,,,33400.000,,,,33400.000,,
DebtInstrumentDecreaseForgiveness,65139.000,0.000,,,,,,,,,,,,,
Depreciation,,,,,0.000,10300.000,15450.000,-5150.000,5150.000,,,,5150.000,,
DepreciationAndAmortization,0.000,0.000,,,,,,,,,,,,,
DerivativeGainLossOnDerivativeNet,,,,,,,,,,,,,0.000,,
DerivativeGainOnDerivative,,,,,,,,,58002.000,1115.000,0.000,0.000,0.000,0.000,
DerivativeLossOnDerivative,,,,,,,,,-67017.000,,,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,139050.000,,,,,,,,,,
EarningsPerShareBasic,0.000,0.000,-0.000,-0.000,-0.000,-0.000,-0.160,-6.320,-0.000,-0.000,-0.110,-0.050,,-0.000,
EarningsPerShareDiluted,,,,,-0.000,-0.000,-0.050,-0.030,-0.000,-0.000,-0.100,-0.050,,-0.000,
EffectiveIncomeTaxRateContinuingOperations,,,,,0.350,,,,0.350,,,,0.350,,
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInEarnings,,,,,,,,,,,,,0.000,,
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationPeriodIncreaseDecrease,,,,,,,,,125019.000,,,,0.000,,
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationTransfersNet,,,,,,,,,0.000,,,,0.000,,
FairValueOfAssetsAcquired,,,,,,,,,0.000,,,,,,
GainLossOnDispositionOfAssets1,,,,,,,,,,,,,0.000,,
GainLossOnSaleOfInvestments,,,,,0.000,0.000,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,0.000,,,,,,,65602.000,,,,
GeneralAndAdministrativeExpense,43063.000,35353.000,16078.000,67901.000,,,,,,,,,,,
GrossProfit,3216.000,434.000,7677.000,4605.000,0.000,,,,1457.000,12218.000,654.000,-4694.000,0.000,0.000,
IncomeLossFromContinuingOperations,22978.000,-36220.000,,,-16540.000,-37226.000,-187138.000,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,-70105.000,-16540.000,-37226.000,-187138.000,-7119331.000,-58080.000,-62424.000,-2397392.000,-1029698.000,-44725.000,-48583.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-39847.000,-34919.000,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,-0.000,-0.160,,,,,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,,-0.050,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,0.000,0.000,,,,,,,,
IncomeTaxExpenseBenefit,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
IncomeTaxesPaid,,,,,0.000,,,,0.000,,,,0.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,80031.000,,,,-30552.000,,,,2356.000,,
IncreaseDecreaseInAccountsReceivable,,,,,,,,,-624.000,,,,0.000,,
IncreaseDecreaseInDerivativeLiabilities,,,,,,,,,58002.000,,,,,,580700.000
