,2011-06-25,2012-06-30,2013-06-29,2014-06-28,2015-06-27,2016-06-25
AdjustmentForAmortization,,,,7399000.000,87600000.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,33925000.000,34161000.000,32210000.000,32861000.000,44100000.000,56800000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,1690000.000,-173000.000,2651000.000,20602000.000,4800000.000,11200000.000
AllocatedShareBasedCompensationExpense,,34161000.000,32210000.000,32861000.000,44100000.000,56800000.000
AmortizationOfFinancingCosts,,,,,800000.000,1000000.000
AmortizationOfIntangibleAssets,,,1025000.000,1047000.000,14200000.000,73000000.000
AssetImpairmentCharges,,1269000.000,300000.000,,1000000.000,3000000.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,59000.000,,,,,
BusinessCombinationAcquisitionRelatedCosts,,200000.000,100000.000,2000000.000,,
BusinessCombinationConsiderationTransferredOther1,,,,104000000.000,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,69861000.000,-18800000.000,-500000.000
BusinessCombinationProvisionalInformationInitialAccountingIncompleteAdjustmentIntangibles,,,,,-9700000.000,
CapitalExpendituresIncurredButNotYetPaid,,,,3277000.000,8200000.000,3100000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,37295000.000,57852000.000,50298000.000,91902000.000,-47300000.000,-47700000.000
ComprehensiveIncomeNetOfTax,64801000.000,53622000.000,103737000.000,48447000.000,109700000.000,67700000.000
CostOfGoodsAndServicesSold,352468000.000,292661000.000,337784000.000,511459000.000,1124300000.000,1085400000.000
CurrentFederalTaxExpenseBenefit,2573000.000,5524000.000,-9232000.000,-3370000.000,12000000.000,12100000.000
CurrentForeignTaxExpenseBenefit,10616000.000,9587000.000,10521000.000,12334000.000,63000000.000,12400000.000
CurrentIncomeTaxExpenseBenefit,13341000.000,15147000.000,1293000.000,8971000.000,75000000.000,24500000.000
CurrentStateAndLocalTaxExpenseBenefit,152000.000,36000.000,4000.000,7000.000,,
DebtInstrumentBasisSpreadOnVariableRate1,,,,0.015,,
DebtInstrumentConvertibleInterestExpense,17000.000,17000.000,,,,
DebtIssuanceCosts,,,,,5000000.000,
