,2011-10-31,2012-01-31,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31
AccretionExpense,,,,,,,,,,,822000.000,913000.000,1271000.000
AccretionExpenseIncludingAssetRetirementObligations,,,284000.000,,,,297000.000,,,,,,
AdjustmentsToAdditionalPaidInCapitalIncreaseInCarryingAmountOfRedeemablePreferredStock,,,2510000.000,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,1990000.000,2538000.000,2549000.000,1714000.000,1556000.000,1469000.000,1343000.000,-70000.000,1645000.000,7414000.000,703000.000
AmortizationOfFinancingCosts,,,,,,,280000.000,,,,362000.000,,
AssetImpairmentCharges,,,,,,,,,,,,113734000.000,117037000.000
AssetRetirementObligationAccretionExpense,,268028.000,284000.000,285000.000,284000.000,47000.000,297000.000,301000.000,305000.000,336000.000,346000.000,351000.000,370000.000
AssetRetirementObligationLiabilitiesIncurred,,,,,,,5000.000,,,,0.000,,
AssetRetirementObligationLiabilitiesSettled,,,,,,,,,,,-5000.000,,
AssetRetirementObligationRevisionOfEstimate,,,,,,,,,,,159000.000,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,-12991000.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-2079000.000,,,,574000.000,,,,-2030000.000,,
ChangeInUnrealizedGainLossOnFairValueHedgingInstruments,,,-4880000.000,1082000.000,859000.000,-2296000.000,,,,,,,
ChangeInUnrealizedGainLossOnFairValueHedgingInstruments1,,,,,,,-2519000.000,,,,,,
CostOfNaturalGasPurchases,,,,,,,,,,,972000.000,1284000.000,316000.000
DebtIssuanceCosts,,,,,,,4386000.000,,,,,,
DeferredIncomeTaxExpenseBenefit,,,1121000.000,,,,-4619000.000,,,,-7349000.000,,
Depletion,,,2824000.000,,,,4537000.000,,,,15984000.000,,
DepreciationAndAmortization,4317869.000,2826065.000,,3062000.000,3341000.000,,5692000.000,9018000.000,7642000.000,11176000.000,16978000.000,20082000.000,19541000.000
DepreciationDepletionAndAmortization,,,3125000.000,,,,5692000.000,,,,16978000.000,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,,,,,,-4190000.000,1677000.000,,-6903000.000,23089000.000,39330000.000
DividendsPreferredStockCash,,,,,,,2036000.000,,,,,,
EarningsPerShareBasic,-0.110,-0.160,0.000,-0.150,-0.140,-0.310,-0.220,-0.190,-0.150,-0.380,-0.340,-3.710,-3.390
EarningsPerShareDiluted,-0.110,-0.160,0.000,-0.150,-0.140,-0.310,-0.220,-0.190,-0.150,-0.380,-0.340,-3.710,-3.390
