,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,1985000.000,,
AllocatedShareBasedCompensationExpense,,,,0.000,0.000
AmortizationOfIntangibleAssets,,,,129000.000,122000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,4170000.000,,
ComprehensiveIncomeNetOfTax,,,4312000.000,4206000.000,4372000.000
CostOfGoodsSold,12178000.000,11585000.000,11762000.000,12453000.000,12097000.000
DepreciationDepletionAndAmortization,,,1007000.000,,
EarningsPerShareBasic,0.500,0.510,0.540,0.560,0.540
EarningsPerShareDiluted,0.500,0.510,0.540,0.560,0.540
EffectOfExchangeRateOnCashAndCashEquivalents,,,18000.000,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,4000.000,65000.000,28000.000
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,4000.000,,
ForeignCurrencyTransactionGainLossBeforeTax,,,,13000.000,-19000.000
GainLossOnSaleOfEquityInvestments,,,486000.000,,
GrossProfit,15148000.000,14612000.000,14992000.000,15601000.000,15026000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,6183000.000,6304000.000,6513000.000,6751000.000,6579000.000
IncomeTaxExpenseBenefit,2146000.000,2204000.000,2290000.000,2374000.000,2282000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,859000.000,,
IncreaseDecreaseInAccountsReceivable,,,-72000.000,,
IncreaseDecreaseInInventories,,,-253000.000,,
IncreaseDecreaseInOtherOperatingAssets,,,169000.000,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,4000.000,9000.000
InterestAndOtherIncome,,,,2000.000,4000.000
InterestExpense,,,,60000.000,63000.000
InterestIncomeExpenseNet,-54000.000,-49000.000,-55000.000,-58000.000,-59000.000
InvestmentIncomeDividend,,,,208000.000,
NetCashProvidedByUsedInFinancingActivities,,,-2491000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-2491000.000,,
NetCashProvidedByUsedInInvestingActivities,,,435000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,435000.000,,
NetCashProvidedByUsedInOperatingActivities,,,6208000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,6208000.000,,
NetIncomeLoss,4037000.000,4100000.000,4223000.000,4377000.000,4297000.000
OperatingIncomeLoss,6203000.000,6253000.000,6074000.000,6561000.000,6631000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,,89000.000,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,,-171000.000,75000.000
OtherNonoperatingIncomeExpense,34000.000,100000.000,494000.000,248000.000,7000.000
PaymentsForRepurchaseOfCommonStock,,,2774000.000,,
PaymentsOfDividends,,,317000.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,,365000.000,,
ProceedsFromIssuanceOfLongTermDebt,,,450000.000,,
ProceedsFromSaleOfEquityMethodInvestments,,,800000.000,,
ProceedsFromStockOptionsExercised,,,1246000.000,824000.000,1182000.000
RepaymentsOfLongTermDebt,,,1100000.000,,
Revenues,27326000.000,26197000.000,26754000.000,28054000.000,27123000.000
SalesRevenueNet,27326000.000,26197000.000,26754000.000,28054000.000,27123000.000
SellingGeneralAndAdministrativeExpense,8945000.000,8359000.000,8918000.000,9040000.000,8395000.000
ShareBasedCompensation,,,453000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,,,,183000.000,392000.000
WeightedAverageNumberOfDilutedSharesOutstanding,8064000.000,8041000.000,7893000.000,7872000.000,7914000.000
WeightedAverageNumberOfSharesOutstandingBasic,8012000.000,8018000.000,7886000.000,7868000.000,7905000.000
