,2013-01-31,2014-01-31,2015-01-31,2016-01-31,2017-01-31
AccretionExpense,4890.000,737595.000,2425697.000,7255346.000,15975.000
AcquisitionCosts,-34951.000,0.000,,,
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,,17600.000,,,
AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,237500.000,67600.000,,,
AdjustmentsToAdditionalPaidInCapitalOther,,,,91422.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,222018.000,731615.000,3318241.000,5632267.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,5348647.000
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,34951.000,,,,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,20940.000,41225.000,,,
AdvertisingExpense,,,,,252895.000
AmortizationOfAdvanceRoyalty,,,,,300000.000
AmortizationOfDebtDiscountPremium,,434928.000,235310.000,7163982.000,0.000
AmortizationOfFinancingCosts,,,,,0.000
AmortizationOfIntangibleAssets,,,,,0.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,3914409.000
CashAcquiredFromAcquisition,386790.000,0.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-6576.000,23698.000,1875757.000,2837759.000,
CashPeriodIncreaseDecrease,,,,,-3901980.000
ComprehensiveIncomeNetOfTax,-1329769.000,-4238490.000,,,
CostOfReimbursableExpense,,,,,53500.000
CostOfRevenue,342659.000,587639.000,800695.000,1291219.000,1464654.000
DebtConversionConvertedInstrumentAmount1,,,,,224000.000
DebtInstrumentDecreaseForgiveness,8133.000,0.000,,,
DeferredCompensationArrangementWithIndividualCashAwardsGrantedPercentage,,,,,0.030
DeferredFinanceCostsOwnshareLendingArrangementIssuanceCostsAmortizationExpense,-38962.000,269472.000,674069.000,28364.000,
DepreciationAndAmortization,11685.000,22748.000,29858.000,17420.000,13215.000
DerivativeGainLossOnDerivativeNet,,9358.000,1921568.000,708900.000,0.000
Dividends,,239680.000,,,
EarningsPerShareBasic,,,-0.580,-10.130,-1.770
EarningsPerShareDiluted,-0.070,-0.140,-0.580,-10.130,-1.770
EffectOfExchangeRateOnCashAndCashEquivalents,3811.000,0.000,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,0.340
FairValueAssumptionsExpectedDividendRate,,,,,0.000
FairValueAssumptionsExpectedVolatilityRate,,,,,0.000
FairValueAssumptionsRiskFreeInterestRate,,,,,0.000
FinancingInterestExpense,57985.000,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,,,,-1792.000
ForeignCurrencyTransactionGainLossUnrealized,,2984.000,-2760.000,0.000,
ForeignCurrencyTransactionLossBeforeTax,23771.000,14426.000,26323.000,9225.000,
GainsLossesOnExtinguishmentOfDebt,,-468753.000,-810765.000,0.000,
GeneralAndAdministrativeExpense,1440255.000,2830661.000,6690553.000,11726989.000,11076351.000
GrossProfit,223849.000,51468.000,-243483.000,98195.000,377411.000
IncomeTaxExpenseBenefit,,,,,0.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,3553000.000
IncomeTaxReconciliationDeductions,,,,,3671000.000
IncomeTaxReconciliationNondeductibleExpenseOther,,,,,101000.000
IncomeTaxReconciliationPriorYearIncomeTaxes,,,,,12000.000
IncomeTaxesPaid,0.000,0.000,0.000,0.000,0.000
IncreaseDecreaseInAccountsPayable,60301.000,356974.000,-312499.000,705485.000,767968.000
IncreaseDecreaseInAccountsReceivable,335933.000,-339101.000,32395.000,55154.000,-132152.000
IncreaseDecreaseInBookOverdrafts,0.000,,,,
IncreaseDecreaseInDeferredCharges,,,,,-15058.000
IncreaseDecreaseInDeferredCompensation,,,170369.000,0.000,-133332.000
IncreaseDecreaseInInterestPayableNet,,,62650.000,722231.000,5535.000
IncreaseDecreaseInInventories,166456.000,367896.000,-241820.000,949223.000,1293148.000
IncreaseDecreaseInOtherReceivables,,50000.000,-50000.000,0.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,-460086.000
IncreaseDecreaseInPrepaidExpense,42837.000,23518.000,312985.000,573156.000,
InterestCostsCapitalized,,1365.000,10372.000,0.000,
InterestExpense,,,,,81796.000
InterestExpenseDebt,,,,,41304.000
InterestIncomeExpenseNet,-34853.000,-77381.000,-465618.000,-878934.000,
InterestPaid,24517.000,65148.000,112251.000,125140.000,20909.000
InventoryWriteDown,0.000,,179000.000,211000.000,-14216.000
IssuanceOfStockAndWarrantsForServicesOrClaims,45956.000,140539.000,0.000,,
NetCashProvidedByUsedInFinancingActivities,1112379.000,1787063.000,5627065.000,9655398.000,1607068.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1112379.000,1787063.000,5627065.000,9655398.000,1607068.000
NetCashProvidedByUsedInInvestingActivities,343818.000,-11747.000,-48978.000,-38433.000,-7780.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,343818.000,-11747.000,-48978.000,-38433.000,-7780.000
NetCashProvidedByUsedInOperatingActivities,-1466584.000,-1751618.000,-3702330.000,-6779206.000,-5501268.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-1466584.000,-1751618.000,-3702330.000,-6779206.000,-5501268.000
NetIncomeLoss,-1332996.000,-4238490.000,-21078265.000,-19063399.000,-10798503.000
NonoperatingIncomeExpense,-92819.000,-1444871.000,-14117906.000,-7425380.000,-97771.000
OperatingExpenses,1464026.000,2845087.000,6716876.000,11736214.000,11078143.000
OperatingIncomeLoss,-1240177.000,-2793619.000,-6960359.000,-11638019.000,-10700732.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,3227.000,0.000,,,
OtherIncome,19.000,,,,
OtherNoncashExpense,,2218214.000,17333256.000,12178713.000,5348647.000
OtherNoncashIncomeExpense,,,,,5348647.000
PaidInKindInterest,,,274823.000,0.000,4281.000
PaymentsForRepurchaseOfCommonStock,0.000,,,,
PaymentsOfDebtExtinguishmentCosts,,2520.000,38008.000,0.000,
PaymentsOfDebtIssuanceCosts,,45553.000,616178.000,0.000,
PaymentsOfStockIssuanceCosts,21055.000,85266.000,0.000,715142.000,0.000
PaymentsToAcquireIntangibleAssets,40004.000,5517.000,27549.000,33314.000,7780.000
PaymentsToAcquirePropertyPlantAndEquipment,2968.000,6230.000,21429.000,5119.000,0.000
ProceedsFromConvertibleDebt,500000.000,958500.000,6094100.000,0.000,224000.000
ProceedsFromIssuanceInitialPublicOffering,,,,,1655003.000
ProceedsFromIssuanceOfCommonStock,433016.000,983250.000,0.000,9842829.000,300000.000
ProceedsFromNotesPayable,,571122.000,927168.000,0.000,253000.000
ProceedsFromOtherEquity,,,,,1000000.000
ProceedsFromRelatedPartyDebt,325000.000,0.000,,,
ProceedsFromRepaymentsOfOtherDebt,-31555.000,,,1260000.000,1050000.000
ProceedsFromRepaymentsOfRelatedPartyDebt,-48883.000,-13916.000,0.000,,
ProvisionForDoubtfulAccounts,3443.000,-3247.000,2109.000,26877.000,-4730.000
RepaymentsOfConvertibleDebt,,381177.000,364640.000,0.000,600000.000
RepaymentsOfLinesOfCredit,,,,,1274935.000
RepaymentsOfNotesPayable,9193.000,199897.000,413385.000,0.000,
Revenues,566527.000,639107.000,557212.000,1389414.000,1842065.000
SalesRevenueNet,566508.000,639107.000,557212.000,1389414.000,1842065.000
ShareBasedCompensation,238268.000,731615.000,3318241.000,5632267.000,5348647.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsExpirations,,,,,18188.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,,,,,93875.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,,,,70000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,,,260000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,,,,1.410
ShareBasedCompensationArrangementByShareBasedPaymentAwardPlanModificationIncrementalCompensationCost,20000.000,,,63000.000,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice,,,,,5.190
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,,,,5.120
