,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30
AccountsPayableCurrent,3345000.000,3150000.000,2825000.000,2170000.000,2605000.000,2657000.000,2195000.000,3230000.000,3467000.000
AccountsReceivableNetCurrent,11743000.000,11068000.000,11721000.000,21771000.000,16029000.000,13761000.000,13567000.000,25986000.000,19014000.000
AccruedBonusesCurrent,513000.000,67000.000,61000.000,733000.000,569000.000,674000.000,346000.000,1576000.000,1005000.000
AccruedInsuranceCurrent,100000.000,200000.000,100000.000,100000.000,200000.000,300000.000,200000.000,200000.000,200000.000
AccruedLiabilitiesCurrent,3341000.000,2478000.000,3502000.000,4812000.000,3452000.000,3405000.000,3112000.000,5511000.000,4353000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,5192000.000,5849000.000,6529000.000,6342000.000,6917000.000,7509000.000,8064000.000,8690000.000,9274000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-6000.000,-25000.000,11000.000,4000.000,59000.000,5000.000,-162000.000,-440000.000,-441000.000
AdditionalPaidInCapital,162071000.000,168504000.000,169975000.000,174027000.000,175829000.000,178688000.000,180407000.000,183532000.000,185374000.000
AllowanceForDoubtfulAccountsReceivable,,,,67000.000,,,,124000.000,
Assets,128883000.000,129148000.000,123939000.000,129083000.000,121260000.000,110715000.000,103030000.000,109872000.000,104359000.000
AssetsCurrent,118631000.000,118872000.000,109411000.000,114066000.000,106061000.000,95162000.000,88347000.000,96096000.000,90913000.000
CashAndCashEquivalentsAtCarryingValue,103647000.000,104653000.000,94835000.000,88891000.000,85731000.000,77005000.000,29074000.000,15175000.000,14564000.000
CashEquivalentsAtCarryingValue,101700000.000,101400000.000,91100000.000,86300000.000,82900000.000,74800000.000,,,
CertificatesOfDepositAtCarryingValue,,,,,,,,38200000.000,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,23923986.000,24384456.000,24406198.000,24786413.000,24858950.000,25199664.000,25215956.000,25416609.000,25643234.000
CommonStockSharesOutstanding,23923986.000,24384456.000,24406198.000,24786413.000,24858950.000,25199664.000,25215956.000,25416609.000,25643234.000
CommonStockValue,3000.000,3000.000,3000.000,3000.000,3000.000,3000.000,3000.000,3000.000,3000.000
DeferredIncomeTaxLiabilities,,,,229000.000,,,,151000.000,
DeferredRentCreditNoncurrent,929000.000,916000.000,902000.000,888000.000,873000.000,,,,
DeferredRevenueCurrent,34926000.000,31900000.000,30221000.000,38352000.000,38046000.000,35245000.000,33599000.000,43978000.000,43733000.000
DeferredRevenueNoncurrent,5058000.000,4266000.000,3467000.000,2433000.000,1665000.000,1061000.000,1126000.000,697000.000,458000.000
DeferredTaxAssetsDeferredIncome,,,,2052000.000,,,,968000.000,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,293000.000,,,,253000.000,
DeferredTaxAssetsGross,,,,36480000.000,,,,48652000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,28390000.000,,,,38817000.000,
DeferredTaxAssetsOther,,,,836000.000,,,,168000.000,
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,,,3704000.000,,,,5902000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,587000.000,,,,691000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,,1275000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsDeferredRent,,,,618000.000,,,,578000.000,
DeferredTaxAssetsValuationAllowance,,,,36251000.000,,,,48501000.000,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,229000.000,,,,151000.000,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,895000.000,1027000.000,1158000.000,1290000.000,1422000.000,1554000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,136000.000,136000.000,137000.000,136000.000,121000.000,121000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,527000.000,,,,457000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,,,,395000.000,263000.000,132000.000,,325000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,15000.000,15000.000,15000.000,15000.000,15000.000,15000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,387000.000,387000.000,387000.000,387000.000,15000.000,15000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,387000.000,387000.000,387000.000,387000.000,387000.000,387000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,457000.000,457000.000,457000.000,457000.000,387000.000,387000.000
FiniteLivedIntangibleAssetsGross,,,,2804000.000,2804000.000,2804000.000,2804000.000,2804000.000,2804000.000
FiniteLivedIntangibleAssetsNet,,,,1909000.000,1777000.000,1646000.000,1514000.000,1382000.000,1250000.000
Goodwill,2282000.000,2282000.000,2282000.000,2529000.000,2572000.000,2489000.000,2343000.000,2104000.000,2049000.000
HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,,,,,,,-1000.000,,-4000.000
HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,,,,,,,-30000.000,46000.000,-25000.000
HeldToMaturitySecuritiesAmortizedCostBeforeOtherThanTemporaryImpairment,,,,,,,41427000.000,51410000.000,53152000.000
HeldToMaturitySecuritiesFairValue,,,,,,,41398000.000,51364000.000,53130000.000
Liabilities,48134000.000,44263000.000,43332000.000,50709000.000,49510000.000,45066000.000,43221000.000,56201000.000,55773000.000
LiabilitiesAndStockholdersEquity,128883000.000,129148000.000,123939000.000,129083000.000,121260000.000,110715000.000,103030000.000,109872000.000,104359000.000
LiabilitiesCurrent,42147000.000,39081000.000,38963000.000,47388000.000,46972000.000,43116000.000,41194000.000,54628000.000,54210000.000
OperatingLeasesFutureMinimumPaymentsDue,14524000.000,41911000.000,41404000.000,49949000.000,50527000.000,49951000.000,49327000.000,48787000.000,48209000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,2730000.000,2340000.000,1626000.000,866000.000,4367000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,1505000.000,3656000.000,3656000.000,4419000.000,4421000.000,4421000.000,4421000.000,4509000.000,4560000.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,1662000.000,3763000.000,3764000.000,4520000.000,4521000.000,4547000.000,4546000.000,4421000.000,4472000.000
