,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,-3445000.000,,,,-12047000.000,,,,1781000.000,,
AmortizationOfFinancingCosts,478000.000,,,,518000.000,,,,905000.000,,
AmortizationOfIntangibleAssets,3156000.000,3155000.000,3156000.000,3157000.000,3156000.000,3156000.000,3245000.000,4249000.000,3729000.000,3729000.000,3729000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,3285000.000,3681000.000,,3486000.000,3521000.000,3184000.000,-6883000.000,2486000.000,2788000.000,2560000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-15744000.000,,,,5228000.000,,,,2493000.000,,
CommonStockDividendsPerShareDeclared,,,,,,,,,0.310,0.310,0.310
ComprehensiveIncomeNetOfTax,,32372000.000,23502000.000,,26367000.000,21335000.000,36731000.000,35351000.000,21175000.000,26595000.000,28620000.000
CostOfGoodsSold,408577000.000,418040000.000,395728000.000,447926000.000,388894000.000,403727000.000,388284000.000,429234000.000,360768000.000,364543000.000,361337000.000
CostsAndExpenses,490160000.000,502026000.000,479404000.000,540365000.000,469667000.000,497991000.000,464887000.000,516242000.000,440829000.000,445995000.000,439643000.000
DeferredIncomeTaxExpenseBenefit,1944000.000,,,,1004000.000,,,,1179000.000,,
DepreciationDepletionAndAmortization,15729000.000,15400000.000,14400000.000,15179000.000,14710000.000,14700000.000,13900000.000,14645000.000,13287000.000,11400000.000,11100000.000
DerivativeGainLossOnDerivativeNet,-1076000.000,,,,178000.000,,,,-170000.000,,
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,-3700000.000,,,0.000,0.000,-700000.000,-700000.000,-700000.000,-700000.000,-700000.000
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,-300000.000,-1900000.000,,1000000.000,-200000.000,500000.000,0.000,-100000.000,-200000.000,0.000
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,-200000.000,-4500000.000,,700000.000,-900000.000,-1000000.000,-1300000.000,300000.000,-200000.000,-400000.000
DistributedEarnings,,,,,,,,,-12024000.000,-11696000.000,-11912000.000
DividendsCommonStockCash,,,,,,,,,11818000.000,11497000.000,11714000.000
EarningsPerShareBasic,0.430,0.630,0.600,0.770,0.630,0.530,0.940,0.860,0.560,0.700,0.730
EarningsPerShareDiluted,0.410,0.600,0.580,0.740,0.600,0.510,0.900,0.830,0.540,0.680,0.700
EffectOfExchangeRateOnCashAndCashEquivalents,1066000.000,,,,-529000.000,,,,-621000.000,,
GainLossOnSaleOfPropertyPlantEquipment,-40000.000,,,,79000.000,,,,-920000.000,,
GainLossRelatedToLitigationSettlement,0.000,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,-13352000.000,-2966000.000,,,0.000,0.000,0.000,0.000,,,
GoodwillImpairmentLoss,,,,,,7585000.000,0.000,,,0.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,34707000.000,50092000.000,44749000.000,50196000.000,42619000.000,35639000.000,51169000.000,55439000.000,34378000.000,43061000.000,44196000.000
IncomeLossFromEquityMethodInvestments,1032000.000,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
IncomeTaxExpenseBenefit,13296000.000,19840000.000,17255000.000,15923000.000,16198000.000,13932000.000,14429000.000,21322000.000,12709000.000,16275000.000,16483000.000
IncomeTaxesPaid,8445000.000,,,,7630000.000,,,,2640000.000,,
IncreaseDecreaseInAccountsPayable,-43914000.000,,,,-52505000.000,,,,-4755000.000,,
IncreaseDecreaseInAccountsReceivable,-53429000.000,,,,-30767000.000,,,,-9359000.000,,
IncreaseDecreaseInAccruedLiabilities,-30610000.000,,,,-31629000.000,,,,-28240000.000,,
IncreaseDecreaseInDeferredRevenue,-7255000.000,,,,4156000.000,,,,-3276000.000,,
IncreaseDecreaseInInventories,-2334000.000,,,,-7184000.000,,,,-4178000.000,,
IncreaseDecreaseInOtherOperatingAssets,320000.000,,,,-873000.000,,,,582000.000,,
IncreaseDecreaseInOtherOperatingLiabilities,-2320000.000,,,,-637000.000,,,,-1408000.000,,
