,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccountsPayableCurrent,6835000.000,6511000.000,6033000.000,6548000.000,6058000.000,6726000.000,5900000.000,7264000.000,5954000.000,5972000.000,7229000.000,7193000.000,7405000.000,7259000.000,7505000.000,9297000.000,8195000.000,8659000.000,8834000.000,7480000.000
AccountsReceivableNetCurrent,23313000.000,19056000.000,23882000.000,19492000.000,21578000.000,18309000.000,21087000.000,21147000.000,21585000.000,18410000.000,26520000.000,21642000.000,21912000.000,22332000.000,20763000.000,21197000.000,23942000.000,25560000.000,27716000.000,25392000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,672000.000,782000.000,540000.000,,,,470000.000,373000.000,108000.000,754000.000,276000.000,668000.000,682000.000,1043000.000,1300000.000,835000.000
AccruedEmployeeBenefitsCurrent,,,,,3086000.000,2289000.000,2750000.000,1756000.000,3017000.000,2162000.000,2812000.000,2859000.000,4121000.000,3177000.000,3606000.000,3147000.000,4756000.000,3551000.000,4254000.000,3925000.000
AccruedIncomeTaxesCurrent,,,,,260000.000,292000.000,260000.000,,,,492000.000,1284000.000,1773000.000,2700000.000,1628000.000,286000.000,662000.000,800000.000,1211000.000,1015000.000
AccruedLiabilitiesCurrent,7781000.000,8297000.000,7745000.000,8160000.000,7218000.000,6792000.000,6640000.000,5098000.000,6386000.000,6415000.000,8859000.000,9158000.000,9757000.000,10279000.000,9505000.000,7391000.000,10220000.000,8480000.000,8488000.000,8418000.000
AccruedSalesCommissionCurrent,,,,,407000.000,351000.000,374000.000,319000.000,382000.000,325000.000,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,21500000.000,21115000.000,21757000.000,22667000.000,23274000.000,24147000.000,24575000.000,25487000.000,26432000.000,27357000.000,27730000.000,27489000.000,28300000.000,28296000.000,28407000.000,28910000.000,29666000.000,30285000.000,28442000.000,29182000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,852000.000,-483000.000,-1052000.000,-556000.000,-1434000.000,-1176000.000,-716000.000,-1238000.000,-972000.000,-236000.000,118000.000,132000.000,19000.000,-2023000.000,-3127000.000,-5488000.000,-4710000.000,-4677000.000,-5251000.000,-4136000.000
AdditionalPaidInCapital,,,,,,,90897000.000,91145000.000,92085000.000,92497000.000,107908000.000,107646000.000,109100000.000,109649000.000,111480000.000,,,,,
