,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,0.000,0.000,,0.000,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,97224.000,,,,164084.000,,,,117857.000,,,,-21436.000,,
CommonStockDividendsPerShareDeclared,,,,,,,,,,,,,0.045,,
CostOfGoodsSold,930065.000,916891.000,971793.000,953665.000,890766.000,899696.000,951552.000,1006962.000,971019.000,918848.000,963738.000,980593.000,991633.000,978323.000,993557.000
DeferredIncomeTaxExpenseBenefit,48400.000,,,,-7200.000,,,,39800.000,,,,-12900.000,,
DepreciationAndAmortization,29960.000,,,,,,,,55584.000,,,,53953.000,,
DepreciationDepletionAndAmortization,,,,,47178.000,,,,,,,,,,
EarningsPerShareBasic,0.140,0.120,0.130,0.090,0.110,0.110,0.080,0.050,0.090,0.120,0.150,0.140,0.150,0.140,0.140
EarningsPerShareDiluted,0.140,0.120,0.130,0.090,0.110,0.110,0.080,0.050,0.090,0.120,0.150,0.140,0.150,0.140,0.140
GeneralAndAdministrativeExpense,343285.000,298716.000,327798.000,341390.000,345668.000,301423.000,319150.000,322539.000,357785.000,325150.000,293083.000,304854.000,375812.000,343373.000,317563.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,482436.000,414861.000,444548.000,312675.000,381781.000,378841.000,288153.000,215583.000,309608.000,318649.000,382821.000,412611.000,403153.000,370249.000,369565.000
IncomeTaxExpenseBenefit,158982.000,133235.000,144493.000,73872.000,126777.000,124906.000,93426.000,86623.000,95047.000,111230.000,126125.000,134975.000,133095.000,119946.000,124016.000
IncomeTaxesPaid,,,,,,,,,0.000,,,,96000.000,,
IncomeTaxesPaidNet,,,,,45000.000,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,94153.000,,,,-48914.000,,,,4615.000,,
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,,,88977.000,,,,,,,,,,
IncreaseDecreaseInFairValueOfInterestRateFairValueHedgingInstruments,-13924.000,,,,0.000,,,,,,,,,,
IncreaseDecreaseInIncomeTaxesReceivable,,,,,,,,,-55247.000,,,,-49996.000,,
IncreaseDecreaseInInventories,,,,,-16026.000,,,,-106377.000,,,,3592.000,,
IncreaseDecreaseInOperatingCapital,316510.000,,,,249889.000,,,,-68137.000,,,,-30167.000,,
IncreaseDecreaseInOtherNoncurrentAssets,,,,,,,,,27654.000,,,,18440.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,-57106.000,,,,58810.000,,,,-2873.000,,
IncreaseDecreaseInReceivables,,,,,139891.000,,,,-14237.000,,,,23725.000,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,,,,,,,17703.000,,39506.000,44788.000,46764.000
InterestIncomeExpenseNet,-70794.000,-69551.000,-59889.000,200596.000,-31057.000,-29086.000,-27312.000,,-26563.000,-58226.000,-56371.000,,-54156.000,-53048.000,-52397.000
InterestPaid,65615.000,,,,28663.000,,,,23408.000,,,,50742.000,,
NetCashProvidedByUsedInFinancingActivities,-270907.000,,,,-363062.000,,,,-181656.000,,,,-183013.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-270907.000,,,,-363062.000,,,,-181656.000,,,,-183013.000,,
NetCashProvidedByUsedInInvestingActivities,-350193.000,,,,-17725.000,,,,-50915.000,,,,-161261.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-350193.000,,,,-17725.000,,,,-50915.000,,,,-161261.000,,
NetCashProvidedByUsedInOperatingActivities,718324.000,,,,544871.000,,,,350428.000,,,,322838.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,718324.000,,,,544871.000,,,,350428.000,,,,322838.000,,
NetIncomeLoss,323454.000,281626.000,300055.000,238803.000,255004.000,253935.000,194727.000,128960.000,214561.000,207419.000,256696.000,277636.000,270058.000,250303.000,245549.000
NonoperatingIncomeExpense,-69764.000,-69273.000,-59079.000,-151219.000,-29427.000,-27560.000,-23857.000,-23943.000,-22711.000,-55307.000,-53205.000,-50541.000,-50325.000,-47049.000,-48828.000
NumberOfOperatingSegments,,,,,,,,,1.000,,,,1.000,,
OperatingExpenses,1655530.000,1629171.000,1718852.000,1713737.000,1627403.000,1605648.000,1715684.000,1813876.000,1726500.000,1642746.000,1682366.000,1749256.000,1788012.000,1830345.000,1795644.000
OperatingIncomeLoss,552200.000,484134.000,503627.000,-3543816.000,411208.000,406401.000,312010.000,239526.000,332319.000,373956.000,436026.000,463152.000,453478.000,417298.000,418393.000
OtherNonoperatingIncome,1030.000,278.000,810.000,-52368.000,1630.000,1526.000,3455.000,3638.000,3852.000,2919.000,3166.000,,3831.000,5999.000,3569.000
