,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AccountsAndNotesReceivableNet,,,,,,19689826.000,31841682.000,26675635.000,19830742.000
AccountsPayableAndAccruedLiabilitiesCurrent,,,,30841967.000,29528262.000,26897489.000,30740759.000,28305615.000,24742312.000
AccountsPayableCurrent,3930768.000,11401187.000,4421362.000,4443231.000,5890511.000,4732420.000,6669304.000,6653877.000,9298109.000
AccountsPayableOtherCurrent,,,,,,327859.000,382011.000,504074.000,443275.000
AccountsReceivableGrossCurrent,,,,21697027.000,20073881.000,21183222.000,33520561.000,30343148.000,24343188.000
AccountsReceivableNetCurrent,17006850.000,19888084.000,22929651.000,20529940.000,18598110.000,19689826.000,31841682.000,26675635.000,19830742.000
AccountsReceivableNetNoncurrent,,,,232055.000,413770.000,517748.000,746583.000,777836.000,880584.000
AccruedIncomeTaxesCurrent,3081888.000,154519.000,,,879304.000,6021909.000,6362946.000,6151286.000,3987386.000
AccruedLiabilitiesCurrent,1094828.000,379357.000,334653.000,423998.000,485354.000,524101.000,504185.000,580893.000,669801.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,904093.000,1009542.000,1107191.000,1165121.000,1155867.000,1096454.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,3985896.000,4593046.000,4772534.000,3496548.000,5086827.000,4891220.000,5774960.000,5812376.000,6978700.000
AdditionalPaidInCapitalCommonStock,48509352.000,48772307.000,48863220.000,49954116.000,50119428.000,50257633.000,50354573.000,50753589.000,50848628.000
AllowanceForDoubtfulAccountsReceivableCurrent,749252.000,619062.000,772746.000,1167087.000,1475771.000,1549227.000,1735507.000,3683789.000,4512446.000
Assets,126841741.000,138650678.000,147433710.000,165245375.000,156678066.000,151604571.000,174579620.000,159362057.000,136799889.000
AssetsCurrent,56588017.000,57755268.000,70119152.000,82401496.000,82111618.000,86514353.000,106325297.000,107022653.000,88361017.000
AssetsHeldForSaleCurrent,,,,,,,,13100290.000,13684386.000
AssetsHeldForSalePropertyPlantAndEquipment,,,,,,,,5818483.000,6202853.000
BuildingsAndImprovementsGross,,,,269798.000,,,,,
BusinessAcquisitionContingentConsiderationAtFairValueCurrent,735000.000,895000.000,812841.000,582966.000,582966.000,582966.000,,,
BusinessCombinationContingentConsiderationLiability,,,,,,,582966.000,280559.000,280559.000
Cash,,11935746.000,7540590.000,,,,,,
CashAndCashEquivalentsAtCarryingValue,13038255.000,11935746.000,7540590.000,13026578.000,8098657.000,6014862.000,5506711.000,11960663.000,3972553.000
ClassOfWarrantOrRightOutstanding,,,,,,,229274.000,229274.000,229274.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.000,0.001,0.010,0.001,0.001
CommonStockSharesAuthorized,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,300000000.000,30000000.000,30000000.000
CommonStockSharesIssued,8181507.000,8203299.000,8203299.000,8239506.000,8259506.000,8259506.000,8274506.000,8470874.000,8470874.000
