,2012-03-31,2013-03-31,2014-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,684919.000,811639.000,1436270.000
AdvertisingExpense,,519000.000,595000.000
AllocatedShareBasedCompensationExpense,,812000.000,1436000.000
AmortizationOfDebtDiscountPremium,35277.000,47559.000,8341.000
AmortizationOfIntangibleAssets,856995.000,862833.000,30462.000
CapitalizedComputerSoftwareAdditions,,75000.000,25000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-1410347.000,-1119362.000,5147745.000
ComprehensiveIncomeNetOfTax,-4287638.000,-3510158.000,-5268308.000
CostOfGoodsSold,3036967.000,3014886.000,3049811.000
CurrentForeignTaxExpenseBenefit,,31000.000,45000.000
CurrentStateAndLocalTaxExpenseBenefit,,15000.000,13000.000
DebtInstrumentInterestRateStatedPercentageRateRangeMinimum,,0.035,
DeferredForeignIncomeTaxExpenseBenefit,,5000.000,14000.000
DeferredIncomeTaxExpenseBenefit,-40116.000,-29053.000,6498.000
DefinedContributionPlanCostRecognized,,16000.000,22000.000
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,228000.000,224000.000
Depreciation,,290000.000,323000.000
DepreciationDepletionAndAmortization,1118243.000,1152929.000,353238.000
EarningsPerShareBasicAndDiluted,-0.210,-0.160,-0.250
EffectOfExchangeRateOnCashAndCashEquivalents,-17103.000,-37923.000,51687.000
ForeignCurrencyTransactionGainBeforeTax,,,-5000.000
ForeignCurrencyTransactionGainLossBeforeTax,3780.000,1573.000,-4762.000
GainLossOnDispositionOfAssets,,,-2872.000
GainLossOnDispositionOfProperty,-8447.000,-7617.000,
GeneralAndAdministrativeExpense,3732623.000,4187819.000,6522388.000
GrossProfit,17524747.000,19403094.000,21527315.000
ImpairmentOfInvestments,,0.000,0.000
ImpairmentOfLongLivedAssetsHeldForUse,,0.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-4202659.000,-3254376.000,-5281191.000
IncomeTaxExpenseBenefit,47712.000,50770.000,71899.000
IncomeTaxExpenseBenefitContinuingOperations,,51000.000,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,1035000.000,1007000.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,-27000.000,-39000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-1111000.000,-1799000.000
IncomeTaxReconciliationNondeductibleExpense,,111000.000,122000.000
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,,-155000.000,267000.000
IncomeTaxReconciliationOtherReconcilingItems,,247000.000,297000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,-82000.000,-125000.000
IncomeTaxReconciliationTaxCreditsForeign,,0.000,
IncomeTaxesPaid,39005.000,57288.000,71899.000
IncreaseDecreaseInAccountsPayable,-59025.000,30925.000,281104.000
IncreaseDecreaseInAccountsReceivable,653110.000,-108495.000,257794.000
IncreaseDecreaseInAccruedLiabilities,63981.000,138875.000,
IncreaseDecreaseInDeferredCompensation,,,436765.000
IncreaseDecreaseInDeferredIncomeTaxes,,1058000.000,1010227.000
IncreaseDecreaseInInventories,29719.000,25370.000,-207050.000
IncreaseDecreaseInOtherAccruedLiabilities,,,6472.000
IncreaseDecreaseInOtherCurrentAssets,17510.000,205778.000,-63899.000
IncreaseDecreaseInPensionPlanObligations,45843.000,79598.000,-51000.000
InterestExpense,57.000,707.000,0.000
InterestPaid,57.000,707.000,0.000
InvestmentIncomeInterest,60072.000,46039.000,22095.000
IssuanceOfStockAndWarrantsForServicesOrClaims,,,0.000
LeaseAndRentalExpense,,252000.000,294000.000
NetCashProvidedByUsedInFinancingActivities,208825.000,150000.000,359502.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,208825.000,150000.000,359502.000
NetCashProvidedByUsedInInvestingActivities,1526300.000,-6827.000,7638728.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,1526300.000,-6827.000,7638728.000
NetCashProvidedByUsedInOperatingActivities,-3128369.000,-1224612.000,-2902172.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-3128369.000,-1224612.000,-2902172.000
NetIncomeLoss,-4250371.000,-3305146.000,-5353090.000
NonoperatingIncomeExpense,63795.000,46905.000,17333.000
OperatingExpenses,21791201.000,22704375.000,26825839.000
OperatingIncomeLoss,-4266454.000,-3301281.000,-5298524.000
OtherAmortizationOfDeferredCharges,-35228.000,-36902.000,-37053.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,-85264.000,133810.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,-205012.000,84782.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,120548.000,50139.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,800.000,1111.000
PaymentsToAcquireAvailableForSaleSecurities,3046270.000,8425034.000,0.000
PaymentsToAcquireHeldToMaturitySecurities,8840000.000,2500000.000,0.000
PaymentsToAcquireIntangibleAssets,77738.000,17455.000,49940.000
PaymentsToAcquirePropertyPlantAndEquipment,267944.000,189929.000,248105.000
ProceedsFromIssuanceOfCommonStock,0.000,0.000,
ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities,10018252.000,4200000.000,7930000.000
ProceedsFromSaleAndMaturityOfHeldToMaturitySecurities,,6920000.000,0.000
ProceedsFromSaleAndMaturityOfMarketableSecurities,3740000.000,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,5591.000,6773.000
ProceedsFromSecuredLinesOfCredit,,192000.000,
ProceedsFromStockOptionsExercised,,,359502.000
ProductWarrantyExpense,,11000.000,3000.000
ResearchAndDevelopmentExpense,1905366.000,2415123.000,2151257.000
Revenues,,22418000.000,24577000.000
RoyaltyExpense,,353000.000,353000.000
SalesRevenueGoodsNet,20561714.000,22417980.000,24577126.000
SalesRevenueNet,,22418000.000,24577000.000
SellingAndMarketingExpense,15296217.000,15238600.000,18121732.000
ShareBasedCompensation,679471.000,810016.000,1436270.000
ShareBasedGoodsAndNonemployeeServicesTransactionExpense,5448.000,1623.000,
StockIssuedDuringPeriodValueStockOptionsExercised,208825.000,150000.000,359502.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,,1035000.000,1006586.000
WeightedAverageNumberOfDilutedSharesOutstanding,20689819.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,20777238.000,21118258.000
