,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,-57000.000,,,,-69000.000,,,,-72000.000,
AllocatedShareBasedCompensationExpense,,,,124000.000,112000.000,,166000.000,202000.000,203000.000,-114000.000,198000.000,218000.000
AmortizationOfDeferredLoanOriginationFeesNet,,,-54000.000,,,,-67000.000,,,,-44000.000,
AmortizationOfIntangibleAssets,,,,,,,,,,,,25000.000
AmortizationOfMortgageServicingRightsMSRs,,,54000.000,,,,23000.000,,,,64000.000,
AmountOfDilutiveSecuritiesStockOptionsAndRestrictiveStockUnits,,,,,,,,,,,0.000,0.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,44132.000,65337.000,,31963.000,30388.000,31963.000,-71848.000,71500.000,
AvailableForSaleSecuritiesGrossRealizedGains,,,,,,,,,,,5000.000,22000.000
AvailableForSaleSecuritiesGrossRealizedLosses,,,,,,,,,,,4000.000,6000.000
BankOwnedLifeInsuranceIncome,164000.000,160000.000,152000.000,152000.000,152000.000,147000.000,143000.000,137000.000,136000.000,135000.000,131000.000,134000.000
BusinessCombinationAcquisitionRelatedCosts,,,,,,,320000.000,295000.000,2000.000,121000.000,0.000,1068000.000
BusinessCombinationBargainPurchaseGainRecognizedAmount,,,,,,,,,1214000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,7412000.000,,,,17553000.000,,,,14865000.000,
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldAccretion,,,,,,,,,-16000.000,,12000.000,
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldAdditions,,,,,,,,,198000.000,,0.000,
CommonStockDividendsPerShareCashPaid,,,0.050,0.050,0.050,0.050,0.050,0.050,0.100,0.100,0.120,0.120
CommonStockDividendsPerShareDeclared,0.050,0.050,,,,,,,,,,
ComprehensiveIncomeNetOfTax,,,1134000.000,,,,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,1579000.000,1879000.000,,426000.000,-34000.000,1850000.000,2185000.000,2234000.000,1341000.000
DefinedBenefitPlanAmortizationOfGainsLosses,,,,-71000.000,-71000.000,,,,,,,
DefinedBenefitPlanAmortizationOfNetGainsLosses,,,,,,,66000.000,66000.000,66000.000,1830000.000,62000.000,
DefinedBenefitPlanContributionsByEmployer,,,,,,,0.000,653000.000,,,0.000,
DefinedBenefitPlanExpectedReturnOnPlanAssets,,,,161000.000,161000.000,,182000.000,182000.000,182000.000,182000.000,209000.000,209000.000
DefinedBenefitPlanFutureAmortizationOfGainLoss,,,,,,,,,,,,-61000.000
DefinedBenefitPlanInterestCost,,,,90000.000,90000.000,,89000.000,89000.000,89000.000,88000.000,128000.000,128000.000
DefinedBenefitPlanNetPeriodicBenefitCost,,,,184000.000,184000.000,,179000.000,179000.000,179000.000,177000.000,186000.000,185000.000
DefinedBenefitPlanServiceCost,,,,184000.000,184000.000,,206000.000,206000.000,206000.000,205000.000,205000.000,205000.000
DepreciationNonproduction,,,203000.000,,,,167000.000,,,,166000.000,
EarningsPerShareBasic,0.260,0.400,0.420,0.460,0.540,0.550,0.450,0.660,0.640,0.520,0.450,0.190
EarningsPerShareDiluted,0.260,0.400,0.420,0.460,0.540,0.550,0.450,0.660,0.640,0.520,0.450,0.190
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,0.340,0.340,0.340,-0.680,0.340,0.340
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,,,,,,26000.000,31000.000,,24000.000,31000.000
EmployeeStockOwnershipPlanESOPCompensationExpense,,,,80000.000,68000.000,,73000.000,82000.000,79000.000,50000.000,,
EmployeeStockOwnershipPlanESOPDividendsPaidToESOP,,,,8000000.000,8000.000,,8000.000,9000.000,9000.000,,17000.000,17000.000
FederalDepositInsuranceCorporationPremiumExpense,151000.000,142000.000,151000.000,150000.000,146000.000,149000.000,110000.000,132000.000,188000.000,91000.000,134000.000,125000.000
FeesAndCommissions,479000.000,298000.000,484000.000,373000.000,380000.000,534000.000,527000.000,650000.000,592000.000,579000.000,516000.000,552000.000
FinancingReceivableAllowanceForCreditLossesRecovery,,,,8000.000,55000.000,,22000.000,18000.000,4000.000,5000.000,3000.000,9000.000
FinancingReceivableAllowanceForCreditLossesWriteOffs,,,,1326000.000,196000.000,,721000.000,164000.000,229000.000,121000.000,2516000.000,23000.000
ForeclosedRealEstateExpense,,,287000.000,340000.000,78000.000,106000.000,224000.000,235000.000,114000.000,36000.000,13000.000,35000.000
GainLossOnDispositionOfProperty,,,277000.000,0.000,0.000,0.000,420000.000,,,,0.000,
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,,0.000,0.000,,0.000,0.000
GainLossOnSalesOfLoansNet,50000.000,125000.000,324000.000,214000.000,382000.000,430000.000,305000.000,226000.000,104000.000,70000.000,74000.000,101000.000
GainOnSaleOfInvestments,210000.000,0.000,,0.000,0.000,,,,,,1000.000,16000.000
GainsLossesOnSalesOfOtherRealEstate,-11000.000,-254000.000,-179000.000,,,,-178000.000,,,,0.000,
ImpairedFinancingReceivableAverageRecordedInvestment,,,,,,,7745000.000,,,,5479000.000,
ImpairedFinancingReceivableInterestIncomeAccrualMethod,,,,,,,0.000,,,,0.000,
ImpairedFinancingReceivableWithNoRelatedAllowanceAverageRecordedInvestment,,,,,,,627000.000,,,,1852000.000,
