,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,-56000.000,,,,-163000.000,,,,-147000.000,,,,-52000.000
AllocatedShareBasedCompensationExpense,1130000.000,1922000.000,2382000.000,2392000.000,2482000.000,2741000.000,3476000.000,3316000.000,3412000.000,3534000.000,3881000.000,4099000.000,5280000.000,4850000.000
AmortizationOfFinancingCostsAndDiscounts,,,,,,77000.000,,,,75000.000,,,,76000.000
AmortizationOfLeasedAsset,,,,,,,,,,,,,,4204000.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-33806000.000,,,,27864000.000,,,,-16794000.000,,,,-58411000.000
ComprehensiveIncomeNetOfTax,,,-11806000.000,-13143000.000,,-17190000.000,-18769000.000,-17952000.000,,-22593000.000,-23161000.000,-23817000.000,,-25824000.000
DebtConversionConvertedInstrumentSharesIssued1,,1860363.000,,,,,,,,,,,,
Depreciation,,15000.000,,,,24000.000,,,,223000.000,,,,291000.000
EarningsPerShareBasicAndDiluted,-10.810,-0.280,-0.490,-0.540,-0.690,-0.700,-0.730,-0.690,-0.760,-0.850,-0.870,-0.810,-0.870,-0.760
GeneralAndAdministrativeExpense,3287000.000,3612000.000,5167000.000,4944000.000,6380000.000,8023000.000,7502000.000,7462000.000,7648000.000,9801000.000,9386000.000,10627000.000,14664000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,-18634000.000,-17889000.000,,-22658000.000,-23172000.000,-23775000.000,-29261000.000,-25741000.000
IncomeTaxExpenseBenefit,,,,,,,152000.000,72000.000,,46000.000,47000.000,39000.000,61000.000,46000.000
IncomeTaxesPaidNet,,,,,,,,,,1789000.000,,,,0.000
IncreaseDecreaseInAccountsPayableAndOtherOperatingLiabilities,,208000.000,,,,1144000.000,,,,-1130000.000,,,,-5733000.000
IncreaseDecreaseInInterestPayableNet,,,,,,-12000.000,,,,-6000.000,,,,-30000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,27000.000,,,,205000.000,,,,-503000.000,,,,-1427000.000
InterestExpense,1477000.000,,,,,617000.000,622000.000,629000.000,625000.000,688000.000,622000.000,600000.000,627000.000,597000.000
InterestExpenseRelatedParty,266000.000,,,,,,,,,,,,,
InterestPaid,,,,,,551000.000,,,,551000.000,,,,551000.000
InterestPaidCapitalized,,,,,,,,,,,,,,46000.000
NetCashProvidedByUsedInFinancingActivities,,65000.000,,,,35070000.000,,,,128000.000,,,,48000.000
