,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,98000000.000,87000000.000,96000000.000,97000000.000,97000000.000,100000000.000,107000000.000,141000000.000,111000000.000,105000000.000,98000000.000,114000000.000,97000000.000,112000000.000,118000000.000,126000000.000,148000000.000,103000000.000,111000000.000,96000000.000,83000000.000,104000000.000,93000000.000,103000000.000,89000000.000
AccountsReceivableGrossCurrent,,,,507000000.000,,,,686000000.000,,,,735000000.000,,,,638000000.000,,,,597000000.000,,,,567000000.000,
AccountsReceivableNetCurrent,467000000.000,416000000.000,441000000.000,494000000.000,499000000.000,505000000.000,524000000.000,668000000.000,510000000.000,514000000.000,546000000.000,717000000.000,607000000.000,550000000.000,522000000.000,619000000.000,583000000.000,511000000.000,486000000.000,580000000.000,519000000.000,465000000.000,426000000.000,548000000.000,442000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,182000000.000,,,,205000000.000,,,,230000000.000,,,,267000000.000,,,,279000000.000,,,,301000000.000,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,5000000.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,25000000.000,,,,34000000.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,16000000.000,18000000.000,10000000.000,16000000.000,21000000.000,11000000.000,22000000.000,29000000.000,17000000.000,12000000.000,21000000.000,33000000.000,32000000.000,34000000.000,4000000.000,-4000000.000,-39000000.000,-27000000.000,-64000000.000,-76000000.000,-68000000.000,-69000000.000,-66000000.000,-89000000.000,-83000000.000
AdditionalPaidInCapitalCommonStock,706000000.000,730000000.000,744000000.000,765000000.000,815000000.000,844000000.000,875000000.000,898000000.000,920000000.000,941000000.000,963000000.000,973000000.000,993000000.000,1012000000.000,1031000000.000,1054000000.000,1077000000.000,1098000000.000,1116000000.000,1128000000.000,1158000000.000,1178000000.000,1203000000.000,1220000000.000,1243000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,13000000.000,,,,18000000.000,,,,18000000.000,,,,19000000.000,,,,17000000.000,,,,19000000.000,
Assets,2359000000.000,2461000000.000,2486000000.000,2616000000.000,2812000000.000,2915000000.000,3051000000.000,3066000000.000,3017000000.000,3042000000.000,3118000000.000,3096000000.000,3178000000.000,3136000000.000,3018000000.000,3132000000.000,3103000000.000,2735000000.000,2609000000.000,2530000000.000,2464000000.000,2382000000.000,2314000000.000,2413000000.000,2483000000.000
AssetsCurrent,1367000000.000,1222000000.000,1261000000.000,1412000000.000,1614000000.000,1440000000.000,1553000000.000,1534000000.000,1509000000.000,1493000000.000,1560000000.000,1563000000.000,1659000000.000,1637000000.000,1506000000.000,1572000000.000,1591000000.000,1577000000.000,1514000000.000,1734000000.000,1677000000.000,1595000000.000,1517000000.000,1621000000.000,1704000000.000
AssetsFairValueDisclosure,,,,,,,,,,,,,,,,471000000.000,,,,,,,,,
AssetsFairValueDisclosureRecurring,,,,,,,,,,,444000000.000,318000000.000,452000000.000,477000000.000,,,,,,,,,,,
