,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28
AccountsPayableCurrent,9778.000,9992.000,750.000,99.000,2891.000
AdditionalPaidInCapitalCommonStock,14700.000,-25010.000,-25010.000,-25010.000,-25010.000
AssetsCurrent,16938.000,12399.000,2826.000,2756.000,1573.000
CashAndCashEquivalentsAtCarryingValue,16938.000,12399.000,2826.000,2756.000,1573.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000
CommonStockSharesIssued,7800000.000,47500000.000,47500000.000,47500000.000,47500000.000
CommonStockSharesOutstanding,7800000.000,47500000.000,47500000.000,47500000.000,47500000.000
CommonStockSharesSubscriptions,,,,-500.000,
CommonStockValue,7800.000,47500.000,47500.000,47500.000,47500.000
DeferredTaxAssetsOperatingLossCarryforwards,,9108.000,,,
DueToRelatedPartiesCurrent,4193.000,4203.000,10103.000,15302.000,15809.000
Liabilities,,14195.000,,,
LiabilitiesAndStockholdersEquity,16938.000,12399.000,2826.000,2756.000,1573.000
LiabilitiesCurrent,13971.000,14195.000,10853.000,15401.000,18700.000
OperatingLossCarryforwardsValuationAllowance,,-9108.000,,,
RetainedEarningsAccumulatedDeficit,-17533.000,-23786.000,-30017.000,-34635.000,-39617.000
StockholdersEquity,2967.000,-1796.000,-8027.000,-12645.000,-17127.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,-1796.000,,,
