,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,135000.000,,,,142000.000,,,,114000.000,,
AmortizationOfDebtDiscountPremium,,,0.000,,,,0.000,,,,0.000,,
AmortizationOfFinancingCosts,,,,,,,200000.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-1895000.000,,,,-4679000.000,,,,-6144000.000,,
ComprehensiveIncomeNetOfTax,,,,,,,-5774000.000,-11935000.000,-7257000.000,6039000.000,-34258000.000,-17855000.000,-18352000.000
DebtConversionConvertedInstrumentAmount1,,,,,,,,,,,1500000.000,,
DebtRelatedCommitmentFeesAndDebtIssuanceCosts,,,,,,,200000.000,,,,,,
Depreciation,-971000.000,-718000.000,136000.000,115000.000,106000.000,99000.000,83000.000,62000.000,59000.000,63000.000,49000.000,53000.000,55000.000
DerivativeGainLossOnDerivativeNet,,,,,,,-334000.000,-4104000.000,53000.000,1297000.000,-3661000.000,-114000.000,-2856000.000
EarningsPerShareBasic,0.120,,,-1.400,,,,,,,,,
EarningsPerShareBasicAndDiluted,,-0.040,-0.210,,1.870,,-2.110,-3.590,-1.700,2.700,-1.910,-0.820,-0.730
EarningsPerShareDiluted,0.120,,,-1.400,,,,,,,,,
FairValueAdjustmentOfWarrants,,,,,,,,,,,,11056000.000,8785000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisInstrumentsClassifiedInShareholdersEquityIssues,,,,,,,,,,,257000.000,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPeriodIncreaseDecrease,,,,,,,,,,,24233000.000,,
GainLossOnDispositionOfProperty,,,0.000,,,,0.000,,,,0.000,,
GeneralAndAdministrativeExpense,-2038000.000,-1383000.000,1381000.000,1438000.000,1198000.000,1479000.000,1850000.000,1445000.000,1520000.000,1480000.000,1723000.000,1839000.000,1603000.000
ImpairmentOfLongLivedAssetsHeldForUse,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,-4259000.000,-4386000.000,-3780000.000,,-4143000.000,-4078000.000,-3904000.000,-4472000.000,-4409000.000,-4809000.000,-4853000.000
IncreaseDecreaseInAccountsPayable,,,-283000.000,,,,-239000.000,,,,-52000.000,,
IncreaseDecreaseInAccruedLiabilities,,,-1571000.000,,,,-508000.000,,,,-921000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,45000.000,,,,-101000.000,,,,-40000.000,,
IncreaseDecreaseInRestrictedCash,,,,,,,1000.000,,,,0.000,,
InterestExpense,201000.000,193000.000,174000.000,151000.000,469000.000,2163000.000,1427000.000,1830000.000,2246000.000,2119000.000,1964000.000,1881000.000,1859000.000
InterestExpenseDebt,,,,200000.000,500000.000,,,,,,,,
InvestmentIncomeInterest,13000.000,12000.000,7000.000,4000.000,1000.000,15000.000,5000.000,2000.000,19000.000,21000.000,9000.000,5000.000,1000.000
LeaseAndRentalExpense,,,,37000.000,47000.000,,72000.000,9000.000,47000.000,72000.000,33000.000,46000.000,46000.000
LiabilitiesFairValueAdjustment,,,,,,,175000.000,,,,207000.000,,
NetCashProvidedByUsedInFinancingActivities,,,-466000.000,,,,91000.000,,,,-1032000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-466000.000,,,,91000.000,,,,-1032000.000,,
NetCashProvidedByUsedInInvestingActivities,,,4545000.000,,,,-1000.000,,,,-61000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,4545000.000,,,,-1000.000,,,,-61000.000,,
NetCashProvidedByUsedInOperatingActivities,,,-5974000.000,,,,-4769000.000,,,,-5051000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-5974000.000,,,,-4769000.000,,,,-5051000.000,,
NetIncomeLoss,2898000.000,-960000.000,-4949000.000,-3319000.000,-4572000.000,-4089000.000,-5774000.000,-9640000.000,-7257000.000,3744000.000,-34258000.000,-17855000.000,-18352000.000
NetIncomeLossAvailableToCommonStockholdersBasic,2898000.000,-960000.000,,,,,,,,,,,
OperatingExpenses,-6433000.000,4964000.000,4259000.000,4386000.000,3780000.000,3795000.000,4143000.000,4078000.000,3904000.000,4472000.000,4409000.000,4809000.000,4853000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
OtherExpenses,-27000.000,-26000.000,48000.000,44000.000,38000.000,35000.000,30000.000,91000.000,156000.000,278000.000,153000.000,151000.000,149000.000
PaymentsForRepurchaseOfCommonStock,,,0.000,,,,0.000,,,,0.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,,3000.000,,,,0.000,,,,61000.000,,
PaymentsToAcquireShortTermInvestments,,,0.000,,,,0.000,,,,0.000,,
PreferredStockDividendsAndOtherAdjustments,0.000,0.000,,,,,,,,,,,
ProceedsFromCollaborators,,,,,,,,,,,0.000,,
ProceedsFromIssuanceOfLongTermDebt,,,0.000,,,,-104000.000,,,,0.000,,
ProceedsFromIssuanceOfRedeemableConvertiblePreferredStock,,,0.000,,,,0.000,,,,0.000,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,0.000,,,,0.000,,,,0.000,,
ProceedsFromSaleOfShortTermInvestments,,,4548000.000,,,,0.000,,,,0.000,,
RepaymentsOfLongTermDebt,,,470000.000,,,,0.000,,,,1031000.000,,
ResearchAndDevelopmentExpense,-3397000.000,-2837000.000,2694000.000,2789000.000,2438000.000,2182000.000,2180000.000,2480000.000,2169000.000,2651000.000,2484000.000,2766000.000,3046000.000
Revenues,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SalesRevenueNet,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ShareBasedCompensation,,,135000.000,,,,143000.000,,,,114000.000,,
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,,,,,,0.000,,,,0.000,,
StockIssuedDuringPeriodValueShareBasedCompensationForfeited,,,-4000.000,,,,7000.000,,,,1000.000,,
StockIssuedDuringPeriodValueStockOptionsExercised,,,8000.000,,,,,,,,,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,,,0.000,,,,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,23968.000,,,2373000.000,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,2450000.000,,2734000.000,3325000.000,4261000.000,-6296000.000,17946000.000,21772000.000,25171000.000
WeightedAverageNumberOfSharesOutstandingBasic,23486.000,,,2373000.000,,,,,,,,,
