,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,,,-965000.000,,,,-1828000.000,,,,-549000.000,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,6743000.000,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,795000.000,946000.000,1652000.000,2001000.000,2408000.000,5091000.000,7896000.000,9489000.000,10217000.000,10860000.000,13694000.000,13538000.000,14499000.000,16794000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,2668804.000,2914816.000,3115114.000,-4157739.000,3057053.000,3226559.000,3838480.000,-6557823.000,4190773.000,4639575.000,5345897.000,-9319501.000,5478008.000,5924120.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,0.000,,,,0.000,,,,0.000,,,,0.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,48020000.000,,,,153716000.000,,,,-22806000.000,,,,-1619000.000,
ComprehensiveIncomeNetOfTax,-13687000.000,-13587000.000,-15919000.000,-16794000.000,-21299000.000,-29902000.000,-39062000.000,-56049000.000,-51797000.000,-56763000.000,-65147000.000,-70394000.000,-68964000.000,-77345000.000
DefinedContributionPlanAdministrativeExpenses,,,,,123000.000,,,,,,,,,
DefinedContributionPlanCostRecognized,,,,,,149000.000,200000.000,,,,,,,
DepreciationDepletionAndAmortization,117000.000,,,,201000.000,,,,544000.000,,,,1161000.000,
EarningsPerShareBasicAndDiluted,-0.850,-0.450,-0.500,-0.450,-0.630,-0.830,-1.030,-1.470,-1.350,-1.460,-1.640,-1.760,-1.630,-1.720
EffectOfExchangeRateOnCashContinuingOperations,,,,,,,,,,,,,17000.000,
FairValueAdjustmentOfWarrants,3324000.000,,,,0.000,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,3324000.000,,,,,,,,,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,,,,,,,,,,,,648000.000,
GeneralAndAdministrativeExpense,1986000.000,2422000.000,2981000.000,3422000.000,4138000.000,7038000.000,10232000.000,11593000.000,13207000.000,14738000.000,17183000.000,19808000.000,18685000.000,20005000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,,,,-72877000.000
IncomeTaxExpenseBenefit,,,,,,,,,,,,,,14000.000
IncreaseDecreaseInAccountsPayable,2058000.000,,,,437000.000,,,,2638000.000,,,,2989000.000,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,-1186000.000,,,,664000.000,,,,-1869000.000,,,,-12470000.000,
IncreaseDecreaseInOtherNoncurrentAssets,,,,,7000.000,,,,1468000.000,,,,-75000.000,
IncreaseDecreaseInOtherOperatingAssets,-2098000.000,,,,,,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,2391000.000,,,,948000.000,,,,4028000.000,,,,-930000.000,
IncreaseDecreaseInRestrictedCash,293000.000,,,,1358000.000,,,,,,,,-1220000.000,
IncreaseInRestrictedCash,,,,,,,,,1543000.000,,,,,
InterestAndDividendIncomeOperating,93000.000,149000.000,,,,,,,,,,,,
