,2011-09-30,2012-03-31,2012-06-30,2012-09-30
AccountsPayableCurrentAndNoncurrent,1883000.000,2856000.000,5654000.000,4002000.000
AccruedIncomeTaxes,5988000.000,1045000.000,0.000,0.000
AccruedInvestmentIncomeReceivable,46063000.000,45488000.000,46944000.000,45489000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,216320000.000,200341000.000,237642000.000,266642000.000
AdditionalPaidInCapitalCommonStock,7362000.000,7457000.000,7493000.000,7532000.000
Assets,4012127000.000,3955206000.000,4004745000.000,4055190000.000
AssetsFairValueDisclosure,,,3861129000.000,3888793000.000
AssetsNet,,,70500000.000,62200000.000
AvailableForSaleSecuritiesAmortizedCost,748000.000,748000.000,748000.000,748000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,214074000.000,112789000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,87702000.000,18246000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,126372000.000,94543000.000
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,3198134000.000,3203642000.000,3202170000.000,3162017000.000
AvailableForSaleSecuritiesDebtSecurities,3521326000.000,3520686000.000,3572710000.000,3584243000.000
AvailableForSaleSecuritiesEquitySecurities,1229000.000,1522000.000,1382000.000,1468000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses1,,,10424000.000,3981000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses1,,,13135000.000,4796000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses1,,,2711000.000,815000.000
CashAndCashEquivalentsAtCarryingValue,3687000.000,10313000.000,5276000.000,15802000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesOutstanding,29574697.000,29591739.000,29591739.000,29591739.000
CommonStockValue,296000.000,296000.000,296000.000,296000.000
DeferredPolicyAcquisitionCosts,41709000.000,41186000.000,39128000.000,37732000.000
DerivativeAssetFairValueNet,,,2210000.000,1651000.000
DerivativeAssets,4051000.000,3498000.000,2210000.000,1651000.000
FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnfundedCommittments,,,35.900,31.200
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetValue,,,188825000.000,182489000.000
HeldtomaturitySecuritiesUnrecognizedHoldingGain,,,383700000.000,427000000.000
IncomeTaxReceivable,0.000,0.000,2208000.000,15477000.000
Investments,3899146000.000,3833111000.000,3888144000.000,3905794000.000
Liabilities,,,3168653000.000,3186721000.000
LiabilitiesAndStockholdersEquity,4012127000.000,3955206000.000,4004745000.000,4055190000.000
LiabilityForFuturePolicyBenefits,3090562000.000,3043153000.000,3035422000.000,3021301000.000
LiabilityForFuturePolicyBenefitsIndividualAndGroupAnnuitiesAndSupplementaryContracts,640911000.000,628949000.000,624771000.000,624608000.000
LiabilityForFuturePolicyBenefitsLife,83632000.000,84378000.000,85698000.000,92357000.000
LiabilityForFuturePolicyBenefitsOtherContracts,16089000.000,18921000.000,19448000.000,17528000.000
LoansInsurancePolicy,18336000.000,18681000.000,19225000.000,19565000.000
OtherAssets,1391000.000,1455000.000,1417000.000,2321000.000
OtherInvestments,208252000.000,172595000.000,176890000.000,171729000.000
OtherLiabilities,13723000.000,19424000.000,17546000.000,18550000.000
OtherShortTermInvestments,145537000.000,115714000.000,115312000.000,126723000.000
PartnersCapital,,,176890000.000,171729000.000
PayablesToBrokerDealersAndClearingOrganizations,8476000.000,4102000.000,5114000.000,6173000.000
PolicyholderContractDeposits,836000.000,1442000.000,520000.000,659000.000
PolicyholderFunds,2349930000.000,2310905000.000,2305505000.000,2286808000.000
PropertyPlantAndEquipmentNet,497000.000,1415000.000,1578000.000,2385000.000
RealEstateInvestments,415000.000,415000.000,415000.000,415000.000
ReceivablesFromBrokersDealersAndClearingOrganizations,1319000.000,3105000.000,475000.000,228000.000
ReinsuranceRecoverables,18315000.000,19133000.000,19575000.000,29962000.000
RetainedEarningsUnappropriated,574515000.000,589398000.000,590661000.000,593999000.000
StockRepurchaseProgramNumberOfSharesAuthorizedToBeRepurchased,,,385000.000,385000.000
StockholdersEquity,798493000.000,797492000.000,836092000.000,868469000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,836092000.000,868469000.000
UnrecognizedTaxBenefits,,,30354.000,0.000
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,,,133241.000,145033.000
