,2011-07-10,2011-10-02,2012-07-08,2012-09-30,2013-07-14,2013-10-06,2014-07-13,2014-10-05,2015-07-12,2015-10-04,2016-07-10,2016-10-02
AllocatedShareBasedCompensationExpense,,,,,,856000.000,1021000.000,1178000.000,1403000.000,1194000.000,1000000.000,500000.000
AmortizationOfIntangibleAssets,,,,1200000.000,1000000.000,,900000.000,1000000.000,1100000.000,1200000.000,1200000.000,1300000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,324000.000,293000.000,125000.000,5000.000,67000.000,79000.000,72000.000,43000.000,248000.000,355000.000
AssetImpairmentCharges,,1919000.000,,,,,,,,,3860000.000,
ComprehensiveIncomeNetOfTax,,,7649000.000,3433000.000,11225000.000,4594000.000,9479000.000,6069000.000,10480000.000,7529000.000,7210000.000,-1441000.000
CostOfGoodsSoldDirectLabor,70574000.000,68143000.000,73075000.000,71729000.000,76648000.000,76624000.000,82572000.000,88918000.000,93513000.000,92097000.000,102847000.000,102294000.000
CostOfGoodsSoldDirectMaterials,53551000.000,51688000.000,55804000.000,52066000.000,58024000.000,57253000.000,63689000.000,68241000.000,71665000.000,68197000.000,70831000.000,69447000.000
CostsAndExpenses,206725000.000,202988000.000,212254000.000,207481000.000,222910000.000,223871000.000,242667000.000,258150000.000,276499000.000,271707000.000,295134000.000,301542000.000
DepreciationDepletionAndAmortization,12634000.000,13006000.000,12532000.000,13284000.000,13319000.000,13436000.000,14120000.000,15209000.000,17260000.000,18618000.000,19159000.000,21468000.000
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,,,,0.000,,,,,,,
EarningsPerShareBasic,0.450,0.140,0.530,0.250,0.780,0.330,0.660,0.510,0.790,0.590,0.560,-0.100
EarningsPerShareDiluted,0.440,0.140,0.520,0.240,0.770,0.320,0.650,0.500,0.780,0.580,0.550,-0.100
FoodAndBeverageRevenue,212111000.000,202679000.000,219932000.000,209754000.000,234490000.000,226844000.000,251818000.000,263883000.000,288704000.000,279496000.000,302117000.000,293858000.000
FranchiseRevenue,3339000.000,,,,,,,,,,,
ImpairmentOfLongLivedAssetsHeldForUse,,,,,,,,,,,3900000.000,3800000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,7557000.000,1700000.000,10156000.000,4743000.000,14715000.000,6178000.000,12991000.000,8240000.000,15576000.000,10607000.000,8929000.000,-5847000.000
IncomeTaxExpenseBenefit,663000.000,-369000.000,2408000.000,1210000.000,3576000.000,1517000.000,3521000.000,1032000.000,4410000.000,2325000.000,1377000.000,-4547000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,252000.000,239000.000,266000.000,272000.000,216000.000,181000.000,169000.000,170000.000,133000.000,0.000
InterestIncomeExpenseNonoperatingNet,-1473000.000,,,,,,,,,,,
LeaseAndRentalExpense,14929000.000,15458000.000,15790000.000,16309000.000,16779000.000,17132000.000,18618000.000,21222000.000,23210000.000,22804000.000,24905000.000,25121000.000
MarketingAndAdvertisingExpense,,,8100000.000,6900000.000,7700000.000,8400000.000,,,,,,
NetIncomeLoss,,,,,,,9470000.000,7208000.000,11166000.000,8282000.000,7552000.000,-1300000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,2069000.000,7748000.000,3533000.000,11139000.000,4661000.000,9470000.000,7208000.000,11166000.000,8282000.000,7552000.000,-1300000.000
NonoperatingIncomeExpense,-1513000.000,,,,,,,,,,,
OperatingIncomeLoss,9070000.000,3256000.000,11423000.000,5836000.000,15389000.000,6802000.000,13466000.000,9226000.000,16480000.000,11705000.000,10415000.000,-4235000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPortionAttributableToParent,,,,,,,,7000.000,8000.000,0.000,0.000,0.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesTaxPortionAttributableToParent,,,,,,,,4000.000,5000.000,0.000,0.000,0.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,,,,,,-1146000.000,-694000.000,-753000.000,-342000.000,-141000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesBeforeTax,,,163000.000,164000.000,148000.000,-110000.000,15000.000,,,,,
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,,99000.000,100000.000,,,,,,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,,,86000.000,-67000.000,9000.000,-1139000.000,-686000.000,-753000.000,-342000.000,-141000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesBeforeTax,,,,,,,-22000.000,-21000.000,-13000.000,0.000,0.000,0.000
OtherComprehensiveIncomeLossTaxPortionAttributableToParent1,,,,,62000.000,-43000.000,6000.000,,,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodBeforeTax,,,,,148000.000,-110000.000,-7000.000,-10000.000,0.000,0.000,0.000,0.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,,-99000.000,-100000.000,,,,,,,,
OtherCostAndExpenseOperating,28981000.000,29226000.000,28877000.000,28374000.000,28463000.000,29463000.000,31022000.000,34124000.000,35356000.000,36144000.000,40275000.000,42463000.000
OtherNonoperatingIncomeExpense,-40000.000,,,,,,,,,,,
OtherSalesRevenueNet,345000.000,,,,,,,,,,,
PreOpeningCosts,1516000.000,622000.000,602000.000,1250000.000,1291000.000,2482000.000,,,,,,
ProceedsFromSaleOfInsuranceInvestments,,,,,,3300000.000,,,,,,
ProfitLoss,6894000.000,,,,,,,,,,,
RevenueRecognitionGiftCardsBreakage,,,362000.000,399000.000,,,,,,,,
Revenues,215795000.000,206244000.000,223677000.000,213317000.000,238299000.000,230673000.000,256133000.000,267376000.000,292979000.000,283412000.000,305549000.000,297307000.000
SalesRevenueNet,215795000.000,206244000.000,223677000.000,213317000.000,238299000.000,230673000.000,256133000.000,267376000.000,292979000.000,283412000.000,305549000.000,297307000.000
SellingAndMarketingExpense,,,,,,,11100000.000,8900000.000,12000000.000,,,
SellingExpense,,,,,,,9900000.000,7700000.000,11100000.000,,,
SellingGeneralAndAdministrativeExpense,24540000.000,22926000.000,25574000.000,24469000.000,28386000.000,27481000.000,30320000.000,27831000.000,34126000.000,31608000.000,31019000.000,29046000.000
TreasuryStockAcquiredAverageCostPerShare,,,30.220,29.830,,,,,,,,
TreasuryStockSharesAcquired,,,255131.000,266314.000,,,,,,,,
TreasuryStockValueAcquiredCostMethod,,,7700000.000,7900000.000,,,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,15539000.000,15277000.000,14859000.000,14539000.000,14475000.000,14600000.000,14528000.000,14397000.000,14311000.000,14308000.000,13644000.000,13214000.000
WeightedAverageNumberOfSharesOutstandingBasic,15263000.000,15024000.000,14607000.000,14300000.000,14209000.000,14328000.000,14312000.000,14216000.000,14142000.000,14138000.000,13511000.000,13214000.000
