,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndOtherAccruedLiabilities,16263000.000,5423000.000,5742000.000,7270000.000,11702000.000,7364000.000,7950000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,9658000.000,,,,11376000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-1801000.000,-2371000.000,-1794000.000,-1732000.000,-1409000.000,-2702000.000,-2495000.000
AdditionalPaidInCapitalCommonStock,98876000.000,138077000.000,138292000.000,138480000.000,138546000.000,236103000.000,252197000.000
Assets,1414091000.000,1585727000.000,1528729000.000,1544857000.000,1557082000.000,2192192000.000,2399256000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,108650000.000,130653000.000,112876000.000,74079000.000,101139000.000,96732000.000,103979000.000
AvailableForSaleSecurities,109906000.000,130810000.000,113821000.000,74976000.000,102391000.000,95732000.000,103178000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,809000.000,283000.000,575000.000,499000.000,752000.000,161000.000,274000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,53000.000,626000.000,130000.000,102000.000,,1661000.000,1575000.000
AvailableForSaleSecuritiesAmortizedCost,109150000.000,131153000.000,113376000.000,74579000.000,101639000.000,97232000.000,104479000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,1000.000,6000.000,,,,14000.000,14000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,53000.000,626000.000,130000.000,102000.000,,1661000.000,1575000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,16761000.000,102606000.000,22149000.000,18006000.000,,77900000.000,71521000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,52000.000,620000.000,130000.000,102000.000,,1647000.000,1561000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,16262000.000,102112000.000,22149000.000,18006000.000,,77414000.000,71035000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,499000.000,494000.000,,,,486000.000,486000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,7715000.000,7725000.000,7735000.000,7745000.000,7756000.000,7766000.000,7776000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,7729000.000,7686000.000,7615000.000,7699000.000,7793000.000,7821000.000,7903000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,12867000.000,12768000.000,7770000.000,501000.000,500000.000,499000.000,497000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,12912000.000,12712000.000,7811000.000,508000.000,507000.000,499000.000,501000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,276000.000,276000.000,250000.000,249000.000,211000.000,210000.000,183000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,297000.000,296000.000,271000.000,272000.000,229000.000,223000.000,193000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,0.000,100000.000,100000.000,,,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,0.000,101000.000,101000.000,,,,
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateAmortizedCost,87792000.000,109784000.000,97021000.000,65584000.000,92672000.000,88257000.000,95523000.000
AvailableForSaleSecuritiesDebtSecurities,109407000.000,130316000.000,113321000.000,74472000.000,101890000.000,95246000.000,102692000.000
BankOwnedLifeInsurance,29429000.000,32555000.000,32806000.000,33052000.000,33301000.000,48055000.000,48411000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,,135036000.000,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,,5695000.000,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsMarketableSecurities,,29355000.000,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedDeferredTaxAssetsNoncurrent,,2535000.000,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,,119613000.000,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,15423000.000,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedOtherNoncurrentAssets,,3939000.000,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,,1163000.000,,,,,
CapitalRequiredToBeWellCapitalizedToRiskWeightedAssets,,,,,,0.100,
CashAndCashEquivalentsAtCarryingValue,23193000.000,56829000.000,44586000.000,46202000.000,21847000.000,35095000.000,35321000.000
CashAndDueFromBanks,12668000.000,36276000.000,23926000.000,25413000.000,20925000.000,34137000.000,34300000.000
CashCashEquivalentsAndFederalFundsSold,23193000.000,56829000.000,44586000.000,46202000.000,21847000.000,35095000.000,35321000.000
CashReserveDepositRequiredAndMade,,25000.000,,,,,
CommonStockValue,78000.000,97000.000,97000.000,97000.000,97000.000,132000.000,137000.000
ContractualObligation,3003000.000,3093000.000,3079000.000,2831000.000,2831000.000,2504000.000,2489000.000
DeferredIncomeTaxLiabilities,,6686000.000,,,,9403000.000,
DeferredTaxAssetsGross,,7933000.000,,,,14097000.000,
DeferredTaxAssetsLiabilitiesNet,,930000.000,,,,4312000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,862000.000,,,,880000.000,
DeferredTaxAssetsOther,,446000.000,,,,616000.000,
DeferredTaxAssetsOtherComprehensiveLoss,,1463000.000,,,,1674000.000,
DeferredTaxAssetsTaxCreditCarryforwards,,1111000.000,,,,974000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,937000.000,,,,1450000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsProvisionForLoanLosses,,2106000.000,,,,2460000.000,
