,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30
AccountsAndNotesReceivableNet,,,,,,,,,,,65000.000,65000.000,45000.000,26664.000,26664.000
AccountsPayableCurrent,5368.000,14779.000,13746.000,4220.000,10922.000,25129.000,2135.000,17813.000,67984.000,79826.000,79916.000,69057.000,58047.000,64326.000,65781.000
AccountsPayableRelatedPartiesCurrent,70252.000,143252.000,93252.000,25252.000,11252.000,42500.000,,0.000,1922.000,,,,3100.000,100.000,100.000
AccountsReceivableNetCurrent,26290.000,9541.000,10755.000,,712.000,13339.000,13052.000,39588.000,43365.000,47647.000,71260.000,54065.000,37743.000,25715.000,10350.000
AccruedLiabilitiesCurrent,8050.000,4550.000,13068.000,18069.000,23568.000,29069.000,40994.000,52438.000,70491.000,97019.000,124505.000,79936.000,181118.000,228902.000,279564.000
AccruedProfessionalFeesCurrent,,,,,,,,,,15000.000,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,4210.000,,,,-26970.000,,,-29705.000,,-13292.000,-16667.000,,,
AdditionalPaidInCapital,1821161.000,1911161.000,2361177.000,2610094.000,2610094.000,3375611.000,3885879.000,4172021.000,5752443.000,5920702.000,6676866.000,6872976.000,7392243.000,7737760.000,9780642.000
AmountOfImpairmentToCarryingAmountOfRegulatoryAssets,,,,,,,,,14676.000,,,,,,
AssetRetirementObligation,,,,,,,,,,,,,3875.000,4718.000,4563.000
AssetRetirementObligationCurrent,,,,,,,,,,,,,4500.000,6125.000,6750.000
Assets,835147.000,824564.000,1166617.000,1222923.000,1162388.000,1116434.000,1562302.000,1434780.000,3609449.000,2676387.000,2594346.000,1591753.000,524887.000,614347.000,666533.000
AssetsCurrent,319719.000,212912.000,88494.000,126126.000,65825.000,48431.000,345985.000,213156.000,1666676.000,776419.000,678147.000,325657.000,189251.000,287425.000,128494.000
BeneficialInterest,,,,,,,96688.000,149722.000,809716.000,818196.000,677306.000,19365.000,,,
CapitalUnitsAuthorized,,,,,420000.000,,,,,,1500000.000,1500000.000,,,
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,,-1806.000,-2352.000,2196.000,-193.000,-193.000,,,,,,,
CapitalizedCostsMineralInterestsInUnprovedProperties,,,,,,,,,,,1634430.000,1164430.000,403830.000,404870.000,629870.000
CapitalizedCostsOilAndGasProducingActivitiesGross,,,,545954.000,556593.000,990994.000,1031930.000,1031930.000,1773309.000,,,,,,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,,543788.000,554241.000,865020.000,907959.000,907959.000,1639809.000,,,,,,
CapitalizedCostsUncompletedWellsEquipmentAndFacilities,,,,,,,,0.000,,,,,,,
