,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AllocatedShareBasedCompensationExpense,,,,,,,,,,,2000.000,327000.000,300000.000,,200000.000
AmortizationOfDeferredCharges,,,,,,,,,,,,3800000.000,3100000.000,,3200000.000
AmortizationOfFinancingCosts,,,,,,,,,,,,,500000.000,,400000.000
AmortizationOfIntangibleAssets,,,1873000.000,1300000.000,1500000.000,1028000.000,1029000.000,1029000.000,1029000.000,627000.000,626000.000,700000.000,700000.000,476000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,1394.000,,63161.000,,,,,,,,,,300.000
AssetImpairmentCharges,,,,,,,,,,,,,3042000.000,,1934000.000
BusinessCombinationStepAcquisitionEquityInterestInAcquireeRemeasurementGainOrLoss,0.000,0.000,,,,,,,,,,,,,
CapitalLeasesIncomeStatementDirectFinancingLeaseRevenue,-1518000.000,,-558000.000,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,12753000.000,,10893000.000,,,,-8575000.000,,,,650000.000,,,,-3571000.000
CommonStockDividendsPerShareDeclared,0.250,0.250,0.250,0.250,0.250,0.250,0.250,0.250,0.250,0.250,0.250,0.050,0.050,0.000,
ComprehensiveIncomeNetOfTax,9375000.000,1987000.000,2551000.000,3337000.000,-1443000.000,24748000.000,-3058000.000,-690000.000,-2118000.000,-51313000.000,-1159000.000,-90000.000,-7092000.000,-167015000.000,-8300000.000
CostOfGoodsSoldDepreciation,,6109000.000,,,,,,,,,,,,,
CostsAndExpenses,,,,,,,,,,,,,,,58264000.000
CurrentFederalTaxExpenseBenefit,168000.000,4000.000,,,,,,,,,,,,,
CurrentIncomeTaxExpenseBenefit,,,35000.000,15000.000,18000.000,15000.000,,,,,,,,,
CurrentStateAndLocalTaxExpenseBenefit,0.000,,,,,,,,,,,,,,
DebtIssuanceCosts,,,,,,,,,,,,,,,3300000.000
DeferredFederalIncomeTaxExpenseBenefit,,-400000.000,,,,,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,,,,,,,-905000.000,,,,,,,,
Depreciation,6521000.000,,5936000.000,,,,6905000.000,,,,5727000.000,,,,5661000.000
DepreciationDepletionAndAmortization,,,,,,,,,,,5543000.000,5490000.000,5740000.000,4622000.000,5436000.000
DepreciationNonproduction,6357000.000,6100000.000,5771000.000,5804000.000,6130000.000,6658000.000,6721000.000,6517000.000,6290000.000,6705000.000,,,,,
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,,449000.000,,,,-472000.000,,,,-583000.000,,,,
DerivativeInstrumentsGainLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTestingNet,,,77000.000,,,,-14000.000,,,,-2810000.000,,,,
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,,547000.000,,,,9000.000,,,,3099000.000,,,,
DividendsCash,,,,,,,,,,,1305000.000,,,,
DividendsCommonStock,,,1858000.000,,,,1850000.000,,,,1862000.000,,,,
DividendsPreferredStock,,,251000.000,594000.000,1076000.000,1305000.000,1305000.000,1305000.000,1305000.000,1306000.000,1305000.000,1306000.000,1305000.000,,
DividendsPreferredStockStock,,,251000.000,594000.000,1076000.000,1305000.000,1305000.000,,,,,,,,
EarningsPerShareBasic,1.110,0.250,0.190,0.170,-0.460,2.160,-0.620,-0.270,-0.530,-6.810,-0.790,-0.200,-1.160,-23.090,-1.320
EarningsPerShareBasicAndDiluted,,,,,-0.030,,-0.040,-0.030,-0.030,-0.040,,,,,
EarningsPerShareDiluted,1.110,0.250,0.190,0.170,-0.460,2.150,-0.620,-0.270,-0.530,-6.810,-0.790,-0.200,-1.160,-23.090,-1.320
EquityMethodInvestmentDividendsOrDistributions,0.000,,,,,,,,,,,,,,
FiniteLivedIntangibleAssetsAcquired,,,0.000,,,,,,,,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,-3648000.000,-1143000.000,3181000.000,1836000.000,-457000.000,1354000.000,-84000.000,-9000.000,-30000.000,-61000.000,-45000.000,-46000.000,,,
ForeignCurrencyTransactionGainLossUnrealized,3648000.000,,3181000.000,,,,-84000.000,,,,-45000.000,,,,
GainLossOnCashFlowHedgeIneffectivenessNet,,,,,,,14000.000,-18000.000,89000.000,47000.000,,,,,
GainLossOnDerivativeInstrumentsNetPretax,-149000.000,-129000.000,77000.000,205000.000,-768000.000,48000.000,-14000.000,-18000.000,89000.000,75000.000,-2810000.000,-181000.000,,,-1438000.000
GainLossOnInvestments,-42000.000,0.000,0.000,0.000,,,,,,,,,,,
GainLossOnSaleOfDerivatives,,,,,,,,,,,-2810000.000,,,,-1438000.000
GainLossOnSaleOfInvestments,42000.000,,0.000,,,,,,,,,,,,
GainLossOnSaleOfOtherAssets,3799000.000,-3000.000,0.000,0.000,-6000.000,-10000.000,,,-1000.000,,-68000.000,4747000.000,-106000.000,-30000.000,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,-95000.000,-260000.000,,,
GainsLossesOnSalesOfAssets,3799000.000,,0.000,,,,,,,,-68000.000,,,,
GeneralAndAdministrativeExpense,5508000.000,5643000.000,5433000.000,6170000.000,4994000.000,6137000.000,5579000.000,5232000.000,5398000.000,4776000.000,5022000.000,4788000.000,5476000.000,7546000.000,4513000.000
GoodwillAcquiredDuringPeriod,,,71000.000,71000.000,,,,,,,,,,,
GoodwillImpairmentLoss,,,0.000,,,,,,,,,,,,
GoodwillWrittenOffRelatedToSaleOfBusinessUnit,,,0.000,,,,,,,,,,,,
GrossProfit,,9659000.000,,,12746000.000,,9954000.000,13347000.000,12605000.000,13791000.000,,,,,
