,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-12-31,2014-06-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,96000.000,30000.000,180000.000,85000.000,149000.000,232000.000,359000.000,136000.000,86000.000,338000.000,230000.000,236000.000,173000.000,139000.000,263000.000,147000.000,462000.000,171000.000,245000.000
AccountsReceivableNetCurrent,2886000.000,1139000.000,760000.000,4241000.000,1373000.000,775000.000,3909000.000,814000.000,5137000.000,1249000.000,5602000.000,1841000.000,1700000.000,1537000.000,5202000.000,2975000.000,1414000.000,2879000.000,7020000.000
AccruedBonusesCurrentAndNoncurrent,,,,,,,,,,,,,,30000.000,,,,75000.000,
AccruedIncomeTaxes,,,,,,,,,,17000.000,,,,1729000.000,,,,,
AccruedIncomeTaxesCurrent,9000.000,6000.000,,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,2504000.000,1912000.000,1551000.000,2497000.000,519000.000,593000.000,1326000.000,628000.000,1705000.000,1873000.000,1837000.000,650000.000,790000.000,1552000.000,2329000.000,1684000.000,5572000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,-5000.000,-6000.000,-9000.000,-14000.000,-19000.000,-31000.000,-41000.000,-17000.000,3000.000,-29000.000,-17000.000,-35000.000,-8000.000,8000.000,4000.000,-31000.000,-32000.000
AdditionalPaidInCapitalCommonStock,57489000.000,57547000.000,57728000.000,58883000.000,59506000.000,58046000.000,58710000.000,61129000.000,60793000.000,60977000.000,61075000.000,61149000.000,61218000.000,61249000.000,61319000.000,61351000.000,61540000.000,62367000.000,63665000.000
AmortizationExpensePerDollarOfGrossRevenue,,,,,,9000.000,,,,,,,,,,,,,
Assets,31860000.000,31199000.000,29129000.000,31599000.000,30600000.000,29805000.000,31869000.000,31568000.000,31298000.000,29152000.000,28774000.000,26902000.000,27310000.000,30381000.000,35155000.000,42672000.000,61973000.000,57597000.000,57750000.000
AssetsCurrent,24763000.000,24244000.000,22133000.000,25025000.000,24320000.000,23527000.000,24483000.000,20558000.000,22442000.000,20232000.000,20993000.000,19825000.000,20907000.000,23402000.000,27150000.000,39485000.000,60293000.000,56140000.000,56382000.000
AssetsFairValueDisclosure,,,,,,,,,,,,,,21669000.000,,,,51983000.000,
AvailableForSaleSecuritiesFairValueDisclosure,,,,,,500000.000,,,,,,,,,,,,,
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,,,,,,,,0.200,,,,,,,,
Cash,,,,,1041000.000,1444000.000,1066000.000,1903000.000,2662000.000,2984000.000,2065000.000,3116000.000,3632000.000,6283000.000,6564000.000,17291000.000,17583000.000,9452000.000,7944000.000
CashAndCashEquivalentsAtCarryingValue,21822000.000,23072000.000,20661000.000,19996000.000,22213000.000,21983000.000,19811000.000,18938000.000,16579000.000,17662000.000,14112000.000,16751000.000,18012000.000,20608000.000,20739000.000,35369000.000,57759000.000,50918000.000,48000000.000
CashAndCashEquivalentsFairValueDisclosure,,,,,,21983000.000,,,,,,,,20608000.000,,,,50918000.000,
CashEquivalentsAtCarryingValue,,,,,,,,,,17662000.000,,190000.000,190000.000,,,,,,
CashFDICInsuredAmount,,,,,,21733000.000,,,,,,,,,,,,,
CashUninsuredAmount,,,,,21963000.000,,19561000.000,,,17143000.000,13857000.000,16129000.000,17758000.000,19956000.000,20088000.000,34718000.000,57109000.000,50418000.000,47219000.000
ClassOfWarrantOrRightOutstanding,,,,,,250000.000,,,,750000.000,750000.000,750000.000,750000.000,750000.000,750000.000,750000.000,750000.000,375000.000,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
CommonStockSharesIssued,25977563.000,25782893.000,25037518.000,25690712.000,25963094.000,25392269.000,25086295.000,25854548.000,24986336.000,24274336.000,23445736.000,23311485.000,23239951.000,23211149.000,23295446.000,23317946.000,23329196.000,23744829.000,24329954.000
CommonStockSharesOutstanding,25977563.000,25782893.000,25037518.000,25690712.000,25963094.000,25392269.000,25086295.000,25854548.000,24986336.000,24274336.000,23445736.000,23311485.000,23239951.000,23211149.000,23295446.000,23317946.000,23329196.000,23744829.000,24329954.000
CommonStockValue,260000.000,258000.000,250000.000,257000.000,260000.000,254000.000,251000.000,259000.000,250000.000,243000.000,234000.000,233000.000,232000.000,232000.000,233000.000,233000.000,233000.000,238000.000,243000.000
DeferredRentCreditCurrent,,7000.000,,,,,,,,,,,,,,,,,
DeferredTaxAssetsGross,,,,,,9250000.000,,9730000.000,,8874000.000,,,,7238000.000,,,415000.000,207000.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,6194000.000,,,4093000.000,,,,,,,,,,
DeferredTaxAssetsNet,,,,,,6194000.000,,5659000.000,,4743000.000,,,,4958000.000,2280000.000,2280000.000,415000.000,207000.000,
DeferredTaxAssetsNetNoncurrent,7000000.000,6860000.000,6903000.000,6483000.000,6194000.000,6194000.000,5579000.000,5659000.000,4093000.000,4743000.000,3987000.000,4077000.000,3815000.000,4958000.000,6396000.000,1874000.000,415000.000,207000.000,168000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,8740000.000,8840000.000,7850000.000,8581000.000,,8454000.000,,,,6819000.000,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,420000.000,,1149000.000,,,,,,,,,,,
DeferredTaxAssetsValuationAllowance,,,,,,-3066000.000,,-4071000.000,,-4131000.000,,,,2280000.000,,,,,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeBeforeTax,,,,,,3372000.000,,,,,,,,,,,,,
DividendsPayableAmountPerShare,,,,,,,,,,,,,,,,,,0.100,
EmployeeRelatedLiabilitiesCurrent,,,,,,,,,,,,,,,,,,1748000.000,258000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,,,,,,,228000.000,202000.000,99000.000,43000.000,12000.000,0.000,0.000,0.000,0.000,
FDICIndemnificationAsset,,,,,,250000.000,,,,,,,,,,,,,
FinancialInstrumentsOwnedCorporateEquitiesAtFairValue,,,,,,,,,,,1000000.000,1000000.000,1000000.000,,1000000.000,1000000.000,1000000.000,,1000000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,,,,-2728000.000,-3141000.000,-3554000.000,-3967000.000,-4383000.000,-4797000.000,5094000.000,5143000.000,5196000.000,5246000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,,,,,,754000.000,730000.000,684000.000,640000.000,612000.000,567000.000,521000.000,472000.000,445000.000,402000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,,,,1649000.000,1652000.000,1535000.000,1169000.000,809000.000,444000.000,196000.000,196000.000,200000.000,200000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,,,,189000.000,189000.000,188000.000,186000.000,189000.000,189000.000,189000.000,189000.000,193000.000,193000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,,,,189000.000,189000.000,192000.000,192000.000,195000.000,194000.000,192000.000,193000.000,193000.000,193000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,,,,801000.000,439000.000,192000.000,192000.000,197000.000,196000.000,196000.000,196000.000,200000.000,193000.000
FiniteLivedIntangibleAssetsGross,,,,,,,,,,6310000.000,6340000.000,6345000.000,6346000.000,6385000.000,6387000.000,6388000.000,6389000.000,6427000.000,6427000.000
FiniteLivedIntangibleAssetsNet,,,,,,,,,,3582000.000,3199000.000,2791000.000,2379000.000,2002000.000,1590000.000,1294000.000,1246000.000,1231000.000,1181000.000
FiniteLivedPatentsGross,,,,,,,,,,3582000.000,3199000.000,2791000.000,2379000.000,2002000.000,1590000.000,1294000.000,1246000.000,1231000.000,1181000.000
Investments,,,,,,,,196000.000,386000.000,,380000.000,,,,,,,,
Liabilities,2609000.000,1955000.000,1731000.000,2582000.000,668000.000,825000.000,1685000.000,764000.000,1791000.000,2211000.000,2067000.000,886000.000,963000.000,1691000.000,2592000.000,1831000.000,10114000.000,4725000.000,2562000.000
LiabilitiesAndStockholdersEquity,31860000.000,31199000.000,29129000.000,31599000.000,30600000.000,29805000.000,31869000.000,31568000.000,31298000.000,29152000.000,28774000.000,26902000.000,27310000.000,30381000.000,35155000.000,42672000.000,61973000.000,57597000.000,57750000.000
MarketableSecurities,,,,,,,,,,,,,,1000000.000,,,,1000000.000,
MarketableSecuritiesCurrent,,,556000.000,555000.000,552000.000,547000.000,542000.000,530000.000,520000.000,1079000.000,1099000.000,1067000.000,1079000.000,1061000.000,1087000.000,1103000.000,1100000.000,1065000.000,1064000.000
MoneyMarketFundsAtCarryingValue,,,,,21172000.000,20539000.000,18745000.000,17035000.000,13917000.000,14678000.000,12047000.000,13635000.000,14380000.000,14325000.000,14175000.000,18078000.000,40176000.000,40176000.000,40056000.000
OperatingLossCarryforwards,,,,,24980000.000,25255000.000,23087000.000,25239000.000,22855000.000,25200000.000,22796000.000,23329000.000,22540000.000,19603000.000,18387000.000,5400000.000,,20700000.000,
