,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-12-31,2017-03-31
AccountsPayableCurrent,669000.000,558000.000,213000.000,261000.000,260000.000,242000.000,347000.000,164000.000,228000.000,228000.000,435000.000,209000.000,245000.000,404000.000,324000.000,249000.000,63000.000,,111000.000,66000.000,329000.000
AccountsReceivableNetCurrent,221000.000,317000.000,84000.000,118000.000,9000.000,9000.000,17000.000,10000.000,43000.000,51000.000,46000.000,10000.000,5000.000,5000.000,12000.000,12000.000,,,,,
AccruedLiabilitiesCurrent,735000.000,637000.000,502000.000,395000.000,219000.000,196000.000,99000.000,57000.000,94000.000,134000.000,86000.000,133000.000,180000.000,312000.000,152000.000,189000.000,15000.000,,16000.000,124000.000,196000.000
AccruedProfessionalFeesCurrent,,,,,,124000.000,,,66000.000,,,,100000.000,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,88000.000,,,119000.000,,,,162000.000,,,,3000.000,,,-116000.000,215000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-4710000.000,-4747000.000,-4861000.000,-5828000.000,-6703000.000,-281000.000,-281000.000,-281000.000,-281000.000,-281000.000,-281000.000,-281000.000,-281000.000,-281000.000,-281000.000,-890000.000,-1206000.000,,81000.000,-66000.000,
AdditionalPaidInCapital,,,,,,,,,,,,,,,,,,,315430000.000,327943000.000,334465000.000
AdditionalPaidInCapitalCommonStock,282547000.000,282535000.000,283171000.000,285644000.000,290049000.000,295050000.000,300592000.000,301684000.000,304886000.000,305009000.000,305935000.000,307931000.000,308288000.000,309452000.000,310108000.000,310248000.000,311167000.000,,,,
Assets,7383000.000,5089000.000,4433000.000,3768000.000,7257000.000,7560000.000,14732000.000,12823000.000,13873000.000,12351000.000,12200000.000,11757000.000,10676000.000,10574000.000,10109000.000,7584000.000,6119000.000,,3976000.000,1908000.000,1562000.000
AssetsCurrent,6977000.000,4725000.000,4204000.000,3671000.000,5008000.000,3792000.000,6613000.000,5203000.000,4817000.000,3425000.000,2653000.000,2387000.000,1632000.000,1791000.000,1483000.000,3405000.000,2439000.000,,2376000.000,552000.000,633000.000
