,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
AmortizationOfFinancingCosts,,,196000.000,,,,271000.000
AmortizationOfIntangibleAssets,251000.000,250000.000,251000.000,251000.000,250000.000,251000.000,251000.000
AssetImpairmentCharges,,,,,13749000.000,,
CashPeriodIncreaseDecrease,,,869000.000,,,,-147000.000
ComprehensiveIncomeNetOfTax,,,-8403000.000,-4760000.000,-16372000.000,-12327000.000,-4537000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,1000.000,-41000.000,-4394000.000,-292000.000,34000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,-8402000.000,-4802000.000,-20766000.000,-12618000.000,-4503000.000
ConstructionInProgressExpendituresIncurredButNotYetPaid,,,126000.000,,,,211000.000
CostOfGoodsSold,46258000.000,44326000.000,42352000.000,38140000.000,34054000.000,37798000.000,36191000.000
Depletion,,,3461000.000,1159000.000,1488000.000,1193000.000,1573000.000
Depreciation,,,2542000.000,,,,2616000.000
DepreciationAndAmortization,,,,2793000.000,2827000.000,,2866000.000
DepreciationDepletionAndAmortization,,,,,,,4711000.000
DirectCostsOfLeasedAndRentedPropertyOrEquipment,,,,,,,1520000.000
EffectOfExchangeRateOnCashAndCashEquivalents,,,-44000.000,,,,59000.000
EffectiveIncomeTaxRateContinuingOperations,,,,0.006,0.000,,0.003
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,0.340,0.340,,0.340
GainLossOnDispositionOfAssets,,,-4000.000,,,,
GrossProfit,3748000.000,2276000.000,4704000.000,8404000.000,5460000.000,1827000.000,7493000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-6120000.000,-7877000.000,-8406000.000,-4834000.000,-20420000.000,-11407000.000,-4674000.000
IncomeLossIncludingPortionAttributableToNoncontrollingInterest,,,,-4864000.000,-20427000.000,,-4690000.000
IncomeTaxExpenseBenefit,40000.000,-4000.000,,29000.000,7000.000,,16000.000
IncomeTaxesPaid,,,,,,,3000.000
IncreaseDecreaseCashCollateralFromCounterparties,,,,,,,100000.000
IncreaseDecreaseInAccountsPayable,,,874000.000,,,,1419000.000
IncreaseDecreaseInAccountsReceivable,,,1736000.000,,,,2541000.000
IncreaseDecreaseInAccruedLiabilities,,,7485000.000,,,,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,,,,,,4593000.000
IncreaseDecreaseInInventories,,,-2229000.000,,,,502000.000
IncreaseDecreaseInOperatingCapital,,,,,,,-1568000.000
IncreaseDecreaseInOtherOperatingAssets,,,370000.000,,,,1307000.000
IncreaseDecreaseInPensionAndPostretirementObligations,,,55000.000,,,,-94000.000
IncreaseDecreaseInRestrictedCash,,,,,,,171000.000
InterestExpense,5886000.000,5975000.000,5857000.000,5957000.000,6096000.000,6210000.000,6182000.000
InterestPaid,,,963000.000,,,,1159000.000
NetCashProvidedByUsedInFinancingActivities,,,-5415000.000,,,,-525000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-5415000.000,,,,-525000.000
NetCashProvidedByUsedInInvestingActivities,,,-293000.000,,,,-1308000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-293000.000,,,,-1308000.000
NetCashProvidedByUsedInOperatingActivities,,,6621000.000,,,,1627000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,6621000.000,,,,1627000.000
NetIncomeLoss,-6120000.000,-7560000.000,-8396000.000,-4830000.000,-16113000.000,-10864000.000,-4670000.000
NetIncomeLossAttributableToNoncontrollingInterest,-40000.000,-313000.000,-10000.000,-33000.000,-4314000.000,-377000.000,-20000.000
OperatingIncomeLoss,-277000.000,-1859000.000,-2608000.000,1066000.000,-14451000.000,-5192000.000,1508000.000
OperatingLeasesRentExpenseNet,,,,,,,350000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,,,-54000.000,,,,
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToParent,,,54000.000,,114000.000,,-81000.000
OtherComprehensiveIncomeDefinedBenefitPlansTax,,,0.000,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToNoncontrollingInterest,,,11000.000,-8000.000,-80000.000,85000.000,54000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,47000.000,70000.000,-145000.000,16000.000,52000.000
