,2011-01-31,2011-04-30,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccountsAndOtherReceivablesNetCurrent,,,7305000.000,9652000.000,7849000.000,12218000.000,10430000.000,9447000.000,9308000.000,28696000.000,15527000.000,28901000.000,18243000.000,18808000.000,14866000.000,16678000.000,22056000.000,18256000.000,25642000.000,26271000.000,22743000.000,25502000.000,22454000.000,33921000.000,37632000.000,36906000.000
AccountsPayableCurrent,129779000.000,131767000.000,119494000.000,116559000.000,131143000.000,171889000.000,143139000.000,143958000.000,165084000.000,178710000.000,135040000.000,144721000.000,132939000.000,170555000.000,164619000.000,147546000.000,177954000.000,198392000.000,162587000.000,190246000.000,180554000.000,197264000.000,263774000.000,257810000.000,286692000.000,343453000.000
AccountsReceivableNetCurrent,169197000.000,255857000.000,162188000.000,155596000.000,166841000.000,274256000.000,221655000.000,206321000.000,241007000.000,293892000.000,230852000.000,210790000.000,208736000.000,359630000.000,264927000.000,227245000.000,266715000.000,339889000.000,244052000.000,291037000.000,309298000.000,356531000.000,370085000.000,445623000.000,452219000.000,579419000.000
AccruedMarketingCostsCurrent,,,12345000.000,14894000.000,13742000.000,11762000.000,11053000.000,15348000.000,13505000.000,13132000.000,12580000.000,17886000.000,16325000.000,16435000.000,17474000.000,20375000.000,18224000.000,19921000.000,19817000.000,21376000.000,21244000.000,24541000.000,40452000.000,37782000.000,43238000.000,46897000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,93047000.000,96601000.000,100023000.000,103212000.000,106424000.000,108435000.000,111041000.000,114466000.000,116584000.000,119076000.000,101182000.000,103501000.000,105475000.000,106006000.000,103639000.000,104732000.000,107168000.000,110584000.000,114823000.000,120094000.000,123318000.000,129476000.000,136169000.000,142049000.000,150386000.000,158222000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-169000.000,-166000.000,-67000.000,-98000.000,-82000.000,-72000.000,-60000.000,-59000.000,-43000.000,-43000.000,-22000.000,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,188501000.000,189974000.000,190127000.000,190288000.000,190748000.000,191678000.000,192248000.000,193573000.000,193014000.000,193578000.000,198838000.000,203959000.000,205355000.000,206477000.000,208501000.000,210610000.000,212261000.000,213959000.000,215539000.000,218443000.000,220537000.000,222494000.000,224496000.000,228087000.000,230571000.000,233055000.000
AllowanceForDoubtfulAccountsReceivableCurrent,581000.000,524000.000,549000.000,528000.000,462000.000,566000.000,527000.000,522000.000,435000.000,356000.000,157000.000,235000.000,148000.000,123000.000,348000.000,339000.000,365000.000,509000.000,1283000.000,682000.000,780000.000,846000.000,625000.000,641000.000,689000.000,659000.000
Assets,1127120000.000,1179502000.000,1198070000.000,1182369000.000,1142631000.000,1242954000.000,1243054000.000,1267553000.000,1208994000.000,1289360000.000,1328268000.000,1318725000.000,1248597000.000,1372403000.000,1408718000.000,1408849000.000,1455783000.000,1550262000.000,1503248000.000,1572383000.000,1586363000.000,1697880000.000,2325464000.000,2381758000.000,2432425000.000,2600076000.000
AssetsCurrent,539703000.000,596087000.000,623767000.000,611691000.000,578500000.000,682696000.000,684886000.000,707197000.000,657532000.000,751538000.000,830704000.000,790423000.000,720624000.000,848280000.000,844049000.000,851185000.000,860540000.000,947864000.000,775841000.000,841915000.000,868105000.000,974392000.000,1016858000.000,1069710000.000,1115609000.000,1271365000.000
