,2011-12-31
AccretionOfDiscount,840786.000
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,713982.000
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,52017.000
AmortizationOfFinancingCosts,24136.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-126769.000
ComprehensiveIncomeNetOfTax,-6543152.000
CostOfGoldProductsAndServices,0.000
Depreciation,246415.000
EarningsPerShareBasicAndDiluted,-0.010
GainLossOnDerivativeInstrumentsNetPretax,624662.000
GainLossOnSaleOfInvestments,0.000
GainLossOnSaleOfPropertyPlantEquipment,55500.000
GainLossOnSaleOfSecuritiesNet,-846128.000
GainsLossesOnExtinguishmentOfDebt,0.000
GoldProductsAndServicesRevenue,0.000
GrossProfit,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-4581152.000
IncomeTaxExpenseBenefit,0.000
IncreaseDecreaseInAccountsPayable,134083.000
IncreaseDecreaseInAccountsPayableRelatedParties,-43864.000
IncreaseDecreaseInAccruedLiabilities,352343.000
IncreaseDecreaseInEmployeeRelatedLiabilities,170369.000
IncreaseDecreaseInNotesReceivableCurrent,-43624.000
InterestExpense,1476647.000
InterestPaid,0.000
NetCashProvidedByUsedInFinancingActivities,1372450.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1372450.000
NetCashProvidedByUsedInInvestingActivities,226498.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,226498.000
NetCashProvidedByUsedInOperatingActivities,-1725717.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-1725717.000
NetIncomeLoss,-4581152.000
OperatingExpenses,2679597.000
OperatingIncomeLoss,-2679597.000
OtherAssetImpairmentCharges,0.000
OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostNetOfTax,-1962000.000
PaymentsOfFinancingCosts,26550.000
PaymentsToAcquireAvailableForSaleSecurities,43622.000
PaymentsToAcquireInvestments,100000.000
PaymentsToAcquireNotesReceivable,43624.000
ProceedsFromConvertibleDebt,463000.000
ProceedsFromIssuanceOfConvertiblePreferredStock,250000.000
ProceedsFromSaleOfAvailableForSaleSecurities,413744.000
ProfessionalFees,756763.000
RepaymentsOfNotesPayable,0.000
RoyaltyRevenue,-15000.000
SellingGeneralAndAdministrativeExpense,1731919.000
ShareBasedCompensation,52017.000
StockIssued1,0.000
StockIssuedDuringPeriodValueNewIssues,250000.000
UnrealizedLossOnSecurities,200000.000
