,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AcquisitionCosts,,,,,,,,,,,,,,,351000.000,682000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,1199000.000,,,,1643000.000,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,1618000.000,1427000.000,,1643000.000,1658000.000,891000.000,647000.000,1530000.000,1076000.000,1215000.000,1348000.000,1265000.000,1207000.000
AmortizationOfDebtDiscountPremium,,,,,,,,89000.000,70000.000,,176000.000,143000.000,172000.000,173000.000,186000.000,198000.000
AmortizationOfFinancingCosts,,,,,,,,222000.000,124000.000,,316000.000,76000.000,36000.000,37000.000,36000.000,36000.000
AmortizationOfFinancingCostsAndDiscounts,,,649000.000,,,,736000.000,,,,492000.000,,,,222000.000,
AmortizationOfIntangibleAssets,,,,3842000.000,,,3581000.000,3584000.000,3550000.000,,3272000.000,3389000.000,3961000.000,,2939000.000,3704000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,,,,,19775518.000,14514091.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationAsset,,,-297000.000,,,,0.000,,,,,,,,,
BusinessCombinationIntegrationRelatedCosts,375000.000,743000.000,362000.000,2844000.000,-762000.000,958000.000,269000.000,158000.000,173000.000,306000.000,26000.000,0.000,1000.000,205000.000,351000.000,331000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,593000.000,,,,8663000.000,,,,201000.000,,,,-17724000.000,
ComprehensiveIncomeNetOfTax,-1545000.000,-990000.000,-1728000.000,-5813000.000,-3894000.000,-17413000.000,-6504000.000,-28114000.000,-3891000.000,-176000.000,323000.000,-4042000.000,1713000.000,1463000.000,17747000.000,1972000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,3000.000,-12000.000,,,,,,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,-5810000.000,-3906000.000,,,,,,,,,,,
CostOfGoodsAndServicesSold,18731000.000,23949000.000,24983000.000,27296000.000,24854000.000,30918000.000,28191000.000,25212000.000,26629000.000,22864000.000,21006000.000,23610000.000,23272000.000,22856000.000,22227000.000,25582000.000
CostOfGoodsSold,4681000.000,8909000.000,8529000.000,11468000.000,9143000.000,14141000.000,11767000.000,9638000.000,11702000.000,8706000.000,6101000.000,9085000.000,7064000.000,8183000.000,6182000.000,8135000.000
CostOfServicesDepreciationAndAmortization,2347000.000,2228000.000,1879000.000,1901000.000,1912000.000,3295000.000,1810000.000,1810000.000,1804000.000,1556000.000,1595000.000,1677000.000,2495000.000,1708000.000,1481000.000,1965000.000
CostOfServicesLicensesAndMaintenanceAgreements,6687000.000,7409000.000,8683000.000,7915000.000,7288000.000,7204000.000,8089000.000,7370000.000,6875000.000,6655000.000,6963000.000,6831000.000,7174000.000,6776000.000,7800000.000,8446000.000
CostsAndExpenses,28732000.000,29176000.000,30322000.000,32171000.000,29577000.000,42163000.000,30161000.000,30689000.000,31076000.000,27038000.000,25455000.000,24442000.000,23484000.000,24551000.000,28346000.000,30953000.000
DebtInstrumentPeriodicPaymentPrincipal,,,,,,,,,638000.000,,592000.000,,,,,
DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,,,,,,,,,,,,,,,278000.000,
DeferredIncomeTaxExpenseBenefit,,,-95000.000,,,,2772000.000,,,,279000.000,,,,-18320000.000,
DepreciationAndAmortization,5223000.000,2352000.000,2807000.000,2725000.000,2651000.000,3125000.000,2653000.000,2594000.000,2652000.000,2641000.000,2482000.000,2563000.000,2944000.000,2142000.000,2099000.000,2416000.000
DepreciationDepletionAndAmortization,,,4686000.000,4626000.000,4563000.000,6420000.000,4463000.000,4404000.000,4456000.000,4197000.000,4077000.000,4240000.000,5439000.000,3850000.000,3580000.000,4381000.000
DerivativeCostOfHedge,,,,,,,,,65000.000,,,,,,,
DividendsPreferredStockStock,,,,,,,,,,,,,,,-413000.000,
EarningsPerShareBasic,,,-0.020,-0.060,-0.040,-0.190,-0.070,-0.300,-0.040,-0.010,0.000,-0.040,0.020,0.020,0.110,0.010
EarningsPerShareDiluted,,,-0.020,-0.060,-0.040,-0.190,-0.070,-0.300,-0.040,-0.010,0.000,-0.040,0.020,0.020,0.110,0.010
EffectOfExchangeRateOnCashAndCashEquivalents,,,-12000.000,,,,81000.000,,,,0.000,,,,-24000.000,
GainLossRelatedToLitigationSettlement,,,,,,,,,,,0.000,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,,-4821000.000,0.000,,,0.000
GeneralAndAdministrativeExpense,8264000.000,7500000.000,8637000.000,7409000.000,7783000.000,18537000.000,7119000.000,8829000.000,9654000.000,9087000.000,7360000.000,6404000.000,6282000.000,7098000.000,7512000.000,8010000.000
GoodwillPeriodIncreaseDecrease,,,,,,,,,,,,,,,52889000.000,
GoodwillTranslationAdjustments,,,,,,,43000.000,,,,,,,,,
GrossProfit,36861000.000,36128000.000,35995000.000,35590000.000,35540000.000,33728000.000,35443000.000,31981000.000,30616000.000,30731000.000,29897000.000,30204000.000,30710000.000,30749000.000,32176000.000,40017000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,341000.000,-1255000.000,-2258000.000,-3758000.000,-2142000.000,-16571000.000,-3478000.000,-27408000.000,-4579000.000,-629000.000,306000.000,-3276000.000,2624000.000,2235000.000,-696000.000,4647000.000
IncomeLossFromEquityMethodInvestments,,,,0.000,0.000,,0.000,,,,,,,,,
IncomeTaxExpenseBenefit,2026000.000,-242000.000,-395000.000,2121000.000,1684000.000,681000.000,3015000.000,712000.000,-478000.000,-360000.000,-19000.000,675000.000,886000.000,755000.000,-18391000.000,2663000.000
IncomeTaxesPaidNet,,,-21000.000,,,,114000.000,,,,46000.000,,,,60000.000,
IncreaseDecreaseInAccountsPayable,,,1183000.000,,,,1318000.000,,,,-1898000.000,,,,-1506000.000,
IncreaseDecreaseInAccountsReceivable,,,-949000.000,,,,635000.000,,,,-10044000.000,,,,-6607000.000,
IncreaseDecreaseInAccruedSalaries,,,-1812000.000,,,,48000.000,,,,-352000.000,,,,-5745000.000,
IncreaseDecreaseInDeferredRevenue,,,2343000.000,,,,2387000.000,,,,-3308000.000,,,,-1762000.000,
IncreaseDecreaseInInventories,,,2615000.000,,,,-1023000.000,,,,-10000.000,,,,480000.000,
IncreaseDecreaseInOperatingCapital,,,,,,,-5040000.000,,,,,,,,,
IncreaseDecreaseInOtherAccruedLiabilities,,,7278000.000,,,,,,,,,,,,-3197000.000,
IncreaseDecreaseInOtherOperatingCapitalNet,,,7896000.000,,,,-1132000.000,,,,1535000.000,,,,-2372000.000,
IncreaseDecreaseInPrepaidExpense,,,1881000.000,,,,1224000.000,,,,155000.000,,,,1435000.000,
IncreaseDecreaseInRestrictedCash,,,0.000,,,,,,,,-160000.000,,,,-23000.000,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,,,,,,,9682925.000,,,,19775518.000,
