,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AllocatedShareBasedCompensationExpense,,,,436000.000,-240000.000,,301000.000,59000.000,69000.000,74000.000,64000.000
AmortizationOfAcquiredIntangibleAssets,7503000.000,7783000.000,7782000.000,7663000.000,7645000.000,7644000.000,7183000.000,7508000.000,6796000.000,,
AmortizationOfIntangibleAssets,,,9319000.000,,,,8520000.000,,,,3306000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,37359000.000,,,,16408000.000,,,,-2622000.000
ComprehensiveIncomeNetOfTax,,,3019000.000,-11398000.000,8795000.000,-350000.000,-1329000.000,-4954000.000,7043000.000,4455000.000,-7742000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,,,,,-292000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,-7450000.000
CostOfGoodsSold,8078000.000,7868000.000,5625000.000,7170000.000,5032000.000,5522000.000,4983000.000,4548000.000,4107000.000,6820000.000,5329000.000
CostOfRevenue,52230000.000,53438000.000,44908000.000,45963000.000,42348000.000,42464000.000,41215000.000,40001000.000,44624000.000,48832000.000,47205000.000
CostOfServices,40483000.000,42105000.000,37746000.000,37456000.000,17529000.000,-19689000.000,16728000.000,17295000.000,18260000.000,18166000.000,17392000.000
CostOfServicesLicensesAndMaintenanceAgreements,,,,,18486000.000,,18167000.000,16821000.000,17702000.000,16830000.000,17505000.000
CostOfServicesLicensesAndServices,,,,,,,,,2581000.000,,5755000.000
DeferredIncomeTaxExpenseBenefit,,,-504000.000,,,,-1699000.000,,,,1142000.000
Depreciation,,,1711000.000,,,,1741000.000,,,,2191000.000
DerivativeInstrumentsLossRecognizedInIncome,,,,18000000.000,18000.000,,0.000,0.000,0.000,,
EffectOfExchangeRateOnCashAndCashEquivalents,,,1272000.000,,,,-1590000.000,,,,-275000.000
EffectiveIncomeTaxRateContinuingOperations,,,,-0.699,-2.656,,0.514,0.014,1.851,,
ForeignCurrencyTransactionGainLossUnrealized,,,-157000.000,,,,,,,,
GoodwillTranslationAdjustments,,,,,,,-179000.000,,,,-39000.000
GrossProfit,80899000.000,79800000.000,69796000.000,60949000.000,69134000.000,67149000.000,63406000.000,60349000.000,63888000.000,74463000.000,60481000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,12548000.000,15236000.000,2218000.000,-6158000.000,2146000.000,-1396000.000,-1977000.000,-5478000.000,-9257000.000,3013000.000,-5817000.000
IncomeTaxExpenseBenefit,2830000.000,4907000.000,457000.000,4305000.000,-5701000.000,-695000.000,-1016000.000,-79000.000,-17135000.000,-990000.000,1613000.000
IncomeTaxReconciliationTaxCreditsForeign,,,,,2800000.000,,,,,,
IncomeTaxReconciliationTaxCreditsResearch,,,,,,,500000.000,,,,
IncomeTaxesPaid,,,298000.000,,,,766000.000,,,,1845000.000
IncreaseDecreaseInAccountsPayable,,,-4357000.000,,,,-41000.000,,,,-710000.000
IncreaseDecreaseInAccountsReceivable,,,-1005000.000,,,,1645000.000,,,,-631000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,,4800000.000,,,,,,,
IncreaseDecreaseInAccruedLiabilities,,,-1111000.000,,,,-3456000.000,,,,-1539000.000
IncreaseDecreaseInDeferredRevenue,,,27839000.000,,,,17167000.000,,,,18330000.000
IncreaseDecreaseInOtherOperatingAssets,,,-1745000.000,,,,-88000.000,,,,1998000.000
InterestPaid,,,7922000.000,,,,9753000.000,,,,9510000.000
LicenseAndMaintenanceRevenue,,,,,69819000.000,,66348000.000,65562000.000,64676000.000,65387000.000,61208000.000
LicenseAndServicesRevenue,,,,,,,,,7894000.000,,10539000.000
NetCashProvidedByUsedInFinancingActivities,,,-1250000.000,,,,0.000,,,,-16096000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-1250000.000,,,,0.000,,,,-16096000.000
NetCashProvidedByUsedInInvestingActivities,,,-1362000.000,,,,-3246000.000,,,,-2430000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-1362000.000,,,,-3246000.000,,,,-2430000.000
NetCashProvidedByUsedInOperatingActivities,,,38699000.000,,,,21244000.000,,,,16179000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,38699000.000,,,,21244000.000,,,,16179000.000
NetIncomeLoss,9718000.000,10329000.000,1761000.000,-10463000.000,7847000.000,-701000.000,-961000.000,-5399000.000,7878000.000,4003000.000,-7430000.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,,,,,,,,-292000.000
NonoperatingIncomeExpense,-16676000.000,-15635000.000,-17745000.000,-16826000.000,-16661000.000,-16431000.000,-16510000.000,-15598000.000,-18681000.000,-19590000.000,-18857000.000
OperatingExpenses,51675000.000,48929000.000,49833000.000,50281000.000,50327000.000,52114000.000,48873000.000,50229000.000,54464000.000,51860000.000,47441000.000
OperatingIncomeLoss,29224000.000,30871000.000,19963000.000,10668000.000,18807000.000,15035000.000,14533000.000,10120000.000,9424000.000,22603000.000,13040000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,,1258000.000,,,,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,-935000.000,948000.000,,-368000.000,445000.000,-835000.000,452000.000,-312000.000
OtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,-312000.000
PaidInKindInterest,,,997000.000,,,,1213000.000,,,,1587000.000
PaymentsToAcquireAvailableForSaleSecurities,,,,,,,1886000.000,,,,0.000
PaymentsToAcquirePropertyPlantAndEquipment,,,1362000.000,,,,1360000.000,,,,2430000.000
ProceedsFromDivestitureOfInterestInConsolidatedSubsidiaries,,,,,,,0.000,,,,
ProceedsFromIssuanceOfCommonStock,,,,,,,,,,,4000.000
ProceedsFromRepaymentsOfDebt,,,-1250000.000,,,,0.000,,,,-16100000.000
ProfitLoss,,,,,,,,,,,-7138000.000
ProvisionForDoubtfulAccounts,,,,,,,16000.000,,,,605000.000
ResearchAndDevelopmentExpense,9719000.000,9836000.000,9636000.000,10025000.000,10416000.000,10571000.000,12220000.000,11632000.000,13643000.000,12722000.000,14287000.000
RestructuringCharges,-124000.000,-87000.000,1230000.000,1105000.000,-15000.000,-38000.000,-46000.000,0.000,0.000,0.000,0.000
RestructuringReservePeriodIncreaseDecrease,,,,,,,-46000.000,,,,
RestructuringReserveSettledWithCash,,,,,,,71000.000,,,,
Revenues,133129000.000,133238000.000,114704000.000,106912000.000,111482000.000,109613000.000,104621000.000,100350000.000,108512000.000,123295000.000,107686000.000
SalesRevenueGoodsNet,32399000.000,33795000.000,20383000.000,13361000.000,19466000.000,17474000.000,18194000.000,13914000.000,18230000.000,26441000.000,16854000.000
SalesRevenueNet,133129000.000,133238000.000,114704000.000,106912000.000,111482000.000,109613000.000,104621000.000,100350000.000,108512000.000,123295000.000,107686000.000
SalesRevenueServicesNet,100730000.000,99443000.000,94321000.000,93551000.000,22197000.000,-122066000.000,20079000.000,20874000.000,17712000.000,20776000.000,19085000.000
SellingGeneralAndAdministrativeExpense,34577000.000,31397000.000,31185000.000,31488000.000,32281000.000,33937000.000,29516000.000,31089000.000,34025000.000,37268000.000,31072000.000
ShareBasedCompensation,,,137000.000,,,,301000.000,,,,64000.000
StockIssuedDuringPeriodValueNewIssues,,,,,,,,,,,4000.000
StockIssuedDuringPeriodValueShareBasedCompensation,,,,,,,,,,,64000.000
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,,,,,3000000.000,,,,,,
