,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,5145000.000,4115000.000,3841000.000,4399000.000,2395000.000,2136000.000,2025000.000,2971000.000,5241000.000,4085000.000,5057000.000,8517000.000,3390000.000,2455000.000,4609000.000
AccountsReceivableGrossCurrent,3638000.000,4403000.000,3980000.000,4012000.000,4626000.000,3746000.000,3942000.000,6760000.000,7293000.000,8633000.000,9041000.000,9219000.000,8050000.000,8257000.000,9216000.000
AccrualForEnvironmentalLossContingencies,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
AccruedLiabilitiesCurrent,2476000.000,2144000.000,1732000.000,2217000.000,2706000.000,2133000.000,1820000.000,2678000.000,7867000.000,6857000.000,5274000.000,4884000.000,5386000.000,5684000.000,4741000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,15169000.000,16851000.000,18549000.000,20310000.000,22170000.000,22828000.000,24672000.000,27290000.000,30920000.000,34508000.000,38160000.000,41880000.000,45853000.000,50212000.000,54668000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,492000.000,404000.000,52000.000,777000.000,348000.000,-123000.000,717000.000,102000.000,1293000.000,397000.000,378000.000,1209000.000,2657000.000,3105000.000
AllowanceForDoubtfulAccountsReceivableCurrent,0.000,0.000,0.000,,,0.000,,,,0.000,,,,0.000,
Assets,264238000.000,339366000.000,338979000.000,341089000.000,338280000.000,331588000.000,329485000.000,573386000.000,654527000.000,648522000.000,655821000.000,655619000.000,651484000.000,648413000.000,642641000.000
AssetsCurrent,6117000.000,10658000.000,10400000.000,12868000.000,11454000.000,12756000.000,11355000.000,19521000.000,22973000.000,17515000.000,18791000.000,18957000.000,16015000.000,16619000.000,14237000.000
BusinessCombinationContingentConsiderationLiability,,,,,,,,,19175000.000,18830000.000,18489000.000,18147000.000,17802000.000,,
CashAndCashEquivalentsAtCarryingValue,973000.000,4454000.000,4116000.000,6216000.000,4559000.000,6599000.000,4445000.000,9960000.000,12686000.000,5870000.000,6888000.000,6989000.000,4394000.000,4584000.000,1762000.000
CashFDICInsuredAmount,250000.000,,,,,,,,,,,,,,
ContractualObligation,,106093000.000,138664000.000,141033000.000,139771000.000,141314000.000,139457000.000,222315000.000,267659000.000,268743000.000,282787000.000,283567000.000,284037000.000,291618000.000,289886000.000
ContractualObligationDueAfterFifthYear,,,,116000.000,106000.000,0.000,0.000,13361000.000,13357000.000,11989000.000,11985000.000,11986000.000,11979000.000,12851000.000,12851000.000
