,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccretionExpense,943182.000,943181.000,943182.000,,,,,,,,,,,,,,
AdditionsToNoncurrentAssets,,,,,392196.000,,916983.000,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,50133.000,,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,-7096.000,9661.000,,,,
AmortizationOfDebtDiscountPremium,,,15028.000,,,,16449.000,,,,16482.000,,,,123819.000,,
AmortizationOfFinancingCosts,,,99122.000,,,,,,,,,,,,283440.000,283440.000,0.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,10086474.000,10089315.000,,10512559.000,9512601.000,9512601.000,-20760267.000,,,,,,,
AssetImpairmentCharges,,,,,,,,,,,,,,,,136684.000,0.000
AssetRetirementObligationAccretionExpense,,,,,,,102.000,,,,0.000,,,,10915.000,,
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLoss,,,,47.000,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,3865.000,,3647.000,4461.000,-16908.000,-18955.000,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,29108.000,,,,681291.000,,,,9285.000,,,,220428.000,,
ComprehensiveIncomeNetOfTax,,,,,-638865.000,,-672256.000,-598606.000,-480932.000,-924835.000,-441227.000,-163982.000,-756138.000,-3268187.000,-2067355.000,-669139.000,-547369.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,166913.000,,,-672256.000,,,,-441227.000,,,,-2067355.000,,
ConvertiblePreferredDividendsNetOfTax,,,,129267.000,385290.000,,,,,,,,,,,,
CostOfGoodsSoldExcludingDepreciationDepletionAndAmortization,957616.000,679728.000,778968.000,,,,,,,,,,,,,,
CostsAndExpenses,21829171.000,23470735.000,21306860.000,569014.000,569524.000,-19999988.000,1117323.000,,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,,,-307496.000,,,,,,,,,,,,,,
DepreciationAndAmortization,,,,,,,,,,,9936.000,17638.000,17639.000,,454504.000,283478.000,301106.000
DepreciationAndAmortizationDiscontinuedOperations,,,,853147.000,,,,,,,,,,,,,
DepreciationDepletionAndAmortization,2196764.000,2236113.000,2291432.000,6277.000,4789.000,-2269293.000,5062.000,16282.000,19312.000,59057.000,9936.000,,,,454504.000,,
DilutiveSecurities,,,,,,,,,32727.000,,,,,,,,
