,2011-12-31,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,1148000.000,1316000.000,1128000.000,1248000.000,1400000.000,1685000.000,1253000.000,1319000.000,1464000.000,1435000.000,918000.000,1229000.000,1978000.000,1157000.000,1514000.000,1633000.000,1618000.000,1618000.000,1577000.000,1447000.000
AccountsReceivableNetCurrent,3295000.000,3337000.000,3624000.000,3622000.000,3511000.000,4247000.000,3825000.000,4625000.000,3857000.000,4619000.000,3644000.000,3854000.000,4243000.000,3984000.000,3867000.000,3976000.000,4627000.000,5016000.000,4079000.000,4505000.000
AccruedIncomeTaxesCurrent,588000.000,572000.000,493000.000,444000.000,352000.000,368000.000,417000.000,369000.000,285000.000,288000.000,345000.000,393000.000,356000.000,325000.000,340000.000,307000.000,1000.000,31000.000,109000.000,
AccruedLiabilitiesCurrent,1848000.000,1946000.000,1465000.000,1726000.000,1952000.000,1542000.000,1684000.000,2083000.000,2283000.000,1986000.000,1978000.000,2104000.000,2624000.000,1866000.000,1908000.000,2151000.000,1811000.000,1471000.000,1459000.000,1858000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,1096000.000,,,,1415000.000,,,,1474000.000,,,,1171000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-834000.000,-453000.000,-635000.000,-1163000.000,-1168000.000,-634000.000,-301000.000,-244000.000,-65000.000,-720000.000,-1318000.000,-1991000.000,-1241000.000,-1846000.000,-2057000.000,-2309000.000,-2985000.000,-3461000.000,-3657000.000,-3616000.000
AdditionalPaidInCapital,,,,,,,,,,,,,,,,,16162000.000,16176000.000,16304000.000,16458000.000
AdditionalPaidInCapitalCommonStock,33405000.000,33462000.000,31374000.000,31521000.000,31548000.000,31750000.000,31907000.000,32124000.000,31426000.000,30863000.000,30982000.000,31136000.000,31186000.000,31279000.000,16262000.000,16381000.000,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,142.000,142000.000,128000.000,83000.000,114000.000,139000.000,126000.000,130000.000,473000.000,484000.000,489000.000,250000.000,221000.000,232000.000,319000.000,313000.000,359000.000,451000.000,482000.000,534000.000
Assets,20930000.000,21139000.000,19946000.000,20110000.000,21341000.000,22674000.000,23006000.000,24518000.000,24745000.000,24491000.000,23378000.000,23616000.000,25921000.000,25615000.000,21358000.000,22045000.000,22445000.000,22340000.000,21826000.000,23167000.000
AssetsCurrent,8134000.000,8334000.000,7603000.000,8420000.000,9747000.000,10700000.000,10903000.000,12434000.000,12581000.000,12449000.000,11319000.000,11517000.000,12943000.000,11234000.000,6538000.000,6985000.000,7369000.000,6969000.000,6254000.000,6919000.000
CapitalizedSoftwareDevelopmentCostsForSoftwareSoldToCustomers,1213000.000,1160000.000,1048000.000,1004000.000,1248000.000,1328000.000,1432000.000,1502000.000,1553000.000,1686000.000,2115000.000,2518000.000,3010000.000,3540000.000,4141000.000,4693000.000,,,,
Cash,,,250000.000,250000.000,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,3695000.000,4107000.000,2691000.000,2884000.000,4061000.000,4275000.000,5179000.000,5876000.000,7008000.000,6372000.000,5733000.000,5555000.000,6793000.000,5824000.000,1260000.000,1592000.000,491000.000,333000.000,632000.000,819000.000
CashFDICInsuredAmount,,,,,250000.000,250000.000,250000.000,250000.000,,,,,,,,,,,,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,0.800,,,,,,,
ClassOfWarrantOrRightOutstanding,,,,,,,,,4630.000,,,,0.000,,,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
