,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2015-03-31
AccountsPayable,,,16668.000,42157.000,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,340248.000,379448.000,178000.000,158000.000,158000.000,233000.000,183000.000,2704628.000,2611871.000
AccountsPayableCurrent,29392.000,4467.000,,,124680.000,364974.000,1041342.000,1143230.000,1336303.000,3421153.000,4635907.000,5293984.000,4947380.000,5932445.000
AccountsPayableOtherCurrent,,,,,,63000.000,,,,,,,,
AccountsPayableRelatedPartiesCurrent,0.000,0.000,,,,,,,,,,,,
AccountsReceivableNetCurrent,,,,,381092.000,1297103.000,2306770.000,2633849.000,2372928.000,3708012.000,6493584.000,6270933.000,10965825.000,9789147.000
AccruedIncomeTaxesCurrent,,,,,,,,,,95927.000,,,,
AccruedLiabilitiesCurrent,90744.000,56608.000,73591.000,70915.000,402601.000,323417.000,495368.000,649581.000,538661.000,703302.000,1387512.000,1638268.000,1875360.000,1727539.000
AccruedProfessionalFeesCurrent,,,,,,,,63000.000,63000.000,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,23442.000,34844.000,52911.000,83863.000,133081.000,233344.000,332415.000,842619.000,1640100.000
AdditionalPaidInCapital,26093575.000,26093575.000,26099695.000,26133380.000,26861189.000,26913135.000,26963820.000,27317288.000,27518924.000,28121023.000,28187796.000,29118134.000,32643814.000,35130210.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,79116.000,79116.000,79116.000,79116.000,517224.000
Assets,381238.000,162040.000,121011.000,100255.000,2634736.000,4182551.000,4870048.000,5182945.000,5533473.000,10223018.000,13674955.000,20572833.000,45179143.000,37026293.000
AssetsCurrent,350638.000,162040.000,,90701.000,684587.000,1743568.000,2539525.000,2849689.000,2901681.000,5013490.000,7038371.000,10739026.000,15949334.000,13344756.000
AssetsHeldForSaleLongLived,0.000,0.000,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,0.000,0.000,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationLiabilitiesAssumed,,,,,,1300000.000,,,,,,,,
BusinessCombinationSeparatelyRecognizedTransactionsAssetsRecognized,,,,,,,,,,-11145.000,,,,
CapitalLeaseObligations,,,,,,,,,,,,2587733.000,4308292.000,
CapitalLeaseObligationsCurrent,,,,,,,,,,,,1054280.000,1447793.000,1758320.000
CapitalLeaseObligationsNoncurrent,,,,,,,,,,,,1533453.000,2860499.000,1817621.000
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,,,,,,,,,3195397.000,4903578.000,4442756.000
