,2011-03-31
AccruedInvestmentIncomeReceivable,13588000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,10291000.000
AdditionalPaidInCapital,241280000.000
Assets,5049547000.000
AvailableForSaleSecurities,1343536000.000
CashAndCashEquivalentsAtCarryingValue,462700000.000
CashCashEquivalentsAndFederalFundsSold,462700000.000
CommonStockParOrStatedValuePerShare,1.000
CommonStockSharesAuthorized,150000000.000
CommonStockSharesIssued,104008096.000
CommonStockSharesOutstanding,102140596.000
CommonStockValue,104008000.000
Deposits,4117284000.000
Goodwill,173210000.000
HeldToMaturitySecurities,246768000.000
IntangibleAssetsNetExcludingGoodwill,8951000.000
InterestBearingDepositLiabilities,2084062000.000
JuniorSubordinatedNotes,82734000.000
Liabilities,4426466000.000
LiabilitiesAndStockholdersEquity,5049547000.000
LoansAndLeasesReceivableAllowance,75535000.000
LoansAndLeasesReceivableNetOfDeferredIncome,2601655000.000
LoansAndLeasesReceivableNetReportedAmount,2526120000.000
LoansReceivableHeldForSaleNet,1877000.000
NoninterestBearingDepositLiabilities,1287921000.000
OtherAssets,175230000.000
OtherBorrowings,109701000.000
PreferredStockParOrStatedValuePerShare,1.000
PreferredStockSharesAuthorized,1000000.000
PreferredStockSharesIssued,0.000
PreferredStockSharesOutstanding,0.000
PreferredStockValue,0.000
PropertyPlantAndEquipmentNet,49618000.000
RealEstateAcquiredThroughForeclosure,49826000.000
RetainedEarningsAccumulatedDeficit,288901000.000
StockholdersEquity,623081000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,623081000.000
SubordinatedDebt,77673000.000
TimeDeposits,745301000.000
TreasuryStockShares,1867500.000
TreasuryStockValue,21399000.000
