,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,2031000.000,2169000.000,,,,,,,,,,,,,,,,,,
AccountsReceivableFairValueDisclosure,,,,,5604000.000,5812000.000,,,,,,,,,,,,,,,,,,
AccruedInvestmentIncomeReceivable,6007000.000,,,,,,,,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,7967000.000,11821000.000,11084000.000,13367000.000,8643000.000,13276000.000,12703000.000,14153000.000,6281000.000,13613000.000,12784000.000,16584000.000,10560000.000,15724000.000
AccruedLiabilitiesFairValueDisclosure,,,,,2031000.000,2169000.000,,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,10400000.000,,,,10884000.000,,,,11807000.000,,,,13859000.000,,,,15828000.000,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,,1436000.000,-2388000.000,-4036000.000,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,45321000.000,46699000.000,46734000.000,48330000.000,48383000.000,49948000.000,51242000.000,52868000.000,52903000.000,54493000.000,54519000.000,56053000.000,56100000.000,57672000.000,57709000.000,59384000.000,59404000.000,61283000.000,61339000.000,58156000.000,58225000.000,60464000.000,60541000.000,62985000.000
Assets,1504973000.000,1555754000.000,1577370000.000,1628829000.000,1629291000.000,1656659000.000,1680820000.000,1707012000.000,1704168000.000,1732489000.000,1748971000.000,1802037000.000,1802877000.000,1835568000.000,1873242000.000,1925396000.000,1939428000.000,1959376000.000,2021604000.000,2072569000.000,2134917000.000,2170313000.000,2198051000.000,2292626000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,,,,,,342460000.000,146091000.000,28389000.000,26251000.000,25790000.000,108270000.000,29962000.000,34870000.000,357374000.000,115308000.000,309083000.000
