,2011-09-30,2011-12-31,2012-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,31992.000,,
AdjustmentForAmortization,12529.000,,
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,-36003.000,28279.000,53405.000
BankOwnedLifeInsuranceIncome,7970.000,-24426.000,-23894.000
CashAndCashEquivalentsPeriodIncreaseDecrease,590139.000,,
CommonStockDividendsPerShareDeclared,0.000,0.000,
Depreciation,134457.000,,
EarningsPerShareBasic,-0.190,-0.430,-0.380
EarningsPerShareDiluted,-0.190,-0.430,-0.380
FederalDepositInsuranceCorporationPremiumExpense,124820.000,-86931.000,66632.000
FeesAndCommissions,225034.000,208170.000,201545.000
GainLossOnSaleOfDebtInvestments,,17561.000,-16439.000
GainLossOnSaleOfLoansAndLeases,-3036.000,,-5115.000
GainLossOnSaleOfPropertyPlantEquipment,45699.000,,
GainLossOnSaleOfSecuritiesNet,-113962.000,,
GainsLossesOnSalesOfOtherAssets,,,3260.000
GainsLossesOnSalesOfOtherRealEstate,-45699.000,9713.000,9503.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-288700.000,-576891.000,-583630.000
IncomeTaxExpenseBenefit,,84609.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,206517.000,,
IncreaseDecreaseInAccruedInterestReceivableNet,183139.000,,
IncreaseDecreaseInDeposits,-3954378.000,,
IncreaseDecreaseInInsuranceAssets,121704.000,,
IncreaseDecreaseInLoansDeferredIncome,7488.000,,
IncreaseDecreaseInLoansHeldForSale,1348663.000,,
IncreaseDecreaseInPayablesUnderRepurchaseAgreements,-1200771.000,,
InterestAndDividendIncomeSecurities,480664.000,327971.000,330362.000
InterestAndFeeIncomeLoansAndLeases,1330836.000,1320726.000,1294679.000
InterestExpense,403783.000,382488.000,364686.000
InterestExpenseBorrowings,37873.000,37874.000,37461.000
InterestExpenseDeposits,344095.000,325324.000,303420.000
InterestIncomeExpenseNet,1432155.000,1279829.000,1276410.000
InterestPaid,520872.000,,
InvestmentIncomeInterest,1835938.000,1662317.000,1641096.000
LaborAndRelatedExpense,934050.000,856449.000,890199.000
LifeInsuranceCorporateOrBankOwnedChangeInValue,-7970.000,,
NetCashProvidedByUsedInFinancingActivities,-5155149.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-5155149.000,,
NetCashProvidedByUsedInInvestingActivities,5287964.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,5287964.000,,
NetCashProvidedByUsedInOperatingActivities,457324.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,457324.000,,
NetIncomeLoss,-288700.000,-661500.000,-583630.000
NetInterestIncomeLossAfterProvisionForLoanLosses,1376519.000,1261625.000,1067855.000
NoninterestExpense,1972982.000,1492822.000,1825618.000
NoninterestIncome,307763.000,-345694.000,174133.000
NoninterestIncomeOther,10741.000,13968.000,18102.000
OccupancyNet,317847.000,329483.000,334424.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,-324703.000,-633221.000,-530225.000
OtherInterestAndDividendIncome,24438.000,13620.000,16055.000
OtherNoninterestExpense,341936.000,244703.000,354574.000
PaymentsToAcquireAvailableForSaleSecurities,-36721244.000,,
PaymentsToAcquireLifeInsurancePolicies,-3000000.000,,
PaymentsToAcquirePropertyPlantAndEquipment,-123708.000,,
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,4938204.000,,
ProceedsFromMaturitiesPrepaymentsAndCallsOfHeldToMaturitySecurities,11014899.000,,
ProceedsFromMaturitiesPrepaymentsAndCallsOfOtherInvestments,940675.000,,
ProceedsFromSaleOfAvailableForSaleSecurities,26164795.000,,
ProceedsFromSaleOfForeclosedAssets,725680.000,,
ProceedsFromSaleOfLoansHeldForSale,64176.000,,
ProfessionalFees,254329.000,149118.000,179789.000
ProvisionForLoanLossesExpensed,55636.000,18204.000,208555.000
RealEstateOwnedValuationAllowanceProvision,7281.000,584410.000,103725.000
RepurchaseAgreementsInterestExpenseAmount,21815.000,19290.000,23805.000
StockGrantedDuringPeriodValueSharebasedCompensation,374.000,,
TransferOtherRealEstate,242308.000,,
