,2011-07-02,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-29,2013-03-30,2013-06-29,2013-09-30,2013-12-28,2014-03-29,2014-06-28,2014-09-30,2015-01-03,2015-04-04,2015-07-04,2015-09-30,2016-01-02,2016-04-02,2016-07-02,2016-09-30,2016-12-31,2017-04-01
AccountsPayableCurrent,3777000.000,3800000.000,3554000.000,4907000.000,2811000.000,3198000.000,2572000.000,2978000.000,3486000.000,3880000.000,3631000.000,4077000.000,4638000.000,4405000.000,3573000.000,4361000.000,5144000.000,6184000.000,4991000.000,7843000.000,8699000.000,10604000.000,9924000.000,11775000.000
AccountsReceivableNetCurrent,5379000.000,5315000.000,6264000.000,6960000.000,5378000.000,5289000.000,5070000.000,5829000.000,6286000.000,6746000.000,6292000.000,6838000.000,7188000.000,6694000.000,7009000.000,7042000.000,7764000.000,8995000.000,7881000.000,9926000.000,10995000.000,11499000.000,10275000.000,12571000.000
AccruedIncomeTaxesCurrent,,65000.000,61000.000,0.000,0.000,0.000,0.000,50000.000,133000.000,47000.000,48000.000,0.000,0.000,7000.000,0.000,0.000,0.000,0.000,,137000.000,65000.000,66000.000,30000.000,90000.000
AccruedLiabilitiesCurrent,1843000.000,2106000.000,1586000.000,1611000.000,1492000.000,1803000.000,1624000.000,1967000.000,1929000.000,2087000.000,1934000.000,1943000.000,1946000.000,1836000.000,1849000.000,1816000.000,1968000.000,1973000.000,1772000.000,3756000.000,3689000.000,4931000.000,5137000.000,5734000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,8492000.000,8401000.000,8526000.000,8893000.000,8801000.000,9188000.000,9370000.000,8895000.000,9111000.000,9783000.000,10054000.000,10335000.000,10691000.000,9577000.000,9259000.000,9096000.000,9702000.000,9574000.000,9522000.000,10167000.000,9713000.000,9410000.000,9159000.000,9507000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-5964000.000,-6608000.000,-6654000.000,-6445000.000,-6625000.000,-9023000.000,-8869000.000,-8799000.000,-8684000.000,-7419000.000,-7310000.000,-7236000.000,-7170000.000,-8829000.000,-8923000.000,-9323000.000,-8940000.000,-11004000.000,-11023000.000,-10979000.000,-10961000.000,-13420000.000,-12718000.000,-12203000.000
AdditionalPaidInCapitalCommonStock,5262000.000,5295000.000,5345000.000,5409000.000,5399000.000,5492000.000,5563000.000,5607000.000,5637000.000,5699000.000,5751000.000,5751000.000,5850000.000,6040000.000,6147000.000,6193000.000,6507000.000,6637000.000,6786000.000,11490000.000,11711000.000,19151000.000,19395000.000,19986000.000
AdditionalPaidInCapitalPreferredStock,,,,,,,,,,,,,,9231000.000,9231000.000,9231000.000,9063000.000,9058000.000,9058000.000,9049000.000,8995000.000,8990000.000,8986000.000,8642000.000
AllowanceForDoubtfulAccountsReceivableCurrent,44000.000,49000.000,53000.000,51000.000,37000.000,32000.000,29000.000,28000.000,30000.000,61000.000,48000.000,48000.000,42000.000,40000.000,39000.000,35000.000,4000.000,37000.000,36000.000,149000.000,200000.000,243000.000,227000.000,404000.000
Assets,22940000.000,22947000.000,22424000.000,24647000.000,22148000.000,23561000.000,21717000.000,21880000.000,22671000.000,23360000.000,23517000.000,24142000.000,25468000.000,33967000.000,31070000.000,31738000.000,33866000.000,35616000.000,34577000.000,62462000.000,60222000.000,68973000.000,64843000.000,65780000.000
AssetsCurrent,16523000.000,16508000.000,16030000.000,18193000.000,16017000.000,16949000.000,15102000.000,15039000.000,15362000.000,16750000.000,16584000.000,17221000.000,18325000.000,26120000.000,23387000.000,24789000.000,26045000.000,27881000.000,26211000.000,34643000.000,34115000.000,43588000.000,39835000.000,40052000.000
AssetsNet,,,,,,4199000.000,,,,4412000.000,,,,4821000.000,,,,4949000.000,,,,4928000.000,,
BankOverdrafts,,,,,,,,,,,,,,,,,,,172000.000,,109000.000,,,
BuildingsAndImprovementsGross,730000.000,710000.000,,,,734000.000,740000.000,693000.000,698000.000,737000.000,745000.000,757000.000,775000.000,741000.000,703000.000,679000.000,713000.000,693000.000,676000.000,662000.000,613000.000,1069000.000,1015000.000,1036000.000
CashAndCashEquivalentsAtCarryingValue,707000.000,1797000.000,306000.000,1284000.000,1838000.000,2823000.000,1289000.000,1002000.000,1338000.000,2062000.000,2159000.000,1450000.000,1303000.000,11238000.000,8111000.000,8645000.000,8548000.000,8048000.000,6787000.000,6726000.000,4273000.000,14127000.000,10400000.000,5664000.000
CommonStockParOrStatedValuePerShare,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100
CommonStockSharesAuthorized,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
CommonStockSharesIssued,,,,,,,,,,,,,,,,,,,,,,,5341993.000,5662796.000
CommonStockSharesOutstanding,3360322.000,3360322.000,3470322.000,3485322.000,3485522.000,3475306.000,3475306.000,3478189.000,3474388.000,3474388.000,3554388.000,3574765.000,3574765.000,3588958.000,3650958.000,3668937.000,3694122.000,3694872.000,3706412.000,4210275.000,4218339.000,5341513.000,5341993.000,5662796.000
CommonStockValue,336000.000,336000.000,347000.000,349000.000,348000.000,348000.000,348000.000,348000.000,347000.000,347000.000,355000.000,358000.000,358000.000,359000.000,365000.000,367000.000,369000.000,369000.000,371000.000,421000.000,422000.000,534000.000,534000.000,566000.000
DeferredCompensationArrangementWithIndividualRecordedLiability,,,,,,173000.000,,,,168000.000,,,,162000.000,161000.000,158000.000,156000.000,153000.000,150000.000,147000.000,144000.000,144000.000,142000.000,135000.000
DeferredRevenue,,,,,,,,,,,,,,,,,,,,,,,864000.000,1605000.000
DeferredTaxAssetsInventory,,,,,,54000.000,,,,61000.000,,,,69000.000,,,,72000.000,,,,62000.000,,
DeferredTaxAssetsLiabilitiesNet,,,,,,4029000.000,,,,4213000.000,,,,4432000.000,,,,4476000.000,,,,2772000.000,,
DeferredTaxAssetsNet,,,,,,,,,,,,,,,,,,1244000.000,594000.000,282000.000,459000.000,,,
