,2013-08-31,2015-08-31,2016-08-31
AmortizationOfAboveAndBelowMarketLeases,72000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-67.000,-6852.000,1172.000
CostOfServices,523096.000,,
CostsAndExpensesRelatedParty,23233.000,,
DebtConversionOriginalDebtInterestRateOfDebt,,,0.040
EarningsPerShareBasicAndDiluted,486234.000,-0.030,-0.400
EffectiveIncomeTaxRateContinuingOperations,,,0.340
GainsLossesOnExtinguishmentOfDebt,166142.000,,
GeneralAndAdministrativeExpense,,1714866.000,3687040.000
GoodwillImpairmentLoss,766367.000,,
IncomeLossAttributableToNoncontrollingInterest,-461505.000,,
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,1431842.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,324156.000,360527.000,56120.000
IncreaseDecreaseInDueToAffiliates,386255.000,,
IncreaseDecreaseInDueToRelatedParties,,,422307.000
InterestExpense,108142.000,,
ManufacturingCosts,,220733.000,
NetCashProvidedByUsedInFinancingActivities,137030.000,15782.000,153011.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,137030.000,15782.000,153011.000
NetCashProvidedByUsedInInvestingActivities,,-600.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-600.000,
NetCashProvidedByUsedInOperatingActivities,-137097.000,-22034.000,-151839.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-137097.000,-22034.000,-151839.000
NetIncomeLoss,-1622269.000,-1935599.000,-3687040.000
NetIncomeLossAttributableToNoncontrollingInterest,-429553.000,,
OperatingCostsAndExpenses,221516.000,,
OperatingExpenses,1680269.000,1935599.000,3687040.000
OperatingIncomeLoss,-1680269.000,-1935599.000,-3687040.000
OtherAssetImpairmentCharges,,,600.000
OtherCostAndExpenseOperating,-58000.000,,
PaymentsToAcquireMineralRights,10000.000,,
PaymentsToAcquireProductiveAssets,,-600.000,
ProceedsFromCollectionOfAdvanceToAffiliate,,10000.000,
ProceedsFromIssuanceOfCommonStock,30000.000,,
ProceedsFromRelatedPartyDebt,7030.000,,153011.000
ProceedsFromUnsecuredNotesPayable,100000.000,,
ProfitLoss,-1160764.000,,
ProvisionForDoubtfulAccounts,,,4800.000
RelatedPartyTransactionPurchasesFromRelatedParty,150000.000,,
ResearchAndDevelopmentExpense,,,0.000
SellingGeneralAndAdministrativeExpense,692386.000,,
ShareBasedCompensation,305557.000,1553038.000,736374.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,4000000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardSharesPurchasedForAward,,,4000000.000
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,0.250
StockIssuedDuringPeriodSharesIssuedForServices,,3898100.000,
StockIssuedDuringPeriodValueIssuedForServices,,1553038.000,
StockIssuedDuringPeriodValueShareBasedCompensation,87500.000,1553038.000,736374.000
WeightedAverageNumberOfDilutedSharesOutstanding,468501.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,-2.390,57297917.000,9124246.000
