,2012-03-31,2012-09-30
AllowanceForDoubtfulAccountsReceivablePeriodIncreaseDecrease,1687.000,
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,1687.000,200.000
AmortizationOfDebtDiscountPremium,16262.000,
BusinessDevelopment,3255.000,202.000
CashAndCashEquivalentsPeriodIncreaseDecrease,51884.000,
Communication,8033.000,8674.000
CostOfGoodsAndServicesSold,-80644.000,-129697.000
Depreciation,7529.000,7406.000
EarningsPerShareBasic,0.000,-0.010
FeesAndCommissionsCreditCards,1987.000,1474.000
FinancialServicesCosts,3740.000,441.000
GeneralAndAdministrativeExpense,11851.000,24800.000
GrossProfit,170525.000,122095.000
IncomeLossFromContinuingOperations,-4373.000,-355895.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-28979.000,-411530.000
IncomeTaxExpenseBenefit,0.000,
IncomeTaxesPaid,0.000,
IncreaseDecreaseInAccountsPayable,66078.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,9138.000,
IncreaseDecreaseInAccountsReceivable,-30522.000,
IncreaseDecreaseInDeferredRevenue,-17877.000,
IncreaseDecreaseInInterestPayableNet,5744.000,
IncreaseDecreaseInInventories,-71190.000,
InsuranceCommissions,9585.000,11563.000
InterestExpense,-24606.000,-59602.000
InterestPaid,1712.000,
LaborAndRelatedExpense,18315.000,14995.000
LeaseAndRentalExpense,30862.000,25285.000
LegalFees,17360.000,326985.000
MarketingAndAdvertisingExpense,20602.000,10376.000
NetCashProvidedByUsedInFinancingActivities,94014.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,94014.000,
NetCashProvidedByUsedInOperatingActivities,-42130.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-42130.000,
NetIncomeLoss,-28979.000,-411530.000
OperatingExpenses,174898.000,477990.000
OperatingLeasesRentExpense,,25285.000
OtherExpenses,,3967.000
OtherGeneralExpense,2763.000,1833.000
OtherIncome,-24606.000,-55635.000
ProceedsFromIssuanceOfCommonStock,65000.000,
ProceedsFromNotesPayable,42500.000,
RepaymentsOfNotesPayable,-13486.000,
Revenues,226563.000,196157.000
SalariesAndWages,32159.000,39781.000
SalesCommissionsAndFees,0.000,
SalesRevenueNet,251169.000,251792.000
StockIssuedDuringPeriodValueIssuedForNoncashConsiderations,0.000,
SuppliesAndPostageExpense,2820.000,1718.000
TechnologyServicesCosts,225.000,225.000
TravelAndEntertainmentExpense,2126.000,2032.000
WeightedAverageNumberOfSharesOutstandingBasic,61251081.000,67256125.000
