,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,38982.000,33436.000,71388.000,33506.000,52920.000
AdditionalPaidInCapital,5083433.000,5195445.000,5289329.000,5358952.000,5537360.000
Assets,63842504.000,63724944.000,63669011.000,63561505.000,63502539.000
AssetsCurrent,384952.000,267375.000,212422.000,104337.000,49601.000
AssetsHeldInTrustCurrent,,63452417.000,63452417.000,,
AssetsNoncurrent,63457552.000,63457569.000,63456589.000,63457168.000,63452938.000
Cash,297692.000,,,,
CashAndCashEquivalentsAtCarryingValue,284638.000,219160.000,153108.000,64794.000,22330.000
CashFDICInsuredAmount,250000.000,250000.000,250000.000,250000.000,250000.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,3168320.000,3201952.000,3213182.000,3221510.000,3242851.000
CommonStockSharesOutstanding,3168320.000,3201952.000,3213182.000,3221510.000,3242851.000
CommonStockValue,317.000,320.000,321.000,322.000,324.000
DeferredTaxAssetsGross,,66560.000,,,
DeferredTaxAssetsNet,,0.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,-66560.000,,,
DeferredTaxAssetsValuationAllowance,,66560.000,,,
DepositsAssets,5152.000,5152.000,4172.000,0.000,0.000
DueToRelatedPartiesCurrent,,,,,100030.000
EquityMethodInvestmentOwnershipPercentage,0.200,0.200,,,
Liabilities,38982.000,213316.000,251268.000,213386.000,332830.000
LiabilitiesAndStockholdersEquity,63842504.000,63724944.000,63669011.000,63561505.000,63502539.000
OtherAccruedLiabilitiesCurrent,,179880.000,179880.000,179880.000,179880.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseCurrent,86990.000,48215.000,59314.000,39543.000,27271.000
RedeemableNoncontrollingInterestEquityCommonCarryingAmount,58803522.000,58511627.000,58417742.000,58348118.000,58169708.000
RestrictedCashAndCashEquivalentsAtCarryingValue,13324.000,219160.000,153108.000,64794.000,22330.000
RestrictedCashAndCashEquivalentsNoncurrent,63452400.000,63452417.000,63452417.000,63457168.000,63452938.000
RetainedEarningsAccumulatedDeficit,-83750.000,-195764.000,-289649.000,-359273.000,-537683.000
SharePrice,8.360,8.360,8.360,8.360,8.360
StockholdersEquity,5000000.000,5000001.000,5000001.000,5000001.000,5000001.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,63803522.000,63511628.000,63417743.000,63348119.000,63169709.000
TemporaryEquitySharesOutstanding,7032630.000,6998998.000,6987768.000,6979440.000,6958099.000
