,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableCurrent,,,,,,3318000.000,1938000.000,1598000.000,1880000.000,2500000.000,3509000.000,5842000.000,9845000.000,7708000.000,9424000.000,10344000.000,10810000.000,7614000.000,10264000.000,11555000.000
AccountsReceivableNetCurrent,,,,,,20615000.000,22973000.000,22873000.000,23698000.000,23970000.000,25283000.000,23053000.000,21741000.000,24673000.000,28280000.000,30623000.000,28761000.000,23176000.000,28273000.000,28429000.000
AccountsReceivableRelatedParties,,,,,,,,,,4281000.000,913000.000,791000.000,524000.000,1002000.000,756000.000,1313000.000,1207000.000,1400000.000,2188000.000,1511000.000
AccruedBonusesCurrent,,,,,1396000.000,1469000.000,1383000.000,2341000.000,1017000.000,1860000.000,307000.000,636000.000,980000.000,2000000.000,1557000.000,1677000.000,2383000.000,1949000.000,1116000.000,1017000.000
AccruedIncomeTaxes,,,,,641000.000,468000.000,425000.000,548000.000,1253000.000,395000.000,1596000.000,449000.000,1987000.000,670000.000,565000.000,487000.000,506000.000,335000.000,108000.000,96000.000
AccruedLiabilitiesCurrent,11000.000,44000.000,65000.000,187000.000,,,,,,,,,18682000.000,18373000.000,19431000.000,17248000.000,19655000.000,21388000.000,22211000.000,17508000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,8005000.000,8964000.000,,,,13808000.000,,,,19319000.000,,,,18689000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,-16000.000,-9000.000,-4000.000,-3000.000,-2000.000,-2000.000,-2000.000,-2000.000,-2000.000,-2000.000,-2000.000,-2000.000,-2000.000,-2000.000,-2000.000
AdditionalPaidInCapital,44000.000,178000.000,260000.000,354000.000,,153444000.000,154177000.000,154374000.000,157191000.000,158360000.000,159226000.000,159614000.000,160174000.000,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,160458000.000,161690000.000,162675000.000,163204000.000,171269000.000,171974000.000,172104000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,217000.000,1127000.000,1694000.000,1314000.000,1970000.000,1758000.000,1370000.000,1293000.000,1420000.000,2100000.000,3264000.000,2097000.000,2220000.000,2920000.000,3906000.000,4276000.000
