,2013-09-30
AccountsPayableCurrent,222520.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,-38362.000
AdditionalPaidInCapital,13577690.000
Assets,511956.000
AssetsCurrent,510886.000
CashAndCashEquivalentsAtCarryingValue,510886.000
CommonStockParOrStatedValuePerShare,0.000
CommonStockSharesAuthorized,300000000.000
CommonStockSharesIssued,14084787.000
CommonStockSharesOutstanding,14084787.000
CommonStockValue,1397.000
ConvertibleDebt,787500.000
ConvertibleDebtCurrent,246252.000
ConvertibleDebtNoncurrent,568906.000
EmployeeRelatedLiabilitiesCurrent,60626.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,144154.000
InterestPayableCurrentAndNoncurrent,27658.000
Liabilities,1098304.000
LiabilitiesAndStockholdersEquity,511956.000
LiabilitiesCurrent,529398.000
LongTermDebt,562500.000
NotesPayableCurrent,225000.000
PreferredStockParOrStatedValuePerShare,0.000
PreferredStockSharesAuthorized,200000000.000
PreferredStockValue,0.000
PropertyPlantAndEquipmentGross,39432.000
PropertyPlantAndEquipmentNet,1070.000
RetainedEarningsAccumulatedDeficit,-14165435.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableAggregateIntrinsicValue,271993.000
StockholdersEquity,-586348.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-586348.000
