,2017-03-31
AmortizationOfFinancingCosts,12000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-1790000.000
CostOfServicesExcludingDepreciationDepletionAndAmortization,2074000.000
CostsAndExpenses,5473000.000
DepreciationAndAmortization,1164000.000
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,0.000
GainLossOnDispositionOfAssets1,-25000.000
GoodwillImpairmentLoss,0.000
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,0.000
ImpairmentOfLongLivedAssetsHeldForUse,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,4804000.000
IncomeTaxExpenseBenefit,22000.000
IncreaseDecreaseInAccountsPayable,1458000.000
IncreaseDecreaseInAccountsReceivable,1011000.000
IncreaseDecreaseInAccruedLiabilities,397000.000
IncreaseDecreaseInInventories,451000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,3567000.000
InterestExpense,22000.000
InterestPaid,34000.000
LaborAndRelatedExpense,1008000.000
LimitedLiabilityCompanyLLCMembersEquityUnitBasedCompensation,32000.000
NetCashProvidedByUsedInFinancingActivities,2985000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,2985000.000
NetCashProvidedByUsedInInvestingActivities,-7616000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-7616000.000
NetCashProvidedByUsedInOperatingActivities,2841000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,2841000.000
NetIncomeLoss,4782000.000
NotesIssued1,186000.000
OperatingIncomeLoss,4851000.000
OperatingLeasesIncomeStatementLeaseRevenue,8401000.000
OtherNonoperatingIncomeExpense,-25000.000
PaymentsToAcquireIntangibleAssets,6000.000
PaymentsToAcquirePropertyPlantAndEquipment,7618000.000
ProceedsFromRepaymentsOfNotesPayable,-60000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,8000.000
RepaymentsOfLongTermCapitalLeaseObligations,7000.000
ResearchAndDevelopmentExpense,82000.000
Revenues,10324000.000
SalesRevenueNet,10324000.000
SalesRevenueServicesNet,1923000.000
SellingGeneralAndAdministrativeExpense,877000.000
ShareBasedCompensation,32000.000
