,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AllowanceForDoubtfulAccountsReceivableWriteOffs,,,,,,,,,,,,,2517.000,,,,-1114.000,
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,200000.000,,,,114306.000,,,,,
BusinessCombinationBargainPurchaseGainRecognizedAmount,,,,,,,,,,3496857.000,-6886.000,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-34269.000,,,,-297134.000,,,,-456436.000,,,,5297.000,,,,-657983.000,
CashDivestedFromDeconsolidation,,,,,222258.000,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,-1639435.000,-1469166.000,-1333141.000,1107682.000,-904716.000,1099294.000,-1130704.000,-991030.000,-2133810.000,-2597777.000,-2569499.000,-1153795.000,-762086.000,-1004587.000,-850839.000,-7064597.000,5295111.000,-1059752.000
ConsolidationLessThanWhollyOwnedSubsidiaryParentOwnershipInterestChangesSaleOfInterestByParent,,,,,,,,,,,,,1999501.000,,,,1999501.000,
CostOfRevenue,,,,,,,,,,,,,,,,,,319713.000
DebtConversionOriginalDebtAmount1,,,,,,,,,800000.000,,,,,,,,,
DebtInstrumentConvertibleBeneficialConversionFeature,,,,,,,,,,,,,94850.000,,,,,
DebtInstrumentIncreaseAccruedInterest,,,,,,,,,,,,,,,,,70500.000,
Depreciation,70079.000,,,,,,,,,,,,,,,,,
DepreciationAmortizationAndAccretionNet,,,,,70425.000,,,,72912.000,,,,73557.000,,,,78201.000,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,,,,,,,,,,,,,19971.000,
EarningsPerShareBasic,,,,,,0.020,,,,-0.040,,,,,,,0.060,-0.010
EarningsPerShareBasicAndDiluted,-0.030,-0.020,-0.020,0.010,-0.010,,-0.020,,-0.030,,-0.030,,-0.010,-0.010,-0.010,-0.090,,
