,2012-06-30,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AmortizationOfFinancingCostsAndDiscounts,,,,,,,20000.000,,
AmortizationOfIntangibleAssets,,,,,,,,127000.000,382000.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,,,0.000,,
BusinessCombinationAcquisitionRelatedCosts,272000.000,277000.000,284000.000,289000.000,265771.000,214229.000,2698000.000,1413000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,384639.000,,,,-16184000.000,,
ContractsRevenue,,,,,,,,,3750000.000
CostOfGoodsSold,,,,,,,,,0.000
DepreciationAndAmortization,,,59346.000,,,,66000.000,,
EarningsPerShareBasicAndDiluted,-260.250,-1.470,-0.860,-0.750,-0.450,-0.510,-0.750,-0.670,-0.750
EffectiveIncomeTaxRateContinuingOperations,,,,,,,-0.007,0.091,-0.010
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,0.350,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,,,5000.000,,
GeneralAndAdministrativeExpense,2392303.000,2552453.000,4050250.000,4514421.000,4823515.000,5213814.000,7237000.000,11064000.000,
ImpairmentOfInvestments,,,,,,,0.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-19187753.000,-21774192.000,15519379.000,-18625610.000,-11641781.000,-46114988.000,-19826000.000,-19701000.000,-19884000.000
IncomeTaxExpenseBenefit,,,247988.000,209850.000,256847.000,563315.000,131000.000,-1787000.000,207000.000
IncomeTaxesPaid,,,600000.000,,,,1162000.000,,
IncreaseDecreaseInAccountsPayable,,,2668444.000,,,,-2071000.000,,
IncreaseDecreaseInAccruedLiabilities,,,-6887440.000,,,,1796000.000,,
IncreaseDecreaseInDeferredCharges,,,-1181348.000,,,,,,
IncreaseDecreaseInIncomeTaxes,,,-1533360.000,,,,-1036000.000,,
IncreaseDecreaseInOtherNoncurrentLiabilities,,,104434.000,,,,-11000.000,,
IncreaseDecreaseInOtherOperatingAssets,,,,,,,67000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-1853626.000,,,,432000.000,,
InterestExpenseLongTermDebt,,,,654660.000,647708.000,,895000.000,1040000.000,1607000.000
InterestExpenseOther,,,108028.000,,,,,,
InterestIncomeExpenseNet,4502.000,11532.000,-14919.000,,,,,,
InterestIncomeOther,,,,11391.000,22744.000,,13000.000,14000.000,5000.000
InterestPaid,,,76000.000,,,,875000.000,,
LoanProcessingFee,,,150000.000,,,,,,
LongTermPurchaseCommitmentAmount,,,22600000.000,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,19522815.000,,,,29000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,19522815.000,,,,29000.000,,
NetCashProvidedByUsedInInvestingActivities,,,-1691471.000,,,,2002000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-1691471.000,,,,2002000.000,,
NetCashProvidedByUsedInOperatingActivities,,,-17446705.000,,,,-18215000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-17446705.000,,,,-18215000.000,,
NetIncomeLoss,-19187753.000,-21774192.000,-15767367.000,,-11898628.000,,-19957000.000,-17914000.000,-20091000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,21774192.000,,,,,,,
OperatingCostsAndExpenses,,,,,,,,,28345000.000
OperatingIncomeLoss,-19192255.000,-21785724.000,15426270.000,-17982341.000,-11016817.000,-43399112.000,-18944000.000,-18790000.000,-18264000.000
OtherNonoperatingIncome,,,,,,,,115000.000,
OtherNonoperatingIncomeExpense,,,,,,,,,-18000.000
OtherOperatingIncomeExpenseNet,,,93109.000,-643269.000,-624964.000,-2715876.000,-882000.000,-911000.000,-1620000.000
PaymentsForProceedsFromOtherInvestingActivities,,,290809.000,,,,,,
PaymentsOfFinancingCosts,,,524824.000,,,,41000.000,,
PaymentsToAcquireAvailableForSaleSecurities,,,,,,,3998000.000,,
PaymentsToAcquireInvestments,,,2998483.000,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,402179.000,,,,,,
ProceedsFromIssuanceInitialPublicOffering,,,54100000.000,,,,,,
ProceedsFromIssuanceOfLongTermDebt,,,20000000.000,,,,,,
ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities,,,,,,,6000000.000,,
ProceedsFromSaleOfShortTermInvestments,,,2000000.000,,,,,,
ProceedsFromStockOptionsExercised,,,47639.000,,,,65000.000,,
ProfitLoss,-19187753.000,21774192.000,-15767367.000,-18835460.000,,,,,
ResearchAndDevelopmentExpense,16527952.000,18956271.000,11092020.000,13178920.000,5927531.000,7118529.000,9009000.000,6186000.000,11267000.000
Revenues,,,,,,,,,10081000.000
SalesRevenueGoodsNet,,,,,,,,,6331000.000
SalesRevenueNet,,,,,,,,,10081000.000
SellingGeneralAndAdministrativeExpense,,,,,,,,,16696000.000
ShareBasedCompensation,-462727.000,398655.000,558236.000,,,,779000.000,,
StockIssuedDuringPeriodSharesStockOptionsExercised,,,,,,,8991.000,,
StockIssuedDuringPeriodValueStockOptionsExercised,,,28208.000,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,73727.000,14781419.000,18367540.000,25169543.000,26620497.000,-45932990.000,26633284.000,26656805.000,26780298.000
