,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2014-03-31,2014-06-30,2014-09-30
AmortizationOfDebtDiscountPremium,,,-21000.000,,,,-21000.000,,-21000.000,,
AmortizationOfFinancingCosts,-21000.000,-21000.000,-21000.000,-21000.000,20000.000,105000.000,21000.000,21000.000,21000.000,21000.000,57000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,0.000,,,,0.000,,0.000,,
EarlyRepaymentOfSeniorDebt,,,,,,,2100000.000,,,,
GeneralAndAdministrativeExpense,-6000.000,-6000.000,-6000.000,-7000.000,8000.000,32000.000,6000.000,3000.000,6000.000,3000.000,5000.000
IncreaseDecreaseInAccruedInterestReceivableNet,,,-811000.000,,,,608000.000,,406000.000,,
IncreaseDecreaseInInterestPayableNet,,,-811000.000,,,,608000.000,,406000.000,,
IncreaseDecreaseInOtherCurrentAssets,,,-4000.000,,,,-9000.000,,-5000.000,,
IncreaseDecreaseInOtherCurrentLiabilities,,,-4000.000,,,,-9000.000,,-5000.000,,
InterestExpense,-811000.000,-811000.000,-812000.000,-608000.000,609000.000,3449000.000,609000.000,405000.000,406000.000,203000.000,203000.000
InterestIncomeOperating,832000.000,832000.000,833000.000,629000.000,629000.000,630000.000,630000.000,426000.000,427000.000,224000.000,260000.000
InterestPaid,,,0.000,,,,0.000,,0.000,,
NetCashProvidedByUsedInFinancingActivities,,,0.000,,,,0.000,,0.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,0.000,,,,0.000,,0.000,,
NetCashProvidedByUsedInInvestingActivities,,,0.000,,,,0.000,,0.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,0.000,,,,0.000,,0.000,,
NetCashProvidedByUsedInOperatingActivities,,,0.000,,,,0.000,,0.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,0.000,,,,0.000,,0.000,,
NetIncomeLoss,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
OperatingExpenses,-838000.000,-838000.000,-839000.000,-636000.000,637000.000,3586000.000,636000.000,429000.000,433000.000,227000.000,265000.000
OtherNonoperatingIncomeExpense,0.000,0.000,,,,,,,,,
ProceedsFromCollectionOfLoansReceivable,,,0.000,,,,0.000,,0.000,,
ProfessionalFees,,,,,,,900000.000,,,,
ReceivableWithImputedInterestEffectiveYieldInterestRate,,,,,,,0.085,,,,
ReimbursementRevenue,6000.000,,,,,,,,,,
RepaymentsOfNotesPayable,,,0.000,,,,0.000,,0.000,,
Revenues,838000.000,838000.000,839000.000,636000.000,637000.000,636000.000,636000.000,429000.000,433000.000,227000.000,265000.000
SalesRevenueNet,838000.000,838000.000,839000.000,636000.000,637000.000,636000.000,636000.000,429000.000,433000.000,227000.000,265000.000
