,2011-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,3247904.000
AccountsReceivableNetCurrent,21302.000
AdditionalPaidInCapitalCommonStock,24980050.000
AdditionalPaidInCapitalPreferredStock,22606.000
Assets,772760.000
AssetsCurrent,54178.000
BankOverdrafts,2637.000
Cash,1690.000
CommonStockParOrStatedValuePerShare,0.000
CommonStockSharesAuthorized,10000000000.000
CommonStockSharesIssued,6349539041.000
CommonStockSharesOutstanding,6349539041.000
CommonStockValue,634953.000
CostsInExcessOfBillingsOnUncompletedContractsOrProgramsExpectedToBeCollectedWithinOneYear,0.000
DerivativeLiabilitiesNoncurrent,12774871.000
DividendsPayableCurrent,56283.000
EmployeeRelatedLiabilitiesCurrent,1245863.000
InventoryNet,8937.000
Liabilities,22176357.000
LiabilitiesAndStockholdersEquity,772760.000
LiabilitiesCurrent,8338916.000
LongTermDebtCurrent,3708748.000
LongTermDebtNoncurrent,1062570.000
NotesAndLoansReceivableNetNoncurrent,605000.000
OtherAssetsCurrent,22249.000
OtherAssetsNoncurrent,13732.000
PreferredStockParOrStatedValuePerShare,0.100
PreferredStockSharesAuthorized,25357.000
PreferredStockSharesIssued,25357.000
PreferredStockSharesOutstanding,25357.000
PropertyPlantAndEquipmentNet,99850.000
RetainedEarningsAccumulatedDeficit,-49576985.000
StockholdersEquity,-21403597.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-21403597.000
