,2011-10-29,2012-10-27,2013-10-26,2014-11-01
AcquisitionCosts,,367500.000,,
AvailableForSaleDebtSecuritiesGrossUnrealizedGain,,,,193833.000
AvailableForSaleDebtSecuritiesGrossUnrealizedLoss,,,,-58319.000
AvailableForSaleSecuritiesGrossRealizedGains,0.000,147318.000,72653.000,122222.000
AvailableForSaleSecuritiesGrossRealizedLosses,1229.000,69488.000,142257.000,29494.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-6646787.000,1082885.000,612445.000,-187447.000
CommonStockDividendsPerShareDeclared,,0.650,,
ComprehensiveIncomeNetOfTax,777335.000,,921648.000,1113087.000
CostOfRevenue,3961840.000,4662974.000,3953317.000,4610755.000
CurrentFederalTaxExpenseBenefit,400081.000,432233.000,478239.000,476940.000
CurrentIncomeTaxExpenseBenefit,504725.000,551568.000,611559.000,621142.000
CurrentStateAndLocalTaxExpenseBenefit,104644.000,119335.000,133320.000,144202.000
DeferredFederalIncomeTaxExpenseBenefit,-43387.000,-3989.000,-59659.000,2471.000
DeferredIncomeTaxExpenseBenefit,,,-70145.000,
DeferredIncomeTaxesAndTaxCredits,-44599.000,-4597.000,-70145.000,5350.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-1212.000,-608.000,-10486.000,2879.000
Depreciation,145019.000,143212.000,147005.000,143544.000
Dividends,,,504130.000,0.000
EarningsPerShareBasic,1.110,1.210,1.220,1.440
EffectOnRetainedEarningsAccumulatedDeficitDueToChangeInMeasurementDateNetOfTax,,,,13755871.000
EntityWideRevenueMajorCustomerAmount,,4255792.000,2898797.000,
GainLossOnDispositionOfAssets,2224.000,0.000,,
GainLossOnSaleOfSecuritiesNet,1229.000,-77830.000,67508.000,-92728.000
GeneralAndAdministrativeExpense,873231.000,1005368.000,1057652.000,1194217.000
GrossProfit,1958057.000,2023808.000,2266299.000,2462708.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,1322786.000,1485611.000,1484535.000,1740571.000
IncomeTaxExpenseBenefit,460126.000,546971.000,541414.000,626492.000
IncomeTaxesPaid,-460126.000,-546971.000,-541414.000,-626492.000
IncomeTaxesPaidNet,406401.000,690228.000,589959.000,655779.000
IncreaseDecreaseInAccountsPayable,14967.000,-21860.000,13139.000,1883.000
IncreaseDecreaseInAccountsReceivable,-223263.000,-440407.000,298332.000,-446056.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,47510.000,-138660.000,21600.000,-34637.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,-1086.000,35694.000,6488.000,5032.000
IncreaseDecreaseInAccruedSalaries,22237.000,36570.000,-14079.000,114936.000
IncreaseDecreaseInDeferredIncomeTaxes,-44599.000,-4597.000,,5350.000
IncreaseDecreaseInDeposits,,-26784.000,6950.000,19833.000
IncreaseDecreaseInInterestAndDividendsReceivable,-87482.000,22367.000,9435.000,1117.000
IncreaseDecreaseInInventories,-122474.000,104188.000,-302284.000,96564.000
IncreaseDecreaseInOtherLoans,-1345.000,4946.000,1887.000,2235.000
IncreaseDecreaseInPrepaidExpense,1391.000,6110.000,345.000,491.000
IncreaseDecreaseInPrepaidTaxes,0.000,,,
IncreaseDecreaseInSecurityDeposits,,,,2954.000
InterestPaid,0.000,0.000,,
LegalFees,,90000.000,87500.000,95000.000
MarketableSecuritiesUnrealizedGainLoss,,,-21473.000,-992.000
NetCashProvidedByUsedInContinuingOperations,621775.000,,,
NetCashProvidedByUsedInInvestingActivities,-7268562.000,461558.000,-3438.000,-1041074.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-7268562.000,461558.000,-3438.000,-1041074.000
NetCashProvidedByUsedInOperatingActivities,,621327.000,1120013.000,853627.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,621327.000,1120013.000,853627.000
NetIncomeLoss,862660.000,938640.000,943121.000,1114079.000
OperatingExpenses,896701.000,1031197.000,1099758.000,1218993.000
OperatingIncomeLoss,1061356.000,992611.000,1166541.000,1243715.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,-85325.000,216883.000,-21473.000,-992.000
OtherNonoperatingIncome,261430.000,493000.000,317994.000,496856.000
PaymentsToAcquireMarketableSecurities,-7336812.000,2382781.000,4328709.000,2251115.000
PaymentsToAcquireProductiveAssets,,60317.000,474196.000,104243.000
PaymentsToAcquirePropertyPlantAndEquipment,0.000,,,
ProceedsFromCustomers,,,,3439339.000
ProceedsFromPaymentsForTradingSecurities,68250.000,2931440.000,4792517.000,1291497.000
ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities,68250.000,2931440.000,4792517.000,1291497.000
SalesRevenueGoodsNet,5919897.000,6686782.000,6219616.000,7073463.000
SalesRevenueServicesNet,,,779633.000,1141382.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,775585.000,775585.000,775585.000
WeightedAverageNumberOfSharesOutstandingBasic,775585.000,,,
