,2011-01-31,2011-04-30,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,122082000.000,,,,120041000.000,,,,153709000.000,,,,,,,,,,,,,
AccountsPayableCurrent,82904000.000,109444000.000,110759000.000,134480000.000,95754000.000,117806000.000,105786000.000,162542000.000,99059000.000,128528000.000,128993000.000,160787000.000,137036000.000,172515000.000,156810000.000,218251000.000,156090000.000,145379000.000,134673000.000,190542000.000,118035000.000,151983000.000,134825000.000,199421000.000,119537000.000,157153000.000
AccountsReceivableNetCurrent,36502000.000,46539000.000,52560000.000,46830000.000,36673000.000,43882000.000,48222000.000,43913000.000,39519000.000,48868000.000,53807000.000,54717000.000,55161000.000,59267000.000,72813000.000,70803000.000,70458000.000,54283000.000,70014000.000,68332000.000,75723000.000,72165000.000,95003000.000,68896000.000,54505000.000,83949000.000
AccruedIncomeTaxes,,,,,14462000.000,,,,3497000.000,,,,,,,,,,,,,,,,,
AccruedLiabilitiesForUnredeeemedGiftCards,,,,,34331000.000,,,,36687000.000,,,,44311000.000,,,,47943000.000,,,,51549000.000,,,,55144000.000,
AccruedProfessionalFeesCurrentAndNoncurrent,,,,,,,,,275000.000,,,,380000.000,,,,203000.000,,,,217000.000,,,,102000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,616787000.000,,,,722846000.000,,,,834129000.000,,,,933332000.000,,,,1026724000.000,,,,1111128000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-10262000.000,-4572000.000,-5660000.000,-8056000.000,-11512000.000,-5387000.000,-9415000.000,-6856000.000,-8782000.000,-10869000.000,-13017000.000,-5735000.000,-968000.000,1720000.000,2386000.000,-6701000.000,-15427000.000,-12320000.000,-9992000.000,-12651000.000,-23451000.000,-13865000.000,-26927000.000,-37647000.000,-34069000.000,-32269000.000
AdditionalPaidInCapital,27603000.000,,0.000,,0.000,5971000.000,10581000.000,44168000.000,48276000.000,74618000.000,93585000.000,93245000.000,97684000.000,0.000,0.000,3870000.000,,24593000.000,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,,,,,,0.000,,0.000,,7112000.000,0.000,0.000,6628000.000
AllowanceForDoubtfulAccountsReceivableCurrent,1015000.000,1078000.000,994000.000,1046000.000,1614000.000,1799000.000,1550000.000,1326000.000,1681000.000,1274000.000,1326000.000,1371000.000,1711000.000,1986000.000,1038000.000,1004000.000,850000.000,767000.000,813000.000,675000.000,664000.000,1063000.000,876000.000,568000.000,588000.000,578000.000
Assets,1794321000.000,1694259000.000,1705424000.000,1478105000.000,1483708000.000,1555344000.000,1594582000.000,1755595000.000,1797211000.000,1869403000.000,1993695000.000,2118312000.000,2221214000.000,1945265000.000,1904146000.000,1988765000.000,1888741000.000,1917356000.000,1907333000.000,1876535000.000,1833301000.000,1814894000.000,1874096000.000,1885191000.000,1902637000.000,1928075000.000
AssetsCurrent,803977000.000,701290000.000,698568000.000,608330000.000,596992000.000,675888000.000,704028000.000,866265000.000,872284000.000,954570000.000,997538000.000,976781000.000,994980000.000,853030000.000,791964000.000,898065000.000,809117000.000,844921000.000,839463000.000,847226000.000,834361000.000,809531000.000,859210000.000,890019000.000,881397000.000,924850000.000
AvailableForSaleSecurities,,,,,,,,,,,442565000.000,530747000.000,648235000.000,325490000.000,263867000.000,229605000.000,208694000.000,179974000.000,144690000.000,123683000.000,97661000.000,78274000.000,85231000.000,30249000.000,155355000.000,156944000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,375000.000,387000.000,233000.000,190000.000,221000.000,444000.000,116000.000,84000.000,241000.000,2000.000,170000.000,110000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,182000.000,124000.000,126000.000,95000.000,114000.000,77000.000,309000.000,23000.000,38000.000,122000.000,145000.000,98000.000
AvailableForSaleSecuritiesAmortizedCost,,,383191000.000,178261000.000,219036000.000,208478000.000,227773000.000,240083000.000,378393000.000,364396000.000,442558000.000,530169000.000,647483000.000,325082000.000,263674000.000,229342000.000,208587000.000,179879000.000,144583000.000,123316000.000,97854000.000,78213000.000,85028000.000,30369000.000,155330000.000,156932000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,,,,,,1000.000,,,,6000.000,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,,,,,,,,,,,126000.000,,,,309000.000,,,,145000.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,81852000.000,,,,131742000.000,,,,183433000.000,,,,66564000.000,,,,37637000.000,,,,80641000.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,,,,,,,,,,,,,,125000.000,,,,303000.000,,,,145000.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,58701000.000,,,,125755000.000,,,,183433000.000,,,,66181000.000,,,,36105000.000,,,,80641000.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,23151000.000,,,,5987000.000,,,,,,,,383000.000,,,,1532000.000,,,,,
AvailableForSaleSecuritiesFairValueDisclosure,,,382249000.000,175795000.000,216767000.000,208287000.000,227554000.000,239832000.000,378071000.000,364709000.000,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,3098000.000,3066000.000,2896000.000,648000.000,653000.000,693000.000,760000.000,76000.000,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureNumberOfPositions,,,,,76.000,,,,,,,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses1,,,,,2785000.000,,,,,,,,,,,,,,,,,,,,,
