,2011-07-01,2011-09-30,2011-12-31,2012-03-30,2012-06-29,2012-09-28,2012-12-31,2013-03-29,2013-06-28,2013-09-27,2013-12-31,2014-03-28,2014-06-27,2014-09-26,2014-12-31,2015-04-03,2015-07-03,2015-10-02,2015-12-31,2016-04-01,2016-07-01,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,97724000.000,109240000.000,106025000.000,107591000.000,108337000.000,116595000.000,113143000.000,111981000.000,120653000.000,113938000.000,119482000.000,118667000.000,125422000.000,119873000.000,116787000.000,128102000.000,131895000.000,132668000.000,121044000.000,127157000.000,131838000.000,124769000.000,116663000.000,112099000.000
AccountsReceivableNetCurrent,186812000.000,193442000.000,190081000.000,207589000.000,211891000.000,210488000.000,180798000.000,207889000.000,224989000.000,216223000.000,205873000.000,227463000.000,256121000.000,259035000.000,234648000.000,218899000.000,231990000.000,233113000.000,238102000.000,252217000.000,267674000.000,248474000.000,230864000.000,256160000.000
AccountsReceivableUnapprovedContractClaims,,,100000.000,,,,,,,,,,,,,,,,,,,,,
AccrualForEnvironmentalLossContingenciesGross,,,16945000.000,,,,15484000.000,,,,12300000.000,,,,9957000.000,,,,,,,,,
AccrualForEnvironmentalLossContingenciesUndiscountedDueAfterFifthYear,,,10955000.000,,,,8905000.000,,,,6518000.000,,,,5359000.000,,,,,,,,,
AccrualForEnvironmentalLossContingenciesUndiscountedDueInFifthYear,,,406000.000,,,,923000.000,,,,762000.000,,,,451000.000,,,,,,,,,
AccrualForEnvironmentalLossContingenciesUndiscountedDueInFourthYear,,,777000.000,,,,898000.000,,,,945000.000,,,,403000.000,,,,,,,,,
AccrualForEnvironmentalLossContingenciesUndiscountedDueInSecondYear,,,1432000.000,,,,1788000.000,,,,1346000.000,,,,902000.000,,,,,,,,,
AccrualForEnvironmentalLossContingenciesUndiscountedDueInThirdYear,,,1180000.000,,,,1324000.000,,,,919000.000,,,,1003000.000,,,,,,,,,
AccrualForEnvironmentalLossContingenciesUndiscountedDueWithinOneYear,,,2195000.000,,,,1646000.000,,,,1810000.000,,,,1839000.000,,,,,,,,,
AccruedLiabilitiesCurrent,60133000.000,58130000.000,62748000.000,57225000.000,49105000.000,56440000.000,55368000.000,58334000.000,56324000.000,56755000.000,54095000.000,52248000.000,54418000.000,53387000.000,47583000.000,48970000.000,43923000.000,50154000.000,58761000.000,67855000.000,63238000.000,59267000.000,59989000.000,64245000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,136644000.000,139844000.000,142657000.000,147232000.000,146900000.000,148541000.000,149696000.000,153593000.000,158142000.000,163646000.000,167282000.000,172547000.000,178396000.000,181431000.000,183829000.000,188862000.000,194660000.000,197253000.000,202648000.000,209023000.000,214867000.000,220856000.000,226366000.000,233442000.000
