,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableCurrent,139000000.000,148000000.000,128000000.000,143000000.000,156000000.000,144000000.000,144000000.000,160000000.000,154000000.000,152000000.000,165000000.000,152000000.000,167000000.000,176000000.000,181000000.000,183000000.000,180000000.000,201000000.000,209000000.000
AccountsReceivableNetCurrent,343000000.000,356000000.000,335000000.000,319000000.000,392000000.000,383000000.000,381000000.000,356000000.000,398000000.000,405000000.000,390000000.000,382000000.000,415000000.000,421000000.000,401000000.000,397000000.000,401000000.000,418000000.000,407000000.000
AccruedIncomeTaxesCurrent,66000000.000,33000000.000,31000000.000,34000000.000,48000000.000,12000000.000,18000000.000,26000000.000,45000000.000,26000000.000,30000000.000,25000000.000,56000000.000,34000000.000,24000000.000,0.000,32000000.000,61000000.000,92000000.000
AccruedProfessionalFeesCurrent,6000000.000,6000000.000,6000000.000,6000000.000,5000000.000,6000000.000,6000000.000,6000000.000,6000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,16000000.000,7000000.000,7000000.000,5000000.000,5000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1034000000.000,1067000000.000,1057000000.000,1060000000.000,1092000000.000,1100000000.000,1131000000.000,1182000000.000,1190000000.000,1216000000.000,1267000000.000,1292000000.000,1311000000.000,1339000000.000,1324000000.000,1322000000.000,1325000000.000,1361000000.000,1369000000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,-1000000.000,,,,,-5000000.000,-1000000.000,0.000,0.000,,,,,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,,,14000000.000,13000000.000,2000000.000,2000000.000,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,-87000000.000,,,,,76000000.000,76000000.000,75000000.000,23000000.000,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,118000000.000,,,,,86000000.000,69000000.000,129000000.000,141000000.000,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,145000000.000,193000000.000,84000000.000,30000000.000,53000000.000,14000000.000,47000000.000,69000000.000,29000000.000,7000000.000,56000000.000,120000000.000,142000000.000,163000000.000,89000000.000,-18000000.000,-91000000.000,-55000000.000,-108000000.000
AcquiredFiniteLivedIntangibleAssetAmount,,,,19000000.000,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,202000000.000,210000000.000,217000000.000,225000000.000,242000000.000,252000000.000,264000000.000,276000000.000,294000000.000,305000000.000,315000000.000,322000000.000,339000000.000,348000000.000,358000000.000,383000000.000,400000000.000,411000000.000,426000000.000
Assets,3174000000.000,3339000000.000,3250000000.000,3281000000.000,3671000000.000,3675000000.000,3694000000.000,3820000000.000,3581000000.000,3666000000.000,3779000000.000,3805000000.000,3853000000.000,3985000000.000,3996000000.000,4195000000.000,4110000000.000,4306000000.000,4426000000.000
AssetsCurrent,1726000000.000,1833000000.000,1779000000.000,1793000000.000,1759000000.000,1795000000.000,1805000000.000,1929000000.000,1700000000.000,1804000000.000,1905000000.000,1921000000.000,1966000000.000,2084000000.000,2182000000.000,2247000000.000,2197000000.000,2369000000.000,2502000000.000
BuildingsAndImprovementsGross,,,,764000000.000,794000000.000,806000000.000,817000000.000,843000000.000,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,,,,,353000000.000,353000000.000,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,623000000.000,663000000.000,643000000.000,665000000.000,558000000.000,572000000.000,589000000.000,724000000.000,471000000.000,562000000.000,688000000.000,722000000.000,727000000.000,810000000.000,886000000.000,958000000.000,887000000.000,1050000000.000,1175000000.000
CashAndCashEquivalentsFairValueDisclosure,,,,2000000.000,,,,4000000.000,,,,9000000.000,,,,8000000.000,,,
CertificatesOfDepositAtCarryingValue,4000000.000,16000000.000,23000000.000,25000000.000,20000000.000,46000000.000,22000000.000,27000000.000,25000000.000,26000000.000,27000000.000,27000000.000,27000000.000,28000000.000,53000000.000,56000000.000,59000000.000,17000000.000,14000000.000
CommonStockParOrStatedValuePerShare,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
CommonStockSharesAuthorized,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,450000000.000,450000000.000,450000000.000,450000000.000,450000000.000,450000000.000
CommonStockSharesIssued,202000000.000,202000000.000,202000000.000,202000000.000,202000000.000,202000000.000,202000000.000,202000000.000,202000000.000,202000000.000,202000000.000,202000000.000,202000000.000,202000000.000,202000000.000,202000000.000,202000000.000,202000000.000,202000000.000
CommonStockSharesOutstanding,122000000.000,122000000.000,120000000.000,121000000.000,121000000.000,121000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,119000000.000,119000000.000,119000000.000,119000000.000,119000000.000,120000000.000,120000000.000,120000000.000
CommonStockValue,202000000.000,202000000.000,202000000.000,202000000.000,202000000.000,202000000.000,202000000.000,202000000.000,202000000.000,202000000.000,202000000.000,202000000.000,202000000.000,202000000.000,202000000.000,202000000.000,202000000.000,202000000.000,202000000.000
ConstructionInProgressGross,,,,120000000.000,107000000.000,77000000.000,77000000.000,61000000.000,,,,,,,,,,,
DebtCurrent,189000000.000,216000000.000,269000000.000,221000000.000,414000000.000,448000000.000,373000000.000,383000000.000,89000000.000,129000000.000,114000000.000,65000000.000,32000000.000,44000000.000,0.000,145000000.000,0.000,0.000,0.000
DebtInstrumentCarryingAmount,,,,,,,,,,,,,,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000
DebtInstrumentFairValue,396000000.000,385000000.000,407000000.000,311000000.000,298000000.000,314000000.000,321000000.000,,,,,,,,,,,,
DeferredCompensationLiabilityClassifiedNoncurrent,30000000.000,32000000.000,31000000.000,32000000.000,30000000.000,30000000.000,30000000.000,31000000.000,28000000.000,29000000.000,30000000.000,31000000.000,33000000.000,35000000.000,35000000.000,36000000.000,40000000.000,42000000.000,42000000.000
DeferredTaxAssetsGross,,,,163000000.000,,,,126000000.000,,,,101000000.000,,,,108000000.000,,,
DeferredTaxAssetsInventory,,,,43000000.000,,,,27000000.000,,,,23000000.000,,,,31000000.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,70000000.000,,,,-17000000.000,,,,-34000000.000,,,,-15000000.000,,,
DeferredTaxAssetsNet,,,,159000000.000,,,,121000000.000,,,,97000000.000,,,,105000000.000,,,
DeferredTaxAssetsNetCurrent,63000000.000,60000000.000,59000000.000,55000000.000,37000000.000,32000000.000,34000000.000,32000000.000,30000000.000,33000000.000,30000000.000,31000000.000,33000000.000,36000000.000,42000000.000,46000000.000,47000000.000,54000000.000,57000000.000
DeferredTaxAssetsNetNoncurrent,35000000.000,32000000.000,30000000.000,38000000.000,27000000.000,24000000.000,24000000.000,17000000.000,15000000.000,15000000.000,15000000.000,11000000.000,11000000.000,13000000.000,11000000.000,13000000.000,12000000.000,12000000.000,15000000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,20000000.000,,,,14000000.000,,,,9000000.000,,,,7000000.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,,,,,,,,13000000.000,,,,9000000.000,,,,7000000.000,,,
DeferredTaxAssetsOther,,,,21000000.000,,,,19000000.000,,,,22000000.000,,,,18000000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPensions,,,,26000000.000,,,,20000000.000,,,,4000000.000,,,,9000000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPostretirementBenefits,,,,44000000.000,,,,46000000.000,,,,43000000.000,,,,43000000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,-1000000.000,,,,-2000000.000,,,,-2000000.000,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,,,,38000000.000,,,,17000000.000,,,,11000000.000,,,,,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,,4000000.000,,,,3000000.000,,,
DeferredTaxLiabilities,,,,89000000.000,,,,138000000.000,,,,131000000.000,,,,120000000.000,,,
DeferredTaxLiabilitiesNoncurrent,42000000.000,39000000.000,32000000.000,22000000.000,66000000.000,62000000.000,61000000.000,64000000.000,66000000.000,61000000.000,59000000.000,74000000.000,72000000.000,66000000.000,80000000.000,69000000.000,67000000.000,62000000.000,52000000.000
DeferredTaxLiabilitiesOther,21000000.000,22000000.000,23000000.000,33000000.000,33000000.000,35000000.000,33000000.000,33000000.000,34000000.000,34000000.000,35000000.000,37000000.000,38000000.000,40000000.000,39000000.000,52000000.000,50000000.000,52000000.000,53000000.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,89000000.000,,,,,,,,,,,,,,,
DeferredTaxLiabilitiesUndistributedForeignEarnings,,,,969000000.000,,,,1165000000.000,,,,1417000000.000,,,,,,,
DeferredTaxLiabilityNotRecognizedAmountOfUnrecognizedDeferredTaxLiability,,,,,0.000,,,,,,,,,,,,,,
DefinedBenefitPensionPlanCurrentAndNoncurrentLiabilities,70000000.000,74000000.000,65000000.000,,98000000.000,96000000.000,91000000.000,,88000000.000,86000000.000,87000000.000,,37000000.000,37000000.000,34000000.000,,81000000.000,84000000.000,84000000.000
DefinedBenefitPlanEstimatedFutureEmployerContributionsInNextFiscalYear,,6000000.000,,,,,,,,,,,,,,,,,
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateFairValueOfPlanAssets,,,,,,,,,,,,14000000.000,16000000.000,17000000.000,19000000.000,11000000.000,11000000.000,11000000.000,11000000.000
DividendsPayableAmountPerShare,,,,0.720,,,,0.800,,,,0.860,,,,,,,
EmployeeRelatedLiabilitiesCurrent,,,,67000000.000,65000000.000,53000000.000,65000000.000,55000000.000,52000000.000,51000000.000,66000000.000,64000000.000,57000000.000,55000000.000,73000000.000,81000000.000,63000000.000,72000000.000,104000000.000
EmployeeRelatedLiabilitiesCurrentAndNoncurrent,63000000.000,71000000.000,79000000.000,,,,,,,,,,,,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,,,,,,,,22000000.000,,,,20000000.000,,,
EntityWideDisclosureOnGeographicAreasLongLivedAssetsInEntitysCountryOfDomicile,503000000.000,502000000.000,499000000.000,506000000.000,555000000.000,552000000.000,552000000.000,549000000.000,549000000.000,,,,,,,,,,
EntityWideDisclosureOnGeographicAreasLongLivedAssetsInForeignCountries,302000000.000,322000000.000,311000000.000,319000000.000,335000000.000,326000000.000,334000000.000,351000000.000,371000000.000,,,,,,,,,,
FinancialInstrumentsOwnedAtFairValue,,,,336000000.000,,,,386000000.000,,,,436000000.000,,,,439000000.000,,,
FinancialInstrumentsOwnedCorporateDebtAtFairValue,,,,9000000.000,,,,16000000.000,,,,,,,,,,,
