,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,215495000.000,228474000.000,203299000.000,176312000.000,208004000.000,202413000.000,186545000.000,209647000.000,216256000.000,195459000.000,177006000.000,212799000.000,199739000.000,196929000.000,186751000.000,202482000.000,185944000.000,172114000.000,166858000.000,152620000.000,159590000.000,173037000.000,164783000.000,176757000.000,186253000.000,194758000.000
AccountsReceivableNetCurrent,376857000.000,414236000.000,392568000.000,386197000.000,430448000.000,422532000.000,391360000.000,360662000.000,423767000.000,396383000.000,375224000.000,367134000.000,405675000.000,407223000.000,354376000.000,321862000.000,334928000.000,329223000.000,310824000.000,264715000.000,286120000.000,291645000.000,281039000.000,273993000.000,302599000.000,323185000.000
AccruedBonusesCurrent,,,,,,,,,,,,,,,,29955000.000,,,,29011000.000,,,,,,
AccruedBonusesCurrentAndNoncurrent,,58019000.000,85134000.000,,37865000.000,73331000.000,105685000.000,,39174000.000,73179000.000,107049000.000,,33729000.000,69615000.000,107021000.000,,32981000.000,59402000.000,87542000.000,,26174000.000,48506000.000,69433000.000,,28234000.000,52267000.000
AccruedIncomeTaxesNoncurrent,,,,35693000.000,,,,35550000.000,,,,36149000.000,,,,25571000.000,,,,19674000.000,,,,,,
AccruedLiabilitiesCurrent,,,,30243000.000,,,,29420000.000,,,,29613000.000,,,,29634000.000,,,,33522000.000,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,610362000.000,625467000.000,613720000.000,619867000.000,635908000.000,630869000.000,634180000.000,634602000.000,641169000.000,642333000.000,654869000.000,661452000.000,668365000.000,674252000.000,661841000.000,665393000.000,656763000.000,671744000.000,694535000.000,693626000.000,713483000.000,709874000.000,718412000.000,716665000.000,732499000.000,752567000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,912000.000,,,,80000.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,255369000.000,,,,261844000.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,6576000.000,,,,26364000.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-118352000.000,-101011000.000,-154640000.000,-247881000.000,-218039000.000,-243675000.000,-222166000.000,-235400000.000,-244045000.000,-259787000.000,-236430000.000,-151941000.000,-162857000.000,-148391000.000,-194779000.000,-288622000.000,-339995000.000,-321880000.000,-288473000.000,-296267000.000,-269579000.000,-286554000.000,-288440000.000,-329037000.000,-298288000.000,-272523000.000
