,2011-09-30,2012-03-31,2012-09-30,2013-06-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionExpense,27704.000,28965.000,21113.000,22571.000,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,,,,559962.000,,,,58360.000,,,,7598.000,,,,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,,,365507.000,,,,207952.000,,,,774.000,,,,
AmortizationOfDebtDiscountPremium,,20772.000,,,1202516.000,,,,523784.000,,,,49053.000,,,,
AssetRetirementObligationAccretionExpense,,28965.000,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-42.000,,,4982.000,,,,-10578.000,,,,10514.000,,,,-8642.000
ChangeInUnrealizedGainLossOnHedgedItemInFairValueHedge,,,19129.000,,,,,,,,,,,,,,
ConversionOfStockSharesIssued1,,,,,1000000.000,,,,,,,,,,,,
ConvertiblePreferredDividendsNetOfTax,,,,,,,,,,,-162235.000,,,,,,
CostOfGoodsSoldOverhead,,,12500.000,,,,,,,,,,,,,,
CostsIncurredExplorationCosts,,,,,14999.000,,,,13893.000,,,,,,,,
CostsIncurredOilAndGasPropertyAcquisitionExplorationAndDevelopmentActivities,,,,,14999.000,,,,13893.000,,,,,,,,
DebtConversionConvertedInstrumentAmount1,,,,,,,,,,,,,107000.000,,,,
DebtConversionConvertedInstrumentWarrantsOrOptionsIssued1,,,,,125000.000,,,,25000.000,,,,,,,,
DebtInstrumentConvertibleEffectiveInterestRate,,,0.030,,,,,,,,,,,,,,
DebtInstrumentPeriodicPaymentInterest,,,,,,,,,,,,,111389.000,,,,
DebtInstrumentPeriodicPaymentPrincipal,,,,,,,,,,,,,-107000.000,,,,
DebtIssuanceCosts,,,,,365452.000,,,,551750.000,1302629.000,,,,,,,
DirectOperatingCosts,,,96462.000,,,,,,,,,,,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,4372111.000,,,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,,-6776.000,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationInterestExpense,,,6776.000,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,6776.000,,,,,,,,,,,,,,
DividendsShareBasedCompensation,,,,,,,,,58360.000,42612.000,45588.000,,,,,,
EarningsPerShareBasic,,,,,-0.080,-0.020,-0.030,,-0.010,-0.280,2.120,,,-0.030,-0.010,,
EarningsPerShareBasicAndDiluted,-0.050,-0.020,0.170,-0.070,,,,,,,,,0.260,,,,-0.020
EarningsPerShareDiluted,,,,,-0.080,-0.020,-0.030,,-0.010,-0.280,2.000,,,-0.030,-0.010,,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,,,,,,,,,1.000,,,,1.000
EquityIssuancePerShareAmount,,,,,1.500,,,,,,,,,,,,
FairValueAdjustmentOfWarrants,,,,,180825.000,,,,57961.000,,,,,,,,
FairValueAssumptionsExpectedVolatilityRate,,,,,1.360,,,,1.020,,,,1.565,,,,2.764
FairValueAssumptionsRiskFreeInterestRate,,,,,0.020,,,,,,,,0.009,,,,0.015
FairValueInputsDiscountRate,,,,,,,,,,,,,,,,,0.100
FeesAndCommissionsOther,,,,,,,,,,,,,6006.000,,,,
GainLossOnDerivativeInstrumentsNetPretax,,,-19129.000,5883.000,-15126.000,242103.000,360652.000,,265267.000,2202839.000,5861721.000,1102087.000,118511.000,-743.000,50062.000,-140026.000,-643.000
GainLossOnSaleOfLoansAndLeases,,,,,,,10000.000,,,,,,,,,,
GainLossRelatedToLitigationSettlement,,,,,,179877.000,,,,,,,,,,,
GeneralAndAdministrativeExpense,313709.000,194313.000,152523.000,350205.000,701337.000,402314.000,316141.000,-685090.000,105869.000,122310.000,126871.000,123676.000,82570.000,148925.000,107703.000,104526.000,129863.000
IncomeLossFromContinuingOperations,,,-178249.000,-781767.000,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,,,-1889762.000,-625070.000,-716256.000,,-301028.000,-7587600.000,5707407.000,-8815022.000,1031049.000,-190595.000,-87903.000,-1399039.000,-161356.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,-0.040,-0.070,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,0.000,,,,,,,,,,,,,,
IncomeLossFromOperationsBeforeExtraordinaryItemsPerBasicAndDilutedShare,,,0.210,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,488169.000,,,73311.000,,,,-44952.000,,,,87201.000,,,,149415.000
IncreaseDecreaseInFairValueOfUnhedgedDerivativeInstruments,307542.000,118685.000,,,,,,,,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-3750.000,,,,,,,,,,,,,,,
IncreaseDecreaseInPrepaidExpense,,,,,,,,,30000.000,,,,,,,,
IncrementalCommonSharesAttributableToConversionOfDebtSecurities,,,,,,,,,,,90000.000,,,,,,
InterestExpense,837614.000,356140.000,18542.000,403789.000,1246134.000,644736.000,770767.000,-6160445.000,573083.000,124221.000,144090.000,92062.000,78170.000,29349.000,27455.000,24933.000,28194.000
InterestOnConvertibleDebtNetOfTax,,,,,,,,,,,9000.000,,,,,,
LineOfCreditFacilityIncreaseDecreaseForPeriodNet,,,,,76172.000,,,,,,,,,,,,
LitigationSettlementAmount,,,,,,,,,125000.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,272070.000,,,58828.000,,,,62418.000,,,,35000.000,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,272070.000,,,58828.000,,,,62418.000,,,,35000.000,,,,
NetCashProvidedByUsedInInvestingActivities,,-234350.000,,,-14999.000,,,,-13893.000,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-234350.000,,,-14999.000,,,,-13893.000,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,-37762.000,,,-38847.000,,,,-59103.000,,,,-24486.000,,,,-8642.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-37762.000,,,-38847.000,,,,-59103.000,,,,-24486.000,,,,-8642.000
NetIncomeLoss,-871420.000,-460733.000,4187086.000,-781767.000,-1889762.000,-625070.000,-716256.000,,-301028.000,-7587600.000,5707407.000,-8815022.000,1031049.000,-190595.000,-87903.000,-1399039.000,-161356.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,3482083.000,-1553006.000,-1915289.000,-625070.000,-716256.000,,-301028.000,-7587600.000,5707407.000,-8815022.000,,,,,
NetIncomeLossAvailableToCommonStockholdersDiluted,,,,,,,,,,,5554172.000,,,,,,
NonoperatingIncomeExpense,-530007.000,-237455.000,,,,,,,,,,,,,,,
OperatingExpenses,341413.000,223278.000,173636.000,372776.000,701337.000,222437.000,306141.000,402013.000,164229.000,164922.000,172459.000,9889930.000,90168.000,148925.000,107703.000,104526.000,129863.000
OperatingIncomeLoss,-341413.000,-223278.000,-173636.000,-372776.000,-701337.000,-222437.000,-306141.000,-402013.000,-164229.000,-164922.000,-172459.000,-9889930.000,-90168.000,-148925.000,-107703.000,-104526.000,-129863.000
OtherIncome,,,,,72835.000,,,,171017.000,3440.000,,,,,,,
OtherNonoperatingExpense,,,-33058.000,,,,,,,,,,,,,,
OtherNonoperatingIncomeExpense,65.000,,-4613.000,-408991.000,-1188425.000,-402633.000,-410115.000,-48424.000,-136799.000,-7422678.000,5879866.000,1074908.000,1121217.000,-41670.000,19800.000,-1294513.000,-31493.000
OtherPreferredStockDividendsAndAdjustments,,,487479.000,217524.000,25527.000,,,,,,,,,,,,
PaymentsOfDebtIssuanceCosts,,,,,,,,,,,,,689.000,,,,
PaymentsToAcquireOilAndGasProperty,,234350.000,,,14999.000,,,,13893.000,,,,,,,,
PreferredStockAccretionOfRedemptionDiscount,,,,553715.000,,,,,,,,,,,,,
PreferredStockDividendsIncomeStatementImpact,,,217524.000,553715.000,,,,,,,,,,,,,
ProFormaWeightedAverageSharesOutstandingDiluted,,,,,,,,,,,,,,,7690227.000,,
ProceedsFromConvertibleDebt,,,,,,,,,,,,,450000.000,,,,
ProceedsFromIssuanceOfCommonStock,,,,,,,,,,,,,107000.000,,,,
ProceedsFromIssuanceOfDebt,,272070.000,,,,,,,,,,,,,,,
