,2011-06-30,2011-09-30,2011-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,13161385.000,,
ComprehensiveIncomeNetOfTax,3151870.000,3237407.000,1724669.000
CostOfRevenue,5498693.000,14854451.000,17010425.000
DeferredIncomeTaxExpenseBenefit,41341.000,,
DepreciationAndAmortization,733152.000,,
EarningsPerShareBasic,0.040,0.050,0.020
EarningsPerShareDiluted,0.040,0.050,0.030
EffectOfExchangeRateOnCashAndCashEquivalents,500092.000,,
GeneralAndAdministrativeExpense,1665890.000,1381994.000,1832266.000
GrossProfit,4794472.000,4937687.000,4602255.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,2723086.000,2806377.000,1797482.000
IncomeTaxExpenseBenefit,922521.000,920275.000,713656.000
IncomeTaxesPaid,3405651.000,,
IncreaseDecreaseInAccountsPayableTrade,-128092.000,,
IncreaseDecreaseInAccountsReceivable,-7679698.000,,
IncreaseDecreaseInAccruedIncomeTaxesPayable,-1122369.000,,
IncreaseDecreaseInInventories,-4708285.000,,
IncreaseDecreaseInOtherOperatingLiabilities,-2518182.000,,
IncreaseDecreaseInPrepaidExpense,-258522.000,,
InterestExpense,56175.000,59041.000,312177.000
InterestPaid,56175.000,,
NetCashProvidedByUsedInFinancingActivities,6748844.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,6748844.000,,
NetCashProvidedByUsedInInvestingActivities,-5040379.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-5040379.000,,
NetCashProvidedByUsedInOperatingActivities,11452920.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,11452920.000,,
NetIncomeLoss,1800565.000,1886102.000,1083826.000
NonoperatingIncomeExpense,4825.000,-8401.000,-303386.000
OperatingIncomeLoss,2718261.000,2814778.000,2100868.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,1351305.000,1351305.000,640843.000
OtherIncome,61000.000,50640.000,
OtherNonoperatingIncome,,,8791.000
PaymentsForConstructionInProcess,1405063.000,,
ProceedsFromBankDebt,7704160.000,,
RepaymentsOfRelatedPartyDebt,955316.000,,
Revenues,10293165.000,19792138.000,21612680.000
SalesRevenueNet,10232165.000,19741498.000,21612680.000
SellingExpense,410321.000,740915.000,669121.000
WeightedAverageNumberOfDilutedSharesOutstanding,36915762.000,40224362.000,40224362.000
WeightedAverageNumberOfSharesOutstandingBasic,36915762.000,36915762.000,36915762.000
