,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,4480.000,18865.000,26736.000,19740.000,26170.000,18963.000,20855.000,35665.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,-267060.000,0.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,-1400000.000,-1640000.000,-1767000.000
AdditionalPaidInCapitalCommonStock,1275036.000,1521511.000,1598374.000,2053050.000,2450338.000,2618902.000,2893280.000,2919679.000
Assets,212000.000,153818.000,528.000,287643.000,108490.000,400211.000,160681.000,33681.000
AssetsCurrent,212000.000,153818.000,528.000,277643.000,98490.000,211.000,681.000,681.000
AvailableForSaleSecurities,,,,,,400000.000,160000.000,33000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,,1800000.000,1800000.000,1800000.000
CashAndCashEquivalentsAtCarryingValue,0.000,943.000,528.000,2018.000,,211.000,681.000,681.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,,10000.000,,,
CommonStockSharesAuthorized,200000000.000,200000000.000,500000000.000,500000000.000,1000000000.000,1000000000.000,2000000000.000,2000000000.000
CommonStockSharesIssued,56903319.000,91903319.000,91903319.000,268135820.000,540931158.000,649816679.000,649816679.000,867286852.000
CommonStockSharesOutstanding,56903319.000,91903319.000,91903319.000,268135820.000,540931158.000,649816679.000,649816679.000,867286852.000
CommonStockValue,5690.000,9190.000,9190.000,26813.000,54093.000,64981.000,84528.000,86728.000
CommonStockholdersEquity,,26428.000,,,,,,
ConvertibleNotesPayableCurrent,55707.000,59118.000,76769.000,39221.000,38876.000,37344.000,26136.000,19419.000
DebtInstrumentUnamortizedDiscount,,,,,43624.000,35156.000,38864.000,18081.000
DeferredTaxAssetsGross,,,,,498597.000,101047.000,154384.000,211235.000
DeferredTaxAssetsNet,,,,,,0.000,0.000,0.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,159091.000,0.000,65352.000,76666.000
DeferredTaxAssetsValuationAllowance,,,,,498597.000,101047.000,154384.000,211235.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,1163440.000,1504273.000,1730634.000,1878963.000,2422334.000,918826.000,1202965.000,1252157.000
DueFromRelatedPartiesCurrent,,,,,6615.000,,,
DueToRelatedPartiesCurrent,34527.000,49406.000,20093.000,27782.000,,7500.000,7500.000,20000.000
DueToRelatedPartiesCurrentAndNoncurrent,,,,,,7500.000,7500.000,20000.000
Liabilities,94714.000,127389.000,123598.000,86743.000,65046.000,63807.000,54491.000,75084.000
LiabilitiesAndStockholdersEquity,212000.000,153817.000,528.000,287643.000,108490.000,400211.000,160681.000,33681.000
LiabilitiesCurrent,94714.000,127389.000,123598.000,86743.000,65046.000,63807.000,54491.000,75084.000
MarketableSecurities,,,,,,400000.000,160000.000,33000.000
NotesAndLoansReceivableNetNoncurrent,,,,10000.000,10000.000,,,
OperatingLossCarryforwards,,,,,,-267060.000,0.000,
PrepaidExpenseCurrent,212000.000,152875.000,,275625.000,91875.000,,,
StockholdersEquity,117286.000,26429.000,-123070.000,200900.000,43444.000,336404.000,106190.000,-41403.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,117286.000,26428.000,-123070.000,200900.000,43444.000,336404.000,106190.000,-41403.000
TaxCreditCarryforwardAmount,,,,,2168000.000,439000.000,671000.000,918000.000
TreasuryStockValue,,,,,28653.000,28653.000,28653.000,28653.000
